-10.00000000000000000,	0.00000000006896400,	5812960.00000000000000000,	0.00000000000000000
-9.90000000000000035,	0.00000000006895770,	5616040.00000000000000000,	0.00000000000000000
-9.80000000000000071,	0.00000000006896250,	5600890.00000000000000000,	0.00000000000000000
-9.69999999999999928,	0.00000000006895510,	5670510.00000000000000000,	0.00000000000000000
-9.59999999999999964,	0.00000000006895130,	5732180.00000000000000000,	0.00000000000000000
-9.50000000000000000,	0.00000000006894060,	5736860.00000000000000000,	0.00000000000000000
-9.40000000000000035,	0.00000000006894320,	5743540.00000000000000000,	0.00000000000000000
-9.30000000000000071,	0.00000000006893110,	5473090.00000000000000000,	0.00000000000000000
-9.19999999999999928,	0.00000000006891800,	5630680.00000000000000000,	0.00000000000000000
-9.09999999999999964,	0.00000000006891710,	5669280.00000000000000000,	0.00000000000000000
-9.00000000000000000,	0.00000000006891000,	5841400.00000000000000000,	0.00000000000000000
-8.90000000000000035,	0.00000000006891010,	5813570.00000000000000000,	0.00000000000000000
-8.80000000000000071,	0.00000000006890750,	5652310.00000000000000000,	0.00000000000000000
-8.69999999999999929,	0.00000000006888470,	5774740.00000000000000000,	0.00000000000000000
-8.59999999999999964,	0.00000000006887970,	5625210.00000000000000000,	0.00000000000000000
-8.50000000000000000,	0.00000000006887440,	5716100.00000000000000000,	0.00000000000000000
-8.40000000000000035,	0.00000000006886800,	5635130.00000000000000000,	0.00000000000000000
-8.30000000000000071,	0.00000000006886770,	5632220.00000000000000000,	0.00000000000000000
-8.19999999999999929,	0.00000000006885870,	5686260.00000000000000000,	0.00000000000000000
-8.09999999999999964,	0.00000000006884500,	5614900.00000000000000000,	0.00000000000000000
-8.00000000000000000,	0.00000000006884540,	5751590.00000000000000000,	0.00000000000000000
-7.90000000000000035,	0.00000000006883000,	5786370.00000000000000000,	0.00000000000000000
-7.79999999999999982,	0.00000000006883970,	5907440.00000000000000000,	0.00000000000000000
-7.69999999999999929,	0.00000000006883330,	5732370.00000000000000000,	0.00000000000000000
-7.59999999999999964,	0.00000000006881010,	5589710.00000000000000000,	0.00000000000000000
-7.50000000000000000,	0.00000000006880350,	5799860.00000000000000000,	0.00000000000000000
-7.40000000000000035,	0.00000000006881130,	5718030.00000000000000000,	0.00000000000000000
-7.29999999999999982,	0.00000000006879280,	5647640.00000000000000000,	0.00000000000000000
-7.19999999999999929,	0.00000000006878640,	5559160.00000000000000000,	0.00000000000000000
-7.09999999999999964,	0.00000000006878090,	5831380.00000000000000000,	0.00000000000000000
-7.00000000000000000,	0.00000000006877430,	5662670.00000000000000000,	0.00000000000000000
-6.90000000000000035,	0.00000000006875870,	5664060.00000000000000000,	0.00000000000000000
-6.79999999999999982,	0.00000000006874800,	6019310.00000000000000000,	0.00000000000000000
-6.69999999999999929,	0.00000000006874550,	5606750.00000000000000000,	0.00000000000000000
-6.59999999999999964,	0.00000000006873190,	5786970.00000000000000000,	0.00000000000000000
-6.50000000000000000,	0.00000000006873350,	5536030.00000000000000000,	0.00000000000000000
-6.40000000000000035,	0.00000000006871450,	5712660.00000000000000000,	0.00000000000000000
-6.29999999999999982,	0.00000000006870830,	5856290.00000000000000000,	0.00000000000000000
-6.19999999999999929,	0.00000000006870330,	5939670.00000000000000000,	0.00000000000000000
-6.09999999999999964,	0.00000000006868660,	5727560.00000000000000000,	0.00000000000000000
-6.00000000000000000,	0.00000000006866950,	5871980.00000000000000000,	0.00000000000000000
-5.89999999999999946,	0.00000000006867160,	5736190.00000000000000000,	0.00000000000000000
-5.79999999999999982,	0.00000000006865870,	5910710.00000000000000000,	0.00000000000000000
-5.70000000000000018,	0.00000000006864180,	5715370.00000000000000000,	0.00000000000000000
-5.59999999999999964,	0.00000000006863450,	5810690.00000000000000000,	0.00000000000000000
-5.50000000000000000,	0.00000000006862160,	5745740.00000000000000000,	0.00000000000000000
-5.39999999999999946,	0.00000000006860620,	5915490.00000000000000000,	0.00000000000000000
-5.29999999999999982,	0.00000000006860120,	5781870.00000000000000000,	0.00000000000000000
-5.19999999999999929,	0.00000000006857920,	5805940.00000000000000000,	0.00000000000000000
