
VD= 1.5 to 6.5 in 0.01 step
NO. VD ID
 V A
1 1.5 7.7788E-08
2 1.51 1.2123E-06
3 1.52 2.4069E-06
4 1.53 3.5744E-06
5 1.54 4.6417E-06
6 1.55 5.9E-06
7 1.56 6.9972E-06
8 1.57 8.0279E-06
9 1.58 9.1823E-06
10 1.59 1.02247E-05
11 1.6 1.13217E-05
12 1.61 1.2391E-05
13 1.62 1.3413E-05
14 1.63 1.4497E-05
15 1.64 1.5472E-05
16 1.65 1.6495E-05
17 1.66 1.7543E-05
18 1.67 1.8539E-05
19 1.68 1.9431E-05
20 1.69 2.0385E-05
21 1.7 2.1435E-05
22 1.71 2.2305E-05
23 1.72 2.3178E-05
24 1.73 2.4147E-05
25 1.74 2.5028E-05
26 1.75 2.5912E-05
27 1.76 2.6805E-05
28 1.77 2.7699E-05
29 1.78 2.8461E-05
30 1.79 2.9266E-05
31 1.8 3.0135E-05
32 1.81 3.0968E-05
33 1.82 3.17E-05
34 1.83 3.2524E-05
35 1.84 3.3305E-05
36 1.85 3.399E-05
37 1.86 3.4775E-05
38 1.87 3.5544E-05
39 1.88 3.6211E-05
40 1.89 3.6856E-05
41 1.9 3.7615E-05
42 1.91 3.8332E-05
43 1.92 3.8927E-05
44 1.93 3.9595E-05
45 1.94 4.0279E-05
46 1.95 4.0841E-05
47 1.96 4.1453E-05
48 1.97 4.2115E-05
49 1.98 4.2683E-05
50 1.99 4.3205E-05
51 2 4.3802E-05
52 2.01 4.4408E-05
53 2.02 4.4874E-05
54 2.03 4.5381E-05
55 2.04 4.5944E-05
56 2.05 4.6402E-05
57 2.06 4.6868E-05
58 2.07 4.7393E-05
59 2.08 4.786E-05
60 2.09 4.8241E-05
61 2.1 4.8681E-05
62 2.11 4.9173E-05
63 2.12 4.9519E-05
64 2.13 4.9872E-05
65 2.14 5.0326E-05
66 2.15 5.0684E-05
67 2.16 5.1013E-05
68 2.17 5.1381E-05
69 2.18 5.1751E-05
70 2.19 5.1997E-05
71 2.2 5.2286E-05
72 2.21 5.2657E-05
73 2.22 5.2906E-05
74 2.23 5.3121E-05
75 2.24 5.343E-05
76 2.25 5.3697E-05
77 2.26 5.3875E-05
78 2.27 5.4095E-05
79 2.28 5.4346E-05
80 2.29 5.4495E-05
81 2.3 5.4638E-05
82 2.31 5.4892E-05
83 2.32 5.505E-05
84 2.33 5.5137E-05
85 2.34 5.5305E-05
86 2.35 5.5484E-05
87 2.36 5.5546E-05
88 2.37 5.5622E-05
89 2.38 5.5788E-05
90 2.39 5.5865E-05
91 2.4 5.5899E-05
92 2.41 5.6022E-05
93 2.42 5.6115E-05
