
VD= 0 to 5 in 0.01 step
VG= 0 to 5 in 0.5 step
NO. VD VG ID
 V V A
207 2.06 0 -9.1244E-05
208 2.07 0 -9.1174E-05
209 2.08 0 -9.1147E-05
210 2.09 0 -9.1134E-05
211 2.1 0 -9.1064E-05
212 2.11 0 -9.1017E-05
213 2.12 0 -9.1004E-05
214 2.13 0 -9.0956E-05
215 2.14 0 -9.0878E-05
216 2.15 0 -9.0856E-05
217 2.16 0 -9.0825E-05
218 2.17 0 -9.0746E-05
219 2.18 0 -9.0691E-05
220 2.19 0 -9.0672E-05
221 2.2 0 -9.0606E-05
222 2.21 0 -9.0525E-05
223 2.22 0 -9.0497E-05
224 2.23 0 -9.045E-05
225 2.24 0 -9.0357E-05
226 2.25 0 -9.0304E-05
227 2.26 0 -9.0265E-05
228 2.27 0 -9.0178E-05
229 2.28 0 -9.0096E-05
230 2.29 0 -9.0059E-05
231 2.3 0 -8.9992E-05
232 2.31 0 -8.989E-05
233 2.32 0 -8.9827E-05
234 2.33 0 -8.9777E-05
235 2.34 0 -8.967E-05
236 2.35 0 -8.9589E-05
237 2.36 0 -8.9539E-05
238 2.37 0 -8.9448E-05
239 2.38 0 -8.9335E-05
240 2.39 0 -8.9277E-05
241 2.4 0 -8.9209E-05
242 2.41 0 -8.9089E-05
243 2.42 0 -8.8994E-05
244 2.43 0 -8.8934E-05
245 2.44 0 -8.8823E-05
246 2.45 0 -8.8706E-05
247 2.46 0 -8.8643E-05
248 2.47 0 -8.8544E-05
249 2.48 0 -8.8411E-05
250 2.49 0 -8.8317E-05
251 2.5 0 -8.824E-05
252 2.51 0 -8.811E-05
253 2.52 0 -8.798E-05
254 2.53 0 -8.7901E-05
255 2.54 0 -8.7787E-05
256 2.55 0 -8.7641E-05
257 2.56 0 -8.7547E-05
258 2.57 0 -8.7446E-05
259 2.58 0 -8.7296E-05
260 2.59 0 -8.7168E-05
261 2.6 0 -8.7077E-05
262 2.61 0 -8.6946E-05
263 2.62 0 -8.6784E-05
264 2.63 0 -8.6682E-05
265 2.64 0 -8.6563E-05
266 2.65 0 -8.6398E-05
267 2.66 0 -8.6269E-05
268 2.67 0 -8.6157E-05
269 2.68 0 -8.5996E-05
270 2.69 0 -8.5838E-05
271 2.7 0 -8.5723E-05
272 2.71 0 -8.5591E-05
273 2.72 0 -8.5399E-05
274 2.73 0 -8.5261E-05
275 2.74 0 -8.5137E-05
276 2.75 0 -8.4957E-05
277 2.76 0 -8.48E-05
278 2.77 0 -8.4661E-05
279 2.78 0 -8.4502E-05
280 2.79 0 -8.4306E-05
281 2.8 0 -8.4171E-05
282 2.81 0 -8.4028E-05
283 2.82 0 -8.3818E-05
284 2.83 0 -8.3649E-05
285 2.84 0 -8.351E-05
286 2.85 0 -8.3329E-05
287 2.86 0 -8.3133E-05
288 2.87 0 -8.2972E-05
289 2.88 0 -8.2804E-05
290 2.89 0 -8.2594E-05
291 2.9 0 -8.2419E-05
292 2.91 0 -8.2271E-05
293 2.92 0 -8.2059E-05
294 2.93 0 -8.1842E-05
295 2.94 0 -8.1683E-05
296 2.95 0 -8.1495E-05
297 2.96 0 -8.1271E-05
298 2.97 0 -8.1091E-05
299 2.98 0 -8.0905E-05
300 2.99 0 -8.0677E-05
301 3 0 -8.0471E-05
302 3.01 0 -8.0298E-05
303 3.02 0 -8.0088E-05
304 3.03 0 -7.9837E-05
305 3.04 0 -7.9653E-05
306 3.05 0 -7.9462E-05
307 3.06 0 -7.9217E-05
308 3.07 0 -7.9002E-05
309 3.08 0 -7.8801E-05
310 3.09 0 -7.8567E-05
311 3.1 0 -7.8324E-05
312 3.11 0 -7.8132E-05
313 3.12 0 -7.7917E-05
314 3.13 0 -7.7639E-05
315 3.14 0 -7.742E-05
316 3.15 0 -7.7218E-05
317 3.16 0 -7.6965E-05
318 3.17 0 -7.6714E-05
319 3.18 0 -7.6493E-05
320 3.19 0 -7.6252E-05
321 3.2 0 -7.5984E-05
322 3.21 0 -7.5758E-05
323 3.22 0 -7.5538E-05
324 3.23 0 -7.5243E-05
325 3.24 0 -7.4989E-05
326 3.25 0 -7.4771E-05
327 3.26 0 -7.4515E-05
328 3.27 0 -7.4233E-05
329 3.28 0 -7.3987E-05
330 3.29 0 -7.3742E-05
331 3.3 0 -7.345E-05
332 3.31 0 -7.319E-05
333 3.32 0 -7.296E-05
334 3.33 0 -7.2655E-05
335 3.34 0 -7.2364E-05
336 3.35 0 -7.2128E-05
337 3.36 0 -7.1865E-05
338 3.37 0 -7.1559E-05
339 3.38 0 -7.1273E-05
340 3.39 0 -7.1024E-05
341 3.4 0 -7.0714E-05
342 3.41 0 -7.0423E-05
343 3.42 0 -7.0172E-05
344 3.43 0 -6.9862E-05
345 3.44 0 -6.9542E-05
346 3.45 0 -6.9277E-05
347 3.46 0 -6.9006E-05
348 3.47 0 -6.8685E-05
349 3.48 0 -6.8361E-05
350 3.49 0 -6.8097E-05
351 3.5 0 -6.7785E-05
352 3.51 0 -6.7463E-05
353 3.52 0 -6.7188E-05
354 3.53 0 -6.6893E-05
355 3.54 0 -6.6532E-05
356 3.55 0 -6.6227E-05
357 3.56 0 -6.5952E-05
358 3.57 0 -6.5618E-05
359 3.58 0 -6.5283E-05
360 3.59 0 -6.4975E-05
361 3.6 0 -6.4656E-05
362 3.61 0 -6.4307E-05
363 3.62 0 -6.3999E-05
364 3.63 0 -6.3701E-05
365 3.64 0 -6.3318E-05
366 3.65 0 -6.2985E-05
367 3.66 0 -6.2683E-05
368 3.67 0 -6.2351E-05
369 3.68 0 -6.1983E-05
370 3.69 0 -6.1647E-05
371 3.7 0 -6.1327E-05
372 3.71 0 -6.0957E-05
373 3.72 0 -6.0615E-05
374 3.73 0 -6.0302E-05
375 3.74 0 -5.9915E-05
376 3.75 0 -5.9545E-05
377 3.76 0 -5.9226E-05
378 3.77 0 -5.8885E-05
379 3.78 0 -5.8499E-05
380 3.79 0 -5.812E-05
381 3.8 0 -5.7793E-05
382 3.81 0 -5.7412E-05
383 3.82 0 -5.7036E-05
384 3.83 0 -5.6703E-05
385 3.84 0 -5.6311E-05
386 3.85 0 -5.5913E-05
387 3.86 0 -5.5562E-05
388 3.87 0 -5.5214E-05
389 3.88 0 -5.481E-05
390 3.89 0 -5.4397E-05
391 3.9 0 -5.4053E-05
392 3.91 0 -5.3671E-05
393 3.92 0 -5.3263E-05
394 3.93 0 -5.2905E-05
395 3.94 0 -5.2506E-05
396 3.95 0 -5.2092E-05
397 3.96 0 -5.1705E-05
398 3.97 0 -5.1345E-05
399 3.98 0 -5.0938E-05
400 3.99 0 -5.0486E-05
401 4 0 -5.0123E-05
402 4.01 0 -4.9737E-05
403 4.02 0 -4.9301E-05
404 4.03 0 -4.8907E-05
405 4.04 0 -4.8499E-05
406 4.05 0 -4.8072E-05
407 4.06 0 -4.765E-05
408 4.07 0 -4.7272E-05
409 4.08 0 -4.6856E-05
410 4.09 0 -4.6377E-05
411 4.1 0 -4.5985E-05
412 4.11 0 -4.5591E-05
413 4.12 0 -4.5141E-05
414 4.13 0 -4.4715E-05
415 4.14 0 -4.4323E-05
416 4.15 0 -4.3858E-05
417 4.16 0 -4.3408E-05
418 4.17 0 -4.3005E-05
419 4.18 0 -4.2583E-05
420 4.19 0 -4.212E-05
421 4.2 0 -4.1654E-05
422 4.21 0 -4.1254E-05
423 4.22 0 -4.0792E-05
424 4.23 0 -4.0332E-05
425 4.24 0 -3.9918E-05
426 4.25 0 -3.9448E-05
427 4.26 0 -3.8971E-05
428 4.27 0 -3.8533E-05
429 4.28 0 -3.8104E-05
430 4.29 0 -3.7624E-05
431 4.3 0 -3.713E-05
432 4.31 0 -3.6706E-05
433 4.32 0 -3.6244E-05
434 4.33 0 -3.5749E-05
435 4.34 0 -3.5313E-05
436 4.35 0 -3.4833E-05
437 4.36 0 -3.4341E-05
438 4.37 0 -3.3867E-05
439 4.38 0 -3.3426E-05
440 4.39 0 -3.2942E-05
441 4.4 0 -3.241E-05
442 4.41 0 -3.1966E-05
443 4.42 0 -3.1497E-05
444 4.43 0 -3.0986E-05
445 4.44 0 -3.051E-05
446 4.45 0 -3.0023E-05
447 4.46 0 -2.9515E-05
448 4.47 0 -2.9001E-05
449 4.48 0 -2.8548E-05
450 4.49 0 -2.8058E-05
451 4.5 0 -2.7494E-05
452 4.51 0 -2.7017E-05
453 4.52 0 -2.6545E-05
454 4.53 0 -2.6015E-05
455 4.54 0 -2.5507E-05
456 4.55 0 -2.4998E-05
457 4.56 0 -2.4486E-05
458 4.57 0 -2.3947E-05
459 4.58 0 -2.3464E-05
460 4.59 0 -2.2973E-05
461 4.6 0 -2.2389E-05
462 4.61 0 -2.1875E-05
463 4.62 0 -2.139E-05
464 4.63 0 -2.0855E-05
465 4.64 0 -2.0311E-05
466 4.65 0 -1.9779E-05
467 4.66 0 -1.9262E-05
468 4.67 0 -1.8705E-05
469 4.68 0 -1.8185E-05
470 4.69 0 -1.7682E-05
471 4.7 0 -1.7088E-05
472 4.71 0 -1.6538E-05
473 4.72 0 -1.6035E-05
474 4.73 0 -1.5495E-05
475 4.74 0 -1.4922E-05
476 4.75 0 -1.44E-05
477 4.76 0 -1.3835E-05
478 4.77 0 -1.3257E-05
479 4.78 0 -1.2703E-05
480 4.79 0 -1.2186E-05
481 4.8 0 -1.1625E-05
482 4.81 0 -1.1002E-05
483 4.82 0 -1.0473E-05
484 4.83 0 -9.8859E-06
485 4.84 0 -9.3593E-06
486 4.85 0 -8.7949E-06
487 4.86 0 -8.1532E-06
488 4.87 0 -7.6221E-06
489 4.88 0 -7.0427E-06
490 4.89 0 -6.4532E-06
491 4.9 0 -5.9195E-06
492 4.91 0 -5.271E-06
493 4.92 0 -4.6919E-06
494 4.93 0 -4.1462E-06
495 4.94 0 -3.533E-06
496 4.95 0 -2.9562E-06
497 4.96 0 -2.3475E-06
498 4.97 0 -1.7234E-06
499 4.98 0 -1.1566E-06
500 4.99 0 -5.555E-07
501 5 0 4.5803E-08
502 0 0.5 -7.1266E-05
503 0.01 0.5 -7.1297E-05
504 0.02 0.5 -7.1273E-05
505 0.03 0.5 -7.1252E-05
506 0.04 0.5 -7.1282E-05
507 0.05 0.5 -7.129E-05
508 0.06 0.5 -7.1253E-05
509 0.07 0.5 -7.1265E-05
510 0.08 0.5 -7.1284E-05
511 0.09 0.5 -7.1255E-05
512 0.1 0.5 -7.125E-05
513 0.11 0.5 -7.1277E-05
514 0.12 0.5 -7.1273E-05
515 0.13 0.5 -7.1234E-05
516 0.14 0.5 -7.1257E-05
517 0.15 0.5 -7.1276E-05
518 0.16 0.5 -7.1246E-05
519 0.17 0.5 -7.1239E-05
520 0.18 0.5 -7.1268E-05
521 0.19 0.5 -7.1258E-05
522 0.2 0.5 -7.123E-05
523 0.21 0.5 -7.1259E-05
524 0.22 0.5 -7.1266E-05
525 0.23 0.5 -7.1232E-05
526 0.24 0.5 -7.124E-05
527 0.25 0.5 -7.1269E-05
528 0.26 0.5 -7.1243E-05
529 0.27 0.5 -7.1222E-05
530 0.28 0.5 -7.125E-05
531 0.29 0.5 -7.1251E-05
532 0.3 0.5 -7.1221E-05
533 0.31 0.5 -7.1234E-05
534 0.32 0.5 -7.1258E-05
535 0.33 0.5 -7.1223E-05
536 0.34 0.5 -7.1218E-05
537 0.35 0.5 -7.1246E-05
538 0.36 0.5 -7.1239E-05
539 0.37 0.5 -7.1209E-05
540 0.38 0.5 -7.123E-05
541 0.39 0.5 -7.1244E-05
542 0.4 0.5 -7.1212E-05
543 0.41 0.5 -7.1213E-05
544 0.42 0.5 -7.1243E-05
545 0.43 0.5 -7.1228E-05
546 0.44 0.5 -7.1201E-05
547 0.45 0.5 -7.1228E-05
548 0.46 0.5 -7.1235E-05
549 0.47 0.5 -7.1201E-05
550 0.48 0.5 -7.1208E-05
551 0.49 0.5 -7.1233E-05
552 0.5 0.5 -7.1209E-05
553 0.51 0.5 -7.1191E-05
554 0.52 0.5 -7.1222E-05
555 0.53 0.5 -7.122E-05
556 0.54 0.5 -7.1183E-05
557 0.55 0.5 -7.1202E-05
558 0.56 0.5 -7.1225E-05
559 0.57 0.5 -7.1194E-05
560 0.58 0.5 -7.1185E-05
561 0.59 0.5 -7.1215E-05
562 0.6 0.5 -7.1208E-05
563 0.61 0.5 -7.1177E-05
564 0.62 0.5 -7.1203E-05
565 0.63 0.5 -7.1213E-05
566 0.64 0.5 -7.1181E-05
567 0.65 0.5 -7.1178E-05
568 0.66 0.5 -7.1215E-05
569 0.67 0.5 -7.1191E-05
570 0.68 0.5 -7.1166E-05
571 0.69 0.5 -7.1193E-05
572 0.7 0.5 -7.1201E-05
573 0.71 0.5 -7.1168E-05
574 0.72 0.5 -7.1177E-05
575 0.73 0.5 -7.1197E-05
576 0.74 0.5 -7.1171E-05
577 0.75 0.5 -7.1161E-05
578 0.76 0.5 -7.1189E-05
579 0.77 0.5 -7.1183E-05
580 0.78 0.5 -7.1148E-05
581 0.79 0.5 -7.1169E-05
582 0.8 0.5 -7.1189E-05
583 0.81 0.5 -7.1158E-05
584 0.82 0.5 -7.1151E-05
585 0.83 0.5 -7.118E-05
586 0.84 0.5 -7.1169E-05
587 0.85 0.5 -7.1142E-05
588 0.86 0.5 -7.1171E-05
589 0.87 0.5 -7.1175E-05
590 0.88 0.5 -7.1144E-05
591 0.89 0.5 -7.1145E-05
592 0.9 0.5 -7.1179E-05
593 0.91 0.5 -7.1156E-05
594 0.92 0.5 -7.113E-05
595 0.93 0.5 -7.1161E-05
596 0.94 0.5 -7.1164E-05
597 0.95 0.5 -7.1132E-05
598 0.96 0.5 -7.114E-05
599 0.97 0.5 -7.1161E-05
600 0.98 0.5 -7.1132E-05
601 0.99 0.5 -7.1123E-05
602 1 0.5 -7.1152E-05
603 1.01 0.5 -7.1149E-05
604 1.02 0.5 -7.1114E-05
605 1.03 0.5 -7.1136E-05
606 1.04 0.5 -7.1153E-05
607 1.05 0.5 -7.1121E-05
608 1.06 0.5 -7.1116E-05
609 1.07 0.5 -7.1147E-05
610 1.08 0.5 -7.1129E-05
611 1.09 0.5 -7.1103E-05
612 1.1 0.5 -7.1134E-05
613 1.11 0.5 -7.1141E-05
614 1.12 0.5 -7.1105E-05
615 1.13 0.5 -7.1108E-05
616 1.14 0.5 -7.1138E-05
617 1.15 0.5 -7.1111E-05
618 1.16 0.5 -7.1093E-05
619 1.17 0.5 -7.1122E-05
620 1.18 0.5 -7.1119E-05
621 1.19 0.5 -7.1086E-05
622 1.2 0.5 -7.1101E-05
623 1.21 0.5 -7.1124E-05
624 1.22 0.5 -7.1091E-05
625 1.23 0.5 -7.1082E-05
626 1.24 0.5 -7.1111E-05
627 1.25 0.5 -7.1105E-05
628 1.26 0.5 -7.1074E-05
629 1.27 0.5 -7.1097E-05
630 1.28 0.5 -7.1109E-05
631 1.29 0.5 -7.1077E-05
632 1.3 0.5 -7.1077E-05
633 1.31 0.5 -7.1108E-05
634 1.32 0.5 -7.1086E-05
635 1.33 0.5 -7.1061E-05
636 1.34 0.5 -7.1089E-05
637 1.35 0.5 -7.1097E-05
638 1.36 0.5 -7.1061E-05
639 1.37 0.5 -7.1066E-05
640 1.38 0.5 -7.1091E-05
641 1.39 0.5 -7.1064E-05
642 1.4 0.5 -7.1048E-05
643 1.41 0.5 -7.1076E-05
644 1.42 0.5 -7.1074E-05
645 1.43 0.5 -7.1036E-05
646 1.44 0.5 -7.1057E-05
647 1.45 0.5 -7.1076E-05
648 1.46 0.5 -7.1046E-05
649 1.47 0.5 -7.1035E-05
650 1.48 0.5 -7.1066E-05
651 1.49 0.5 -7.1054E-05
652 1.5 0.5 -7.1025E-05
653 1.51 0.5 -7.1051E-05
654 1.52 0.5 -7.1058E-05
655 1.53 0.5 -7.1024E-05
656 1.54 0.5 -7.1027E-05
657 1.55 0.5 -7.1057E-05
658 1.56 0.5 -7.1033E-05
659 1.57 0.5 -7.1009E-05
660 1.58 0.5 -7.1037E-05
661 1.59 0.5 -7.1043E-05
662 1.6 0.5 -7.1007E-05
663 1.61 0.5 -7.1014E-05
664 1.62 0.5 -7.1038E-05
665 1.63 0.5 -7.1005E-05
666 1.64 0.5 -7.0997E-05
667 1.65 0.5 -7.1023E-05
668 1.66 0.5 -7.1019E-05
669 1.67 0.5 -7.0981E-05
670 1.68 0.5 -7.1001E-05
671 1.69 0.5 -7.1021E-05
672 1.7 0.5 -7.0988E-05
673 1.71 0.5 -7.098E-05
674 1.72 0.5 -7.1005E-05
675 1.73 0.5 -7.0994E-05
676 1.74 0.5 -7.0965E-05
677 1.75 0.5 -7.0994E-05
678 1.76 0.5 -7.0998E-05
679 1.77 0.5 -7.0961E-05
680 1.78 0.5 -7.0965E-05
681 1.79 0.5 -7.0992E-05
682 1.8 0.5 -7.0965E-05
683 1.81 0.5 -7.0943E-05
684 1.82 0.5 -7.0969E-05
685 1.83 0.5 -7.0969E-05
686 1.84 0.5 -7.0934E-05
687 1.85 0.5 -7.0946E-05
688 1.86 0.5 -7.0966E-05
689 1.87 0.5 -7.0931E-05
690 1.88 0.5 -7.0921E-05
691 1.89 0.5 -7.0947E-05
692 1.9 0.5 -7.0939E-05
693 1.91 0.5 -7.0905E-05
694 1.92 0.5 -7.0925E-05
695 1.93 0.5 -7.0936E-05
696 1.94 0.5 -7.0902E-05
697 1.95 0.5 -7.0899E-05
698 1.96 0.5 -7.0925E-05
699 1.97 0.5 -7.0904E-05
700 1.98 0.5 -7.0873E-05
701 1.99 0.5 -7.0899E-05
702 2 0.5 -7.0903E-05
703 2.01 0.5 -7.0864E-05
704 2.02 0.5 -7.0865E-05
705 2.03 0.5 -7.0887E-05
706 2.04 0.5 -7.0858E-05
707 2.05 0.5 -7.0836E-05
708 2.06 0.5 -7.0862E-05
709 2.07 0.5 -7.0855E-05
710 2.08 0.5 -7.0815E-05
711 2.09 0.5 -7.0826E-05
712 2.1 0.5 -7.0844E-05
713 2.11 0.5 -7.0805E-05
714 2.12 0.5 -7.0791E-05
715 2.13 0.5 -7.0812E-05
716 2.14 0.5 -7.08E-05
717 2.15 0.5 -7.0762E-05
718 2.16 0.5 -7.078E-05
719 2.17 0.5 -7.0783E-05
720 2.18 0.5 -7.0742E-05
721 2.19 0.5 -7.0734E-05
722 2.2 0.5 -7.0758E-05
723 2.21 0.5 -7.0726E-05
724 2.22 0.5 -7.0692E-05
725 2.23 0.5 -7.0709E-05
726 2.24 0.5 -7.0709E-05
727 2.25 0.5 -7.0662E-05
728 2.26 0.5 -7.0658E-05
729 2.27 0.5 -7.0669E-05
730 2.28 0.5 -7.0628E-05
731 2.29 0.5 -7.0602E-05
732 2.3 0.5 -7.0616E-05
733 2.31 0.5 -7.0598E-05
734 2.32 0.5 -7.0546E-05
735 2.33 0.5 -7.0554E-05
736 2.34 0.5 -7.0554E-05
737 2.35 0.5 -7.0502E-05
738 2.36 0.5 -7.0476E-05
739 2.37 0.5 -7.0486E-05
740 2.38 0.5 -7.0456E-05
741 2.39 0.5 -7.0407E-05
742 2.4 0.5 -7.0413E-05
743 2.41 0.5 -7.0397E-05
744 2.42 0.5 -7.0338E-05
745 2.43 0.5 -7.0315E-05
746 2.44 0.5 -7.032E-05
747 2.45 0.5 -7.0269E-05
748 2.46 0.5 -7.0219E-05
749 2.47 0.5 -7.0213E-05
750 2.48 0.5 -7.0186E-05
751 2.49 0.5 -7.0122E-05
752 2.5 0.5 -7.0097E-05
753 2.51 0.5 -7.0087E-05
754 2.52 0.5 -7.0017E-05
755 2.53 0.5 -6.9972E-05
756 2.54 0.5 -6.9962E-05
757 2.55 0.5 -6.9917E-05
758 2.56 0.5 -6.984E-05
759 2.57 0.5 -6.9817E-05
760 2.58 0.5 -6.979E-05
761 2.59 0.5 -6.9713E-05
762 2.6 0.5 -6.9661E-05
763 2.61 0.5 -6.9642E-05
764 2.62 0.5 -6.9574E-05
765 2.63 0.5 -6.9494E-05
766 2.64 0.5 -6.947E-05
767 2.65 0.5 -6.9424E-05
768 2.66 0.5 -6.933E-05
769 2.67 0.5 -6.9273E-05
770 2.68 0.5 -6.9241E-05
771 2.69 0.5 -6.9156E-05
772 2.7 0.5 -6.9073E-05
773 2.71 0.5 -6.9039E-05
774 2.72 0.5 -6.8965E-05
775 2.73 0.5 -6.8863E-05
776 2.74 0.5 -6.8806E-05
777 2.75 0.5 -6.8759E-05
778 2.76 0.5 -6.865E-05
779 2.77 0.5 -6.856E-05
780 2.78 0.5 -6.8515E-05
781 2.79 0.5 -6.8427E-05
782 2.8 0.5 -6.8315E-05
783 2.81 0.5 -6.8257E-05
784 2.82 0.5 -6.8178E-05
785 2.83 0.5 -6.8059E-05
