
VD= 0 to 5 in 0.01 step
VB= 5 to 7 in 0.5 step
NO. VD VB ID
111 1.1 5 -0.00013891
112 1.11 5 -0.00013889
113 1.12 5 -0.00013889
114 1.13 5 -0.0001389
115 1.14 5 -0.00013881
116 1.15 5 -0.00013882
117 1.16 5 -0.00013885
118 1.17 5 -0.00013879
119 1.18 5 -0.00013875
120 1.19 5 -0.00013877
121 1.2 5 -0.00013875
122 1.21 5 -0.00013872
123 1.22 5 -0.00013869
124 1.23 5 -0.00013869
125 1.24 5 -0.00013866
126 1.25 5 -0.0001386
127 1.26 5 -0.0001386
128 1.27 5 -0.00013862
129 1.28 5 -0.00013859
130 1.29 5 -0.00013853
131 1.3 5 -0.00013854
132 1.31 5 -0.00013855
133 1.32 5 -0.00013849
134 1.33 5 -0.00013849
135 1.34 5 -0.00013847
136 1.35 5 -0.00013845
137 1.36 5 -0.00013841
138 1.37 5 -0.00013839
139 1.38 5 -0.00013843
140 1.39 5 -0.00013835
141 1.4 5 -0.00013831
142 1.41 5 -0.00013834
143 1.42 5 -0.00013831
144 1.43 5 -0.00013827
145 1.44 5 -0.00013828
146 1.45 5 -0.00013828
147 1.46 5 -0.00013824
148 1.47 5 -0.00013818
149 1.48 5 -0.00013819
150 1.49 5 -0.00013818
151 1.5 5 -0.00013813
152 1.51 5 -0.0001381
153 1.52 5 -0.00013812
154 1.53 5 -0.00013809
155 1.54 5 -0.00013805
156 1.55 5 -0.00013805
157 1.56 5 -0.00013803
158 1.57 5 -0.00013799
159 1.58 5 -0.00013795
160 1.59 5 -0.00013797
161 1.6 5 -0.00013797
162 1.61 5 -0.00013789
163 1.62 5 -0.0001379
164 1.63 5 -0.00013789
165 1.64 5 -0.00013786
166 1.65 5 -0.00013782
167 1.66 5 -0.00013779
168 1.67 5 -0.0001378
169 1.68 5 -0.00013776
170 1.69 5 -0.00013774
171 1.7 5 -0.00013776
172 1.71 5 -0.00013773
173 1.72 5 -0.00013767
174 1.73 5 -0.00013767
175 1.74 5 -0.00013768
176 1.75 5 -0.00013765
177 1.76 5 -0.0001376
178 1.77 5 -0.00013761
179 1.78 5 -0.00013758
180 1.79 5 -0.00013754
181 1.8 5 -0.00013754
182 1.81 5 -0.00013753
183 1.82 5 -0.0001375
184 1.83 5 -0.00013747
185 1.84 5 -0.00013746
186 1.85 5 -0.00013746
187 1.86 5 -0.00013742
188 1.87 5 -0.00013739
189 1.88 5 -0.00013739
190 1.89 5 -0.00013736
191 1.9 5 -0.00013733
192 1.91 5 -0.00013729
193 1.92 5 -0.00013733
194 1.93 5 -0.00013726
195 1.94 5 -0.00013723
196 1.95 5 -0.00013723
197 1.96 5 -0.00013721
198 1.97 5 -0.00013718
199 1.98 5 -0.00013713
200 1.99 5 -0.00013718
201 2 5 -0.00013713
202 2.01 5 -0.0001371
203 2.02 5 -0.00013707
204 2.03 5 -0.00013707
205 2.04 5 -0.00013702
206 2.05 5 -0.000137
207 2.06 5 -0.000137
208 2.07 5 -0.00013701
209 2.08 5 -0.00013692
210 2.09 5 -0.00013691
211 2.1 5 -0.00013693
212 2.11 5 -0.00013688
213 2.12 5 -0.00013685
214 2.13 5 -0.00013682
215 2.14 5 -0.00013683
216 2.15 5 -0.00013679
217 2.16 5 -0.00013674
218 2.17 5 -0.00013677
219 2.18 5 -0.00013672
220 2.19 5 -0.00013666
221 2.2 5 -0.00013668
222 2.21 5 -0.00013669
223 2.22 5 -0.00013663
224 2.23 5 -0.0001366
225 2.24 5 -0.00013662
226 2.25 5 -0.00013662
227 2.26 5 -0.00013653
228 2.27 5 -0.00013652
229 2.28 5 -0.00013653
230 2.29 5 -0.00013649
231 2.3 5 -0.00013643
232 2.31 5 -0.00013644
233 2.32 5 -0.00013645
234 2.33 5 -0.00013641
235 2.34 5 -0.00013637
236 2.35 5 -0.00013637
237 2.36 5 -0.00013635
238 2.37 5 -0.00013628
239 2.38 5 -0.00013627
240 2.39 5 -0.00013628
241 2.4 5 -0.00013624
242 2.41 5 -0.00013621
243 2.42 5 -0.00013621
244 2.43 5 -0.0001362
245 2.44 5 -0.00013616
246 2.45 5 -0.00013612
247 2.46 5 -0.00013612
248 2.47 5 -0.0001361
249 2.48 5 -0.00013603
250 2.49 5 -0.00013603
251 2.5 5 -0.00013603
252 2.51 5 -0.00013599
253 2.52 5 -0.00013594
254 2.53 5 -0.00013594
255 2.54 5 -0.00013591
256 2.55 5 -0.00013588
257 2.56 5 -0.00013584
258 2.57 5 -0.00013584
259 2.58 5 -0.00013581
260 2.59 5 -0.00013575
261 2.6 5 -0.00013577
262 2.61 5 -0.00013575
263 2.62 5 -0.00013569
264 2.63 5 -0.00013565
265 2.64 5 -0.00013567
266 2.65 5 -0.00013565
267 2.66 5 -0.00013559
268 2.67 5 -0.00013556
269 2.68 5 -0.00013556
270 2.69 5 -0.00013554
271 2.7 5 -0.0001355
272 2.71 5 -0.00013548
273 2.72 5 -0.00013546
274 2.73 5 -0.0001354
275 2.74 5 -0.00013537
276 2.75 5 -0.00013539
277 2.76 5 -0.00013534
278 2.77 5 -0.00013528
279 2.78 5 -0.0001353
280 2.79 5 -0.00013528
281 2.8 5 -0.00013522
282 2.81 5 -0.00013518
283 2.82 5 -0.00013518
284 2.83 5 -0.00013518
285 2.84 5 -0.00013508
286 2.85 5 -0.00013509
287 2.86 5 -0.00013506
288 2.87 5 -0.00013505
289 2.88 5 -0.00013497
290 2.89 5 -0.00013496
291 2.9 5 -0.00013495
292 2.91 5 -0.00013491
293 2.92 5 -0.00013488
294 2.93 5 -0.00013486
295 2.94 5 -0.00013484
296 2.95 5 -0.00013478
297 2.96 5 -0.00013475
298 2.97 5 -0.00013476
299 2.98 5 -0.00013469
300 2.99 5 -0.00013466
301 3 5 -0.00013464
302 3.01 5 -0.00013463
303 3.02 5 -0.00013457
304 3.03 5 -0.00013451
305 3.04 5 -0.00013454
306 3.05 5 -0.00013449
307 3.06 5 -0.00013442
308 3.07 5 -0.00013442
309 3.08 5 -0.00013437
310 3.09 5 -0.00013436
311 3.1 5 -0.0001343
312 3.11 5 -0.0001343
313 3.12 5 -0.00013427
314 3.13 5 -0.00013418
315 3.14 5 -0.00013417
316 3.15 5 -0.00013417
317 3.16 5 -0.00013412
318 3.17 5 -0.00013406
319 3.18 5 -0.00013405
320 3.19 5 -0.00013402
321 3.2 5 -0.00013397
322 3.21 5 -0.00013391
323 3.22 5 -0.00013392
324 3.23 5 -0.00013388
325 3.24 5 -0.00013379
326 3.25 5 -0.00013377
327 3.26 5 -0.00013375
328 3.27 5 -0.00013373
329 3.28 5 -0.00013366
330 3.29 5 -0.00013363
331 3.3 5 -0.00013359
332 3.31 5 -0.00013355
333 3.32 5 -0.00013349
334 3.33 5 -0.00013347
335 3.34 5 -0.00013343
336 3.35 5 -0.00013335
337 3.36 5 -0.00013333
338 3.37 5 -0.0001333
339 3.38 5 -0.00013323
340 3.39 5 -0.00013317
341 3.4 5 -0.00013318
342 3.41 5 -0.00013312
343 3.42 5 -0.00013306
344 3.43 5 -0.00013298
345 3.44 5 -0.000133
346 3.45 5 -0.00013292
347 3.46 5 -0.00013287
348 3.47 5 -0.00013283
349 3.48 5 -0.00013279
350 3.49 5 -0.00013272
351 3.5 5 -0.00013266
352 3.51 5 -0.00013262
353 3.52 5 -0.00013257
354 3.53 5 -0.00013251
355 3.54 5 -0.00013243
356 3.55 5 -0.00013241
357 3.56 5 -0.00013233
358 3.57 5 -0.00013226
359 3.58 5 -0.00013223
360 3.59 5 -0.00013215
361 3.6 5 -0.00013208
362 3.61 5 -0.000132
363 3.62 5 -0.00013197
364 3.63 5 -0.00013187
365 3.64 5 -0.00013179
366 3.65 5 -0.00013176
367 3.66 5 -0.00013169
368 3.67 5 -0.0001316
369 3.68 5 -0.00013148
370 3.69 5 -0.00013144
371 3.7 5 -0.00013137
372 3.71 5 -0.00013124
373 3.72 5 -0.00013116
374 3.73 5 -0.00013112
375 3.74 5 -0.00013096
376 3.75 5 -0.00013088
377 3.76 5 -0.00013081
378 3.77 5 -0.0001307
379 3.78 5 -0.00013058
380 3.79 5 -0.00013045
381 3.8 5 -0.00013036
382 3.81 5 -0.00013026
383 3.82 5 -0.0001301
384 3.83 5 -0.00013
385 3.84 5 -0.00012988
386 3.85 5 -0.00012971
387 3.86 5 -0.00012957
388 3.87 5 -0.00012945
389 3.88 5 -0.00012933
390 3.89 5 -0.00012912
391 3.9 5 -0.00012898
392 3.91 5 -0.00012883
393 3.92 5 -0.00012866
394 3.93 5 -0.00012844
395 3.94 5 -0.00012828
396 3.95 5 -0.0001281
397 3.96 5 -0.00012786
398 3.97 5 -0.00012766
399 3.98 5 -0.00012747
400 3.99 5 -0.00012721
401 4 5 -0.00012697
402 4.01 5 -0.00012673
403 4.02 5 -0.0001265
404 4.03 5 -0.00012622
405 4.04 5 -0.00012592
406 4.05 5 -0.00012565
407 4.06 5 -0.00012537
408 4.07 5 -0.00012504
409 4.08 5 -0.00012471
410 4.09 5 -0.00012435
411 4.1 5 -0.00012401
412 4.11 5 -0.00012362
413 4.12 5 -0.00012327
414 4.13 5 -0.0001229
415 4.14 5 -0.00012243
416 4.15 5 -0.00012199
417 4.16 5 -0.00012158
418 4.17 5 -0.00012115
419 4.18 5 -0.00012062
420 4.19 5 -0.00012012
421 4.2 5 -0.00011966
422 4.21 5 -0.00011911
423 4.22 5 -0.00011853
424 4.23 5 -0.00011802
425 4.24 5 -0.0001174
426 4.25 5 -0.00011676
427 4.26 5 -0.00011614
428 4.27 5 -0.00011554
429 4.28 5 -0.00011487
430 4.29 5 -0.00011416
431 4.3 5 -0.00011342
432 4.31 5 -0.00011273
433 4.32 5 -0.00011195
434 4.33 5 -0.00011115
435 4.34 5 -0.00011043
436 4.35 5 -0.00010952
437 4.36 5 -0.0001087
438 4.37 5 -0.00010784
439 4.38 5 -0.00010694
440 4.39 5 -0.00010605
441 4.4 5 -0.00010502
442 4.41 5 -0.0001041
443 4.42 5 -0.00010315
444 4.43 5 -0.00010211
445 4.44 5 -0.00010107
446 4.45 5 -0.0001
447 4.46 5 -9.8823E-05
448 4.47 5 -9.7746E-05
449 4.48 5 -9.6613E-05
450 4.49 5 -9.5445E-05
451 4.5 5 -9.4201E-05
452 4.51 5 -9.3008E-05
453 4.52 5 -9.1748E-05
454 4.53 5 -9.0493E-05
455 4.54 5 -8.9255E-05
456 4.55 5 -8.783E-05
457 4.56 5 -8.6474E-05
458 4.57 5 -8.5132E-05
459 4.58 5 -8.3756E-05
460 4.59 5 -8.231E-05
461 4.6 5 -8.077E-05
462 4.61 5 -7.9333E-05
463 4.62 5 -7.7811E-05
464 4.63 5 -7.6288E-05
465 4.64 5 -7.478E-05
466 4.65 5 -7.3079E-05
467 4.66 5 -7.1442E-05
468 4.67 5 -6.9843E-05
469 4.68 5 -6.8221E-05
470 4.69 5 -6.6519E-05
471 4.7 5 -6.4671E-05
472 4.71 5 -6.2971E-05
473 4.72 5 -6.1201E-05
474 4.73 5 -5.9387E-05
475 4.74 5 -5.7611E-05
476 4.75 5 -5.5633E-05
477 4.76 5 -5.3724E-05
478 4.77 5 -5.1821E-05
479 4.78 5 -4.9934E-05
480 4.79 5 -4.7964E-05
481 4.8 5 -4.5809E-05
482 4.81 5 -4.3829E-05
483 4.82 5 -4.181E-05
484 4.83 5 -3.9702E-05
485 4.84 5 -3.7627E-05
486 4.85 5 -3.5535E-05
487 4.86 5 -3.3182E-05
488 4.87 5 -3.0999E-05
489 4.88 5 -2.8833E-05
490 4.89 5 -2.6601E-05
491 4.9 5 -2.4314E-05
492 4.91 5 -2.1875E-05
493 4.92 5 -1.9589E-05
494 4.93 5 -1.7219E-05
495 4.94 5 -1.4847E-05
496 4.95 5 -1.2482E-05
497 4.96 5 -9.8167E-06
498 4.97 5 -7.4101E-06
499 4.98 5 -4.9065E-06
500 4.99 5 -2.398E-06
501 5 5 1.497E-07
502 0 5.5 -0.00010903
503 0.01 5.5 -0.00010903
504 0.02 5.5 -0.00010905
505 0.03 5.5 -0.000109
506 0.04 5.5 -0.00010901
507 0.05 5.5 -0.00010903
508 0.06 5.5 -0.00010897
509 0.07 5.5 -0.00010894
510 0.08 5.5 -0.00010897
511 0.09 5.5 -0.00010895
512 0.1 5.5 -0.00010891
513 0.11 5.5 -0.0001089
514 0.12 5.5 -0.00010891
515 0.13 5.5 -0.00010889
516 0.14 5.5 -0.00010885
517 0.15 5.5 -0.00010886
518 0.16 5.5 -0.00010887
519 0.17 5.5 -0.00010885
520 0.18 5.5 -0.00010881
521 0.19 5.5 -0.0001088
522 0.2 5.5 -0.00010882
523 0.21 5.5 -0.00010879
524 0.22 5.5 -0.00010876
525 0.23 5.5 -0.0001088
526 0.24 5.5 -0.00010877
527 0.25 5.5 -0.00010872
528 0.26 5.5 -0.00010873
529 0.27 5.5 -0.00010875
530 0.28 5.5 -0.00010869
531 0.29 5.5 -0.00010867
532 0.3 5.5 -0.00010871
533 0.31 5.5 -0.00010868
534 0.32 5.5 -0.00010864
535 0.33 5.5 -0.00010864
536 0.34 5.5 -0.00010866
537 0.35 5.5 -0.00010861
538 0.36 5.5 -0.0001086
539 0.37 5.5 -0.0001086
540 0.38 5.5 -0.0001086
541 0.39 5.5 -0.00010854
542 0.4 5.5 -0.00010855
543 0.41 5.5 -0.00010855
544 0.42 5.5 -0.00010852
545 0.43 5.5 -0.00010849
546 0.44 5.5 -0.0001085
547 0.45 5.5 -0.00010851
548 0.46 5.5 -0.00010846
549 0.47 5.5 -0.00010843
550 0.48 5.5 -0.00010847
551 0.49 5.5 -0.00010845
552 0.5 5.5 -0.00010843
553 0.51 5.5 -0.00010839
554 0.52 5.5 -0.00010843
555 0.53 5.5 -0.00010837
556 0.54 5.5 -0.00010834
557 0.55 5.5 -0.00010835
558 0.56 5.5 -0.00010836
559 0.57 5.5 -0.00010832
560 0.58 5.5 -0.00010831
561 0.59 5.5 -0.00010833
562 0.6 5.5 -0.0001083
563 0.61 5.5 -0.00010826
564 0.62 5.5 -0.00010827
565 0.63 5.5 -0.00010826
566 0.64 5.5 -0.00010824
567 0.65 5.5 -0.00010819
568 0.66 5.5 -0.00010824
569 0.67 5.5 -0.00010821
570 0.68 5.5 -0.00010814
571 0.69 5.5 -0.00010817
572 0.7 5.5 -0.00010818
573 0.71 5.5 -0.00010813
574 0.72 5.5 -0.00010812
575 0.73 5.5 -0.00010813
576 0.74 5.5 -0.00010812
577 0.75 5.5 -0.00010807
578 0.76 5.5 -0.00010806
579 0.77 5.5 -0.00010808
580 0.78 5.5 -0.00010807
581 0.79 5.5 -0.00010802
582 0.8 5.5 -0.00010803
583 0.81 5.5 -0.00010802
584 0.82 5.5 -0.00010799
585 0.83 5.5 -0.00010796
586 0.84 5.5 -0.00010798
587 0.85 5.5 -0.00010796
588 0.86 5.5 -0.00010791
589 0.87 5.5 -0.00010792
590 0.88 5.5 -0.00010792
591 0.89 5.5 -0.0001079
592 0.9 5.5 -0.00010788
593 0.91 5.5 -0.00010788
594 0.92 5.5 -0.00010787
595 0.93 5.5 -0.00010783
596 0.94 5.5 -0.0001078
597 0.95 5.5 -0.00010784
598 0.96 5.5 -0.00010782
599 0.97 5.5 -0.00010777
600 0.98 5.5 -0.00010777
601 0.99 5.5 -0.00010778
602 1 5.5 -0.00010775
603 1.01 5.5 -0.00010773
604 1.02 5.5 -0.00010775
605 1.03 5.5 -0.00010773
606 1.04 5.5 -0.00010769
607 1.05 5.5 -0.00010766
608 1.06 5.5 -0.00010769
609 1.07 5.5 -0.00010767
610 1.08 5.5 -0.0001076
611 1.09 5.5 -0.00010763
612 1.1 5.5 -0.00010766
613 1.11 5.5 -0.0001076
614 1.12 5.5 -0.00010756
615 1.13 5.5 -0.00010758
616 1.14 5.5 -0.0001076
617 1.15 5.5 -0.00010753
618 1.16 5.5 -0.00010753
619 1.17 5.5 -0.00010755
620 1.18 5.5 -0.00010751
621 1.19 5.5 -0.00010746
622 1.2 5.5 -0.00010749
623 1.21 5.5 -0.00010747
624 1.22 5.5 -0.00010744
625 1.23 5.5 -0.00010743
626 1.24 5.5 -0.00010741
627 1.25 5.5 -0.00010741
628 1.26 5.5 -0.00010735
629 1.27 5.5 -0.00010737
630 1.28 5.5 -0.0001074
631 1.29 5.5 -0.00010735
632 1.3 5.5 -0.0001073
633 1.31 5.5 -0.00010734
634 1.32 5.5 -0.00010731
635 1.33 5.5 -0.00010729
636 1.34 5.5 -0.00010724
637 1.35 5.5 -0.00010729
638 1.36 5.5 -0.00010725
639 1.37 5.5 -0.0001072
640 1.38 5.5 -0.00010723
641 1.39 5.5 -0.00010724
642 1.4 5.5 -0.0001072
643 1.41 5.5 -0.00010716
644 1.42 5.5 -0.00010717
645 1.43 5.5 -0.00010717
646 1.44 5.5 -0.00010712
647 1.45 5.5 -0.00010711
648 1.46 5.5 -0.00010713
649 1.47 5.5 -0.00010711
650 1.48 5.5 -0.00010707
651 1.49 5.5 -0.00010706
652 1.5 5.5 -0.00010707
653 1.51 5.5 -0.00010703
654 1.52 5.5 -0.00010701
655 1.53 5.5 -0.00010702
656 1.54 5.5 -0.000107
657 1.55 5.5 -0.00010696
658 1.56 5.5 -0.00010695
659 1.57 5.5 -0.00010696
660 1.58 5.5 -0.00010694
661 1.59 5.5 -0.00010689
662 1.6 5.5 -0.00010693
663 1.61 5.5 -0.00010688
664 1.62 5.5 -0.00010684
665 1.63 5.5 -0.00010683
666 1.64 5.5 -0.00010685
667 1.65 5.5 -0.00010679
668 1.66 5.5 -0.00010677
669 1.67 5.5 -0.00010679
670 1.68 5.5 -0.00010677
671 1.69 5.5 -0.00010675
672 1.7 5.5 -0.00010673
673 1.71 5.5 -0.0001067
674 1.72 5.5 -0.00010671
675 1.73 5.5 -0.00010669
676 1.74 5.5 -0.00010666
677 1.75 5.5 -0.00010668
678 1.76 5.5 -0.00010664
679 1.77 5.5 -0.00010663
680 1.78 5.5 -0.00010663
681 1.79 5.5 -0.0001066
682 1.8 5.5 -0.00010657
683 1.81 5.5 -0.00010656
684 1.82 5.5 -0.00010657
685 1.83 5.5 -0.00010655
686 1.84 5.5 -0.0001065
687 1.85 5.5 -0.0001065
688 1.86 5.5 -0.00010652
689 1.87 5.5 -0.00010646
690 1.88 5.5 -0.00010645
691 1.89 5.5 -0.00010645
692 1.9 5.5 -0.00010643
693 1.91 5.5 -0.00010639
694 1.92 5.5 -0.0001064
695 1.93 5.5 -0.0001064
696 1.94 5.5 -0.00010636
697 1.95 5.5 -0.00010632
698 1.96 5.5 -0.00010633
699 1.97 5.5 -0.00010635
700 1.98 5.5 -0.00010628
701 1.99 5.5 -0.00010628
702 2 5.5 -0.0001063
703 2.01 5.5 -0.00010625
704 2.02 5.5 -0.00010622
705 2.03 5.5 -0.00010622
706 2.04 5.5 -0.00010621
707 2.05 5.5 -0.00010618
708 2.06 5.5 -0.00010616
709 2.07 5.5 -0.00010617
710 2.08 5.5 -0.00010614
711 2.09 5.5 -0.00010611
712 2.1 5.5 -0.0001061
713 2.11 5.5 -0.0001061
714 2.12 5.5 -0.00010606
715 2.13 5.5 -0.00010603
716 2.14 5.5 -0.00010604
717 2.15 5.5 -0.00010604
718 2.16 5.5 -0.00010598
719 2.17 5.5 -0.00010597
720 2.18 5.5 -0.00010598
721 2.19 5.5 -0.00010598
722 2.2 5.5 -0.00010591
723 2.21 5.5 -0.00010594
724 2.22 5.5 -0.00010594
725 2.23 5.5 -0.00010588
726 2.24 5.5 -0.00010583
727 2.25 5.5 -0.00010586
728 2.26 5.5 -0.00010585
729 2.27 5.5 -0.0001058
730 2.28 5.5 -0.00010581
731 2.29 5.5 -0.0001058
732 2.3 5.5 -0.00010578
733 2.31 5.5 -0.00010574
734 2.32 5.5 -0.00010575
735 2.33 5.5 -0.00010576
736 2.34 5.5 -0.00010568
737 2.35 5.5 -0.00010567
738 2.36 5.5 -0.00010568
739 2.37 5.5 -0.00010566
740 2.38 5.5 -0.00010562
741 2.39 5.5 -0.00010561
742 2.4 5.5 -0.0001056
743 2.41 5.5 -0.00010558
744 2.42 5.5 -0.00010553
745 2.43 5.5 -0.00010556
746 2.44 5.5 -0.00010556
747 2.45 5.5 -0.00010549
748 2.46 5.5 -0.00010548
749 2.47 5.5 -0.00010547
750 2.48 5.5 -0.00010545
751 2.49 5.5 -0.00010542
752 2.5 5.5 -0.00010542
753 2.51 5.5 -0.0001054
754 2.52 5.5 -0.00010537
755 2.53 5.5 -0.00010532
756 2.54 5.5 -0.00010534
757 2.55 5.5 -0.00010534
758 2.56 5.5 -0.00010528
759 2.57 5.5 -0.00010528
760 2.58 5.5 -0.00010528
761 2.59 5.5 -0.00010525
762 2.6 5.5 -0.0001052
763 2.61 5.5 -0.00010521
764 2.62 5.5 -0.00010519
765 2.63 5.5 -0.00010514
766 2.64 5.5 -0.00010513
767 2.65 5.5 -0.00010513
768 2.66 5.5 -0.00010511
769 2.67 5.5 -0.00010507
770 2.68 5.5 -0.00010504
771 2.69 5.5 -0.00010508
772 2.7 5.5 -0.00010502
773 2.71 5.5 -0.00010498
774 2.72 5.5 -0.00010499
775 2.73 5.5 -0.00010498
776 2.74 5.5 -0.00010493
777 2.75 5.5 -0.0001049
778 2.76 5.5 -0.00010491
779 2.77 5.5 -0.00010489
780 2.78 5.5 -0.00010484
781 2.79 5.5 -0.00010485
782 2.8 5.5 -0.00010484
783 2.81 5.5 -0.00010479
784 2.82 5.5 -0.00010476
785 2.83 5.5 -0.00010477
786 2.84 5.5 -0.00010474
787 2.85 5.5 -0.0001047
788 2.86 5.5 -0.00010468
789 2.87 5.5 -0.00010468
790 2.88 5.5 -0.00010463
791 2.89 5.5 -0.00010459
792 2.9 5.5 -0.00010458
793 2.91 5.5 -0.0001046
794 2.92 5.5 -0.00010452
795 2.93 5.5 -0.0001045
796 2.94 5.5 -0.00010451
797 2.95 5.5 -0.00010449
798 2.96 5.5 -0.00010445
799 2.97 5.5 -0.00010445
800 2.98 5.5 -0.00010443
801 2.99 5.5 -0.00010441
802 3 5.5 -0.00010436
803 3.01 5.5 -0.00010436
804 3.02 5.5 -0.00010437
805 3.03 5.5 -0.00010429
806 3.04 5.5 -0.00010429
807 3.05 5.5 -0.00010429
808 3.06 5.5 -0.00010423
809 3.07 5.5 -0.0001042
810 3.08 5.5 -0.00010419
811 3.09 5.5 -0.00010419
812 3.1 5.5 -0.00010413
813 3.11 5.5 -0.00010409
814 3.12 5.5 -0.00010411
815 3.13 5.5 -0.00010409
816 3.14 5.5 -0.00010402
817 3.15 5.5 -0.00010402
818 3.16 5.5 -0.00010402
819 3.17 5.5 -0.00010395
820 3.18 5.5 -0.00010389
821 3.19 5.5 -0.00010389
822 3.2 5.5 -0.00010391
823 3.21 5.5 -0.00010385
824 3.22 5.5 -0.00010383
825 3.23 5.5 -0.00010382
826 3.24 5.5 -0.0001038
827 3.25 5.5 -0.00010372
828 3.26 5.5 -0.00010372
829 3.27 5.5 -0.00010372
830 3.28 5.5 -0.00010368
831 3.29 5.5 -0.00010361
832 3.3 5.5 -0.00010361
833 3.31 5.5 -0.0001036
834 3.32 5.5 -0.00010353
835 3.33 5.5 -0.00010351
836 3.34 5.5 -0.00010352
837 3.35 5.5 -0.00010346
838 3.36 5.5 -0.00010342
839 3.37 5.5 -0.00010342
840 3.38 5.5 -0.00010337
841 3.39 5.5 -0.00010333
842 3.4 5.5 -0.00010328
843 3.41 5.5 -0.00010326
844 3.42 5.5 -0.00010325
845 3.43 5.5 -0.00010317
846 3.44 5.5 -0.00010316
847 3.45 5.5 -0.00010314
848 3.46 5.5 -0.00010308
849 3.47 5.5 -0.00010305
850 3.48 5.5 -0.00010303
851 3.49 5.5 -0.000103
852 3.5 5.5 -0.00010294
853 3.51 5.5 -0.00010291
854 3.52 5.5 -0.00010291
855 3.53 5.5 -0.00010285
856 3.54 5.5 -0.00010279
857 3.55 5.5 -0.00010277
858 3.56 5.5 -0.00010273
859 3.57 5.5 -0.00010269
860 3.58 5.5 -0.00010262
861 3.59 5.5 -0.00010259
862 3.6 5.5 -0.00010258
863 3.61 5.5 -0.00010251
864 3.62 5.5 -0.00010246
865 3.63 5.5 -0.00010246
866 3.64 5.5 -0.00010238
867 3.65 5.5 -0.00010232
868 3.66 5.5 -0.0001023
869 3.67 5.5 -0.00010226
870 3.68 5.5 -0.00010218
871 3.69 5.5 -0.00010213
872 3.7 5.5 -0.00010209
