
VD= 5 to 10 in 0.01 step
VG= 5 to 10 in 1 step
NO. VD ID ISUB
 V A A
604 6.02 4.9829E-09 -1.6595E-08
605 6.03 2.1509E-09 -1.6802E-08
606 6.04 3.3501E-09 -1.777E-08
607 6.05 4.4592E-09 -1.6547E-08
608 6.06 1.517E-09 -1.6646E-08
609 6.07 2.7191E-09 -1.7186E-08
610 6.08 3.8993E-09 -1.6956E-08
611 6.09 4.9423E-09 -1.654E-08
612 6.1 2.0956E-09 -1.6808E-08
613 6.11 3.3112E-09 -1.7785E-08
614 6.12 4.425E-09 -1.6624E-08
615 6.13 5.3786E-09 -1.6623E-08
616 6.14 2.6763E-09 -1.7113E-08
617 6.15 3.8489E-09 -1.7065E-08
618 6.16 4.8979E-09 -1.6602E-08
619 6.17 2.0339E-09 -1.6751E-08
620 6.18 3.2398E-09 -1.7751E-08
621 6.19 4.3727E-09 -1.6658E-08
622 6.2 5.3434E-09 -1.6604E-08
623 6.21 2.6169E-09 -1.71E-08
624 6.22 3.7929E-09 -1.7258E-08
625 6.23 4.8486E-09 -1.658E-08
626 6.24 1.9738E-09 -1.6723E-08
627 6.25 3.1791E-09 -1.7671E-08
628 6.26 4.3064E-09 -1.6741E-08
629 6.27 5.2984E-09 -1.6661E-08
630 6.28 2.5565E-09 -1.7048E-08
631 6.29 3.7362E-09 -1.7383E-08
632 6.3 4.7994E-09 -1.6597E-08
633 6.31 1.9144E-09 -1.6733E-08
634 6.32 3.1334E-09 -1.7693E-08
635 6.33 4.2604E-09 -1.6789E-08
636 6.34 5.2448E-09 -1.6613E-08
637 6.35 2.4878E-09 -1.6991E-08
638 6.36 3.6714E-09 -1.7456E-08
639 6.37 4.7417E-09 -1.6633E-08
640 6.38 1.8367E-09 -1.6749E-08
641 6.39 3.0446E-09 -1.7599E-08
642 6.4 4.1835E-09 -1.6858E-08
643 6.41 5.1821E-09 -1.6601E-08
644 6.42 2.4132E-09 -1.6929E-08
645 6.43 3.6002E-09 -1.7597E-08
646 6.44 4.6774E-09 -1.6594E-08
647 6.45 1.7569E-09 -1.6682E-08
648 6.46 2.9805E-09 -1.7482E-08
649 6.47 4.1245E-09 -1.6815E-08
650 6.48 5.1312E-09 -1.6586E-08
651 6.49 2.3308E-09 -1.6889E-08
652 6.5 3.5177E-09 -1.7663E-08
653 6.51 4.6044E-09 -1.6655E-08
654 6.52 1.6698E-09 -1.6678E-08
655 6.53 2.8801E-09 -1.7386E-08
656 6.54 4.0335E-09 -1.6802E-08
657 6.55 5.0636E-09 -1.6567E-08
658 6.56 2.24E-09 -1.683E-08
659 6.57 3.4335E-09 -1.7726E-08
660 6.58 4.5352E-09 -1.6613E-08
661 6.59 1.584E-09 -1.663E-08
662 6.6 2.7957E-09 -1.7266E-08
663 6.61 3.9661E-09 -1.6844E-08
664 6.62 4.9935E-09 -1.659E-08
665 6.63 2.1701E-09 -1.6761E-08
666 6.64 3.3666E-09 -1.7738E-08
667 6.65 4.4698E-09 -1.6555E-08
668 6.66 1.512E-09 -1.6644E-08
669 6.67 2.7226E-09 -1.7168E-08
670 6.68 3.8855E-09 -1.6996E-08
671 6.69 4.9261E-09 -1.661E-08
672 6.7 2.0718E-09 -1.6731E-08
673 6.71 3.2696E-09 -1.7786E-08
674 6.72 4.3837E-09 -1.664E-08
675 6.73 5.3576E-09 -1.6634E-08
676 6.74 2.6387E-09 -1.7117E-08
677 6.75 3.8088E-09 -1.7229E-08
678 6.76 4.8592E-09 -1.6573E-08
679 6.77 1.9828E-09 -1.6781E-08
680 6.78 3.1879E-09 -1.774E-08
681 6.79 4.3133E-09 -1.6678E-08
682 6.8 5.2948E-09 -1.6668E-08
683 6.81 2.5551E-09 -1.7075E-08
684 6.82 3.7314E-09 -1.7416E-08
685 6.83 4.7924E-09 -1.6611E-08
686 6.84 1.8989E-09 -1.6764E-08
687 6.85 3.117E-09 -1.7646E-08
688 6.86 4.2466E-09 -1.6819E-08
689 6.87 5.2333E-09 -1.6649E-08
690 6.88 2.4707E-09 -1.7023E-08
691 6.89 3.6515E-09 -1.7511E-08
692 6.9 4.7239E-09 -1.6616E-08
693 6.91 1.8277E-09 -1.6707E-08
694 6.92 3.0156E-09 -1.7518E-08
695 6.93 4.1682E-09 -1.6875E-08
696 6.94 5.1649E-09 -1.6598E-08
697 6.95 2.3793E-09 -1.6895E-08
698 6.96 3.565E-09 -1.7618E-08
699 6.97 4.6482E-09 -1.6612E-08
700 6.98 1.737E-09 -1.6637E-08
701 6.99 2.9417E-09 -1.7482E-08
702 7 4.091E-09 -1.6144E-08
703 7.01 1.0746E-09 -1.655E-08
704 7.02 2.297E-09 -1.6903E-08
705 7.03 3.4845E-09 -1.7672E-08
706 7.04 4.572E-09 -1.6627E-08
707 7.05 1.6349E-09 -1.6666E-08
708 7.06 2.8642E-09 -1.7383E-08
709 7.07 4.0143E-09 -1.6806E-08
710 7.08 5.0336E-09 -1.656E-08
711 7.09 2.209E-09 -1.6838E-08
712 7.1 3.4026E-09 -1.7767E-08
713 7.11 4.5068E-09 -1.6457E-08
714 7.12 5.4626E-09 -1.6703E-08
715 7.13 2.7784E-09 -1.7295E-08
716 7.14 3.9277E-09 -1.6867E-08
717 7.15 4.9717E-09 -1.6587E-08
718 7.16 2.1313E-09 -1.679E-08
719 7.17 3.3302E-09 -1.777E-08
720 7.18 4.4407E-09 -1.6542E-08
721 7.19 5.4061E-09 -1.6624E-08
722 7.2 2.7036E-09 -1.7226E-08
723 7.21 3.8696E-09 -1.703E-08
724 7.22 4.9129E-09 -1.6595E-08
725 7.23 2.0723E-09 -1.6771E-08
726 7.24 3.2716E-09 -1.7797E-08
727 7.25 4.3877E-09 -1.6622E-08
728 7.26 5.3538E-09 -1.6648E-08
729 7.27 2.6351E-09 -1.7142E-08
730 7.28 3.8076E-09 -1.7186E-08
731 7.29 4.8737E-09 -1.6574E-08
732 7.3 1.9876E-09 -1.67E-08
733 7.31 3.2059E-09 -1.7777E-08
734 7.32 4.3295E-09 -1.6683E-08
735 7.33 5.3057E-09 -1.6629E-08
736 7.34 2.5663E-09 -1.707E-08
737 7.35 3.7404E-09 -1.7384E-08
738 7.36 4.8048E-09 -1.6576E-08
739 7.37 1.9348E-09 -1.6728E-08
740 7.38 3.1368E-09 -1.7663E-08
741 7.39 4.2682E-09 -1.6802E-08
742 7.4 5.2504E-09 -1.6613E-08
743 7.41 2.5127E-09 -1.6982E-08
744 7.42 3.6821E-09 -1.7459E-08
745 7.43 4.7608E-09 -1.6619E-08
746 7.44 1.8544E-09 -1.6681E-08
747 7.45 3.061E-09 -1.7594E-08
748 7.46 4.209E-09 -1.6856E-08
749 7.47 5.205E-09 -1.6632E-08
750 7.48 2.438E-09 -1.6965E-08
751 7.49 3.6365E-09 -1.7516E-08
752 7.5 4.709E-09 -1.6632E-08
753 7.51 1.7881E-09 -1.6676E-08
754 7.52 3.0113E-09 -1.7541E-08
755 7.53 4.1533E-09 -1.685E-08
756 7.54 5.1569E-09 -1.6571E-08
757 7.55 2.3752E-09 -1.6975E-08
758 7.56 3.562E-09 -1.7584E-08
759 7.57 4.6472E-09 -1.6641E-08
760 7.58 1.7241E-09 -1.6694E-08
761 7.59 2.9488E-09 -1.7529E-08
762 7.6 4.0989E-09 -1.6824E-08
763 7.61 5.1095E-09 -1.6597E-08
764 7.62 2.3102E-09 -1.6903E-08
765 7.63 3.4996E-09 -1.7679E-08
766 7.64 4.5933E-09 -1.6637E-08
767 7.65 1.6771E-09 -1.6678E-08
768 7.66 2.8881E-09 -1.7453E-08
769 7.67 4.0397E-09 -1.6796E-08
770 7.68 5.0582E-09 -1.6564E-08
771 7.69 2.2387E-09 -1.6825E-08
772 7.7 3.4477E-09 -1.777E-08
773 7.71 4.5483E-09 -1.6414E-08
774 7.72 5.4768E-09 -1.6658E-08
775 7.73 2.814E-09 -1.7323E-08
776 7.74 3.9721E-09 -1.6824E-08
777 7.75 4.9981E-09 -1.6576E-08
778 7.76 2.1663E-09 -1.6759E-08
779 7.77 3.3798E-09 -1.7843E-08
780 7.78 4.4886E-09 -1.662E-08
781 7.79 1.5306E-09 -1.6659E-08
782 7.8 2.7395E-09 -1.7282E-08
783 7.81 3.9087E-09 -1.7051E-08
784 7.82 4.9617E-09 -1.6696E-08
785 7.83 2.0968E-09 -1.7012E-08
786 7.84 3.3128E-09 -1.8265E-08
787 7.85 4.4302E-09 -1.7127E-08
788 7.86 5.4078E-09 -1.7153E-08
789 7.87 2.68E-09 -1.7719E-08
790 7.88 3.852E-09 -1.7763E-08
791 7.89 4.9032E-09 -1.7166E-08
792 7.9 2.0474E-09 -1.7329E-08
793 7.91 3.2345E-09 -1.842E-08
794 7.92 4.3722E-09 -1.7275E-08
795 7.93 5.3422E-09 -1.7233E-08
796 7.94 2.5957E-09 -1.7698E-08
797 7.95 3.7789E-09 -1.7988E-08
798 7.96 4.8367E-09 -1.7176E-08
799 7.97 1.9549E-09 -1.7285E-08
800 7.98 3.1651E-09 -1.8307E-08
801 7.99 4.2941E-09 -1.7396E-08
802 8 5.2806E-09 -1.7148E-08
803 8.01 2.5144E-09 -1.7576E-08
804 8.02 3.7001E-09 -1.8101E-08
805 8.03 4.7689E-09 -1.6769E-08
806 8.04 5.6837E-09 -1.7214E-08
807 8.05 3.0784E-09 -1.8177E-08
808 8.06 4.2205E-09 -1.7416E-08
809 8.07 5.2147E-09 -1.7085E-08
810 8.08 2.4298E-09 -1.7452E-08
811 8.09 3.6168E-09 -1.8135E-08
812 8.1 4.6952E-09 -1.706E-08
813 8.11 1.7641E-09 -1.7124E-08
814 8.12 2.9907E-09 -1.8039E-08
815 8.13 4.1341E-09 -1.7315E-08
816 8.14 5.1469E-09 -1.7025E-08
817 8.15 2.3426E-09 -1.7391E-08
818 8.16 3.5301E-09 -1.8135E-08
819 8.17 4.6281E-09 -1.6924E-08
820 8.18 5.5724E-09 -1.7125E-08
821 8.19 2.8967E-09 -1.7891E-08
822 8.2 4.0623E-09 -1.7338E-08
823 8.21 5.0795E-09 -1.7037E-08
824 8.22 2.2507E-09 -1.7308E-08
825 8.23 3.4485E-09 -1.8316E-08
826 8.24 4.5594E-09 -1.7047E-08
827 8.25 5.5021E-09 -1.7188E-08
828 8.26 2.8123E-09 -1.787E-08
829 8.27 3.9709E-09 -1.7366E-08
830 8.28 5.0116E-09 -1.7168E-08
831 8.29 2.1481E-09 -1.7315E-08
832 8.3 3.3516E-09 -1.8336E-08
833 8.31 4.4571E-09 -1.7142E-08
834 8.32 5.413E-09 -1.7168E-08
835 8.33 2.708E-09 -1.7738E-08
836 8.34 3.8747E-09 -1.7597E-08
837 8.35 4.9274E-09 -1.7069E-08
838 8.36 2.0399E-09 -1.7279E-08
839 8.37 3.2432E-09 -1.8307E-08
840 8.38 4.3733E-09 -1.7215E-08
841 8.39 5.3426E-09 -1.7161E-08
842 8.4 2.5926E-09 -1.7599E-08
843 8.41 3.769E-09 -1.7931E-08
844 8.42 4.8219E-09 -1.7086E-08
845 8.43 1.9182E-09 -1.7211E-08
846 8.44 3.1213E-09 -1.8205E-08
847 8.45 4.2627E-09 -1.7389E-08
848 8.46 5.2485E-09 -1.6996E-08
849 8.47 2.4688E-09 -1.7392E-08
850 8.48 3.6448E-09 -1.7986E-08
851 8.49 4.712E-09 -1.6682E-08
852 8.5 5.6375E-09 -1.7003E-08
853 8.51 2.9883E-09 -1.7886E-08
854 8.52 4.1249E-09 -1.7244E-08
855 8.53 5.1427E-09 -1.686E-08
856 8.54 2.3319E-09 -1.7205E-08
857 8.55 3.5185E-09 -1.8055E-08
858 8.56 4.6014E-09 -1.6899E-08
859 8.57 1.6527E-09 -1.695E-08
860 8.58 2.8594E-09 -1.7696E-08
861 8.59 4.0193E-09 -1.7179E-08
862 8.6 5.0377E-09 -1.689E-08
863 8.61 2.1945E-09 -1.7165E-08
864 8.62 3.3893E-09 -1.8183E-08
865 8.63 4.4903E-09 -1.7E-08
866 8.64 5.4372E-09 -1.7106E-08
867 8.65 2.7414E-09 -1.7747E-08
868 8.66 3.8991E-09 -1.7546E-08
869 8.67 4.9534E-09 -1.7147E-08
870 8.68 2.0661E-09 -1.7336E-08
871 8.69 3.2739E-09 -1.8418E-08
872 8.7 4.3893E-09 -1.73E-08
873 8.71 5.3504E-09 -1.7221E-08
874 8.72 2.5874E-09 -1.7693E-08
875 8.73 3.7706E-09 -1.7973E-08
876 8.74 4.824E-09 -1.7185E-08
877 8.75 1.9133E-09 -1.7298E-08
878 8.76 3.1196E-09 -1.8279E-08
879 8.77 4.2559E-09 -1.7426E-08
880 8.78 5.2408E-09 -1.7175E-08
881 8.79 2.4549E-09 -1.7583E-08
882 8.8 3.6284E-09 -1.8236E-08
883 8.81 4.7014E-09 -1.6884E-08
884 8.82 5.6118E-09 -1.7231E-08
885 8.83 2.9647E-09 -1.8061E-08
886 8.84 4.1003E-09 -1.7397E-08
887 8.85 5.1046E-09 -1.7208E-08
888 8.86 2.2846E-09 -1.7447E-08
889 8.87 3.4716E-09 -1.837E-08
890 8.88 4.5713E-09 -1.7089E-08
891 8.89 5.5067E-09 -1.7217E-08
892 8.9 2.8132E-09 -1.7885E-08
893 8.91 3.9623E-09 -1.7528E-08
894 8.92 4.9836E-09 -1.7159E-08
895 8.93 2.1197E-09 -1.7367E-08
896 8.94 3.3104E-09 -1.841E-08
897 8.95 4.4265E-09 -1.7246E-08
898 8.96 5.3834E-09 -1.7233E-08
899 8.97 2.6447E-09 -1.7737E-08
900 8.98 3.8081E-09 -1.7925E-08
901 8.99 4.8513E-09 -1.7191E-08
902 9 1.948E-09 -1.7329E-08
903 9.01 3.1398E-09 -1.8393E-08
904 9.02 4.2729E-09 -1.7484E-08
905 9.03 5.2534E-09 -1.7285E-08
906 9.04 2.4619E-09 -1.7629E-08
907 9.05 3.6366E-09 -1.8271E-08
908 9.06 4.7048E-09 -1.7022E-08
909 9.07 5.6161E-09 -1.7355E-08
910 9.08 2.9619E-09 -1.817E-08
911 9.09 4.0984E-09 -1.751E-08
912 9.1 5.111E-09 -1.7304E-08
913 9.11 2.2809E-09 -1.7513E-08
914 9.12 3.4556E-09 -1.8505E-08
915 9.13 4.548E-09 -1.7102E-08
916 9.14 5.4916E-09 -1.7337E-08
917 9.15 2.7848E-09 -1.7944E-08
918 9.16 3.9365E-09 -1.7552E-08
919 9.17 4.9607E-09 -1.7222E-08
920 9.18 2.0779E-09 -1.7443E-08
921 9.19 3.2666E-09 -1.8492E-08
922 9.2 4.3721E-09 -1.7354E-08
923 9.21 5.3431E-09 -1.7267E-08
924 9.22 2.5808E-09 -1.7683E-08
925 9.23 3.7466E-09 -1.8072E-08
926 9.24 4.7961E-09 -1.6829E-08
927 9.25 5.6905E-09 -1.7358E-08
928 9.26 3.0599E-09 -1.827E-08
929 9.27 4.1887E-09 -1.7501E-08
930 9.28 5.1774E-09 -1.7159E-08
931 9.29 2.3663E-09 -1.7471E-08
932 9.3 3.5447E-09 -1.8267E-08
933 9.31 4.6155E-09 -1.6999E-08
934 9.32 5.5431E-09 -1.7171E-08
935 9.33 2.847E-09 -1.7923E-08
936 9.34 3.9895E-09 -1.7385E-08
937 9.35 5.0145E-09 -1.7099E-08
938 9.36 2.146E-09 -1.7318E-08
939 9.37 3.3173E-09 -1.8347E-08
940 9.38 4.4318E-09 -1.708E-08
941 9.39 5.3785E-09 -1.7089E-08
942 9.4 2.625E-09 -1.7583E-08
943 9.41 3.7835E-09 -1.7813E-08
944 9.42 4.8408E-09 -1.7054E-08
945 9.43 1.9133E-09 -1.7168E-08
946 9.44 3.0998E-09 -1.8165E-08
947 9.45 4.2319E-09 -1.7388E-08
948 9.46 5.2097E-09 -1.6977E-08
949 9.47 2.4062E-09 -1.7351E-08
950 9.48 3.5912E-09 -1.8075E-08
951 9.49 4.6448E-09 -1.7033E-08
952 9.5 1.6839E-09 -1.7078E-08
953 9.51 2.8755E-09 -1.7821E-08
954 9.52 4.028E-09 -1.7235E-08
955 9.53 5.0379E-09 -1.6908E-08
956 9.54 2.1943E-09 -1.7163E-08
957 9.55 3.376E-09 -1.8238E-08
958 9.56 4.4666E-09 -1.6941E-08
959 9.57 5.4097E-09 -1.7004E-08
960 9.58 2.6694E-09 -1.7601E-08
961 9.59 3.8265E-09 -1.7588E-08
962 9.6 4.8606E-09 -1.6943E-08
963 9.61 1.9642E-09 -1.7128E-08
964 9.62 3.1377E-09 -1.808E-08
965 9.63 4.2676E-09 -1.7242E-08
966 9.64 5.2376E-09 -1.697E-08
967 9.65 2.4386E-09 -1.7374E-08
968 9.66 3.607E-09 -1.7987E-08
969 9.67 4.672E-09 -1.6736E-08
970 9.68 5.5814E-09 -1.7039E-08
971 9.69 2.9224E-09 -1.7828E-08
972 9.7 4.0562E-09 -1.7228E-08
973 9.71 5.0588E-09 -1.6942E-08
974 9.72 2.2037E-09 -1.7235E-08
975 9.73 3.3818E-09 -1.8221E-08
976 9.74 4.4745E-09 -1.6886E-08
977 9.75 1.4897E-09 -1.6948E-08
978 9.76 2.6894E-09 -1.7559E-08
979 9.77 3.8428E-09 -1.7561E-08
980 9.78 4.8746E-09 -1.6887E-08
981 9.79 1.9651E-09 -1.7097E-08
982 9.8 3.1661E-09 -1.8123E-08
983 9.81 4.279E-09 -1.7218E-08
984 9.82 5.2497E-09 -1.6905E-08
985 9.83 2.4378E-09 -1.7365E-08
986 9.84 3.6177E-09 -1.7965E-08
987 9.85 4.6783E-09 -1.6912E-08
988 9.86 1.7263E-09 -1.7022E-08
989 9.87 2.9191E-09 -1.7803E-08
990 9.88 4.0639E-09 -1.7162E-08
991 9.89 5.0531E-09 -1.6924E-08
992 9.9 2.2118E-09 -1.718E-08
993 9.91 3.3937E-09 -1.8141E-08
994 9.92 4.4787E-09 -1.6887E-08
995 9.93 5.43E-09 -1.6981E-08
996 9.94 2.6852E-09 -1.7512E-08
997 9.95 3.8483E-09 -1.7519E-08
998 9.96 4.8767E-09 -1.6909E-08
999 9.97 1.9605E-09 -1.7055E-08
1000 9.98 3.1598E-09 -1.8122E-08
1001 9.99 4.2689E-09 -1.7201E-08
1002 10 5.2415E-09 -1.6918E-08
1003 5 1.0418E-08 -1.78E-08
1004 5.01 5.6989E-08 1.6174E-08
1005 5.02 7.6726E-08 -1.3198E-08
1006 5.03 1.0766E-07 1.7521E-08
1007 5.04 1.2301E-07 -1.7559E-08
1008 5.05 1.4458E-07 1.8286E-08
1009 5.06 1.4442E-07 -1.681E-08
1010 5.07 1.6621E-07 1.1237E-08
1011 5.08 1.5299E-07 -3.748E-09
1012 5.09 1.7174E-07 -1.7222E-08
1013 5.1 1.6898E-07 1.7113E-08
1014 5.11 1.6863E-07 -1.6886E-08
1015 5.12 1.7603E-07 1.7049E-08
1016 5.13 1.6492E-07 -1.6483E-08
1017 5.14 1.8089E-07 9.831E-09
1018 5.15 1.6439E-07 1.7601E-08
1019 5.16 1.7118E-07 -1.7139E-08
1020 5.17 1.7739E-07 1.81E-08
1021 5.18 1.6893E-07 -1.6913E-08
1022 5.19 1.834E-07 1.2373E-08
1023 5.2 1.6589E-07 -6.095E-09
1024 5.21 1.8203E-07 -1.7507E-08
1025 5.22 1.7926E-07 1.8278E-08
1026 5.23 1.7088E-07 -1.8028E-08
1027 5.24 1.8163E-07 1.5874E-08
1028 5.25 1.6589E-07 -1.2382E-08
1029 5.26 1.839E-07 4.388E-09
1030 5.27 1.6767E-07 1.7085E-08
1031 5.28 1.752E-07 -1.6883E-08
1032 5.29 1.8172E-07 1.7117E-08
1033 5.3 1.7138E-07 -1.6897E-08
1034 5.31 1.8527E-07 1.2515E-08
1035 5.32 1.676E-07 -6.158E-09
1036 5.33 1.8378E-07 -1.7099E-08
1037 5.34 1.8108E-07 1.7657E-08
1038 5.35 1.7291E-07 -1.7168E-08
1039 5.36 1.836E-07 1.5565E-08
1040 5.37 1.6853E-07 -9.745E-09
1041 5.38 1.8511E-07 -1.718E-08
1042 5.39 1.7853E-07 1.7018E-08
1043 5.4 1.7564E-07 -1.6994E-08
1044 5.41 1.8299E-07 1.7105E-08
1045 5.42 1.7093E-07 -1.6518E-08
1046 5.43 1.8646E-07 9.054E-09
1047 5.44 1.6948E-07 1.7568E-08
1048 5.45 1.7583E-07 -1.7066E-08
1049 5.46 1.7921E-07 1.6914E-08
1050 5.47 1.7382E-07 -1.705E-08
1051 5.48 1.8504E-07 1.522E-08
1052 5.49 1.6969E-07 -8.83E-09
1053 5.5 1.8635E-07 3.19E-09
1054 5.51 1.7095E-07 1.7584E-08
1055 5.52 1.7684E-07 -1.6953E-08
1056 5.53 1.8208E-07 1.7707E-08
1057 5.54 1.7344E-07 -1.6861E-08
1058 5.55 1.8746E-07 1.346E-08
1059 5.56 1.7001E-07 -6.944E-09
1060 5.57 1.8651E-07 -1.8058E-08
1061 5.58 1.8306E-07 1.8299E-08
1062 5.59 1.7563E-07 -1.7933E-08
1063 5.6 1.8472E-07 1.6976E-08
1064 5.61 1.713E-07 -1.4016E-08
1065 5.62 1.8831E-07 5.906E-09
1066 5.63 1.718E-07 1.8367E-08
1067 5.64 1.7575E-07 -1.7999E-08
1068 5.65 1.843E-07 1.819E-08
1069 5.66 1.7361E-07 -1.6315E-08
1070 5.67 1.8983E-07 1.153E-08
1071 5.68 1.7146E-07 -5.082E-09
1072 5.69 1.8721E-07 -1.7014E-08
1073 5.7 1.8479E-07 1.7446E-08
1074 5.71 1.7601E-07 -1.6955E-08
1075 5.72 1.8734E-07 1.5324E-08
1076 5.73 1.7184E-07 -9.175E-09
1077 5.74 1.8801E-07 -1.8039E-08
1078 5.75 1.847E-07 1.825E-08
1079 5.76 1.768E-07 -1.8086E-08
1080 5.77 1.8677E-07 1.676E-08
1081 5.78 1.724E-07 -1.4069E-08
1082 5.79 1.8939E-07 5.918E-09
1083 5.8 1.7253E-07 1.8322E-08
1084 5.81 1.7805E-07 -1.7273E-08
1085 5.82 1.8343E-07 1.7473E-08
1086 5.83 1.7618E-07 -1.6885E-08
1087 5.84 1.8979E-07 1.2923E-08
1088 5.85 1.7254E-07 -6.483E-09
1089 5.86 1.8892E-07 -1.7196E-08
1090 5.87 1.8617E-07 1.7746E-08
1091 5.88 1.7716E-07 -1.7921E-08
1092 5.89 1.8807E-07 1.5747E-08
1093 5.9 1.7266E-07 -1.1396E-08
1094 5.91 1.8959E-07 -1.7132E-08
1095 5.92 1.8316E-07 1.713E-08
1096 5.93 1.8103E-07 -1.6879E-08
1097 5.94 1.8716E-07 1.7001E-08
1098 5.95 1.7362E-07 -1.4158E-08
1099 5.96 1.9076E-07 6.582E-09
1100 5.97 1.7377E-07 1.8068E-08
1101 5.98 1.7811E-07 -1.8154E-08
1102 5.99 1.8693E-07 1.7514E-08
1103 6 1.7559E-07 -1.6422E-08
1104 6.01 1.9143E-07 1.0521E-08
1105 6.02 1.7405E-07 -4.542E-09
1106 6.03 1.8881E-07 -1.7357E-08
1107 6.04 1.8476E-07 1.7477E-08
1108 6.05 1.8053E-07 -1.7094E-08
1109 6.06 1.8765E-07 1.7152E-08
1110 6.07 1.7497E-07 -1.5077E-08
1111 6.08 1.9146E-07 7.235E-09
1112 6.09 1.7453E-07 1.8346E-08
1113 6.1 1.7917E-07 -1.7841E-08
1114 6.11 1.8732E-07 1.8371E-08
1115 6.12 1.7737E-07 -1.6749E-08
1116 6.13 1.9292E-07 1.1701E-08
1117 6.14 1.7424E-07 -5.38E-09
1118 6.15 1.8997E-07 -1.7142E-08
1119 6.16 1.846E-07 1.7046E-08
1120 6.17 1.8137E-07 -1.6952E-08
1121 6.18 1.8843E-07 1.7183E-08
1122 6.19 1.7589E-07 -1.5184E-08
1123 6.2 1.9218E-07 6.21E-09
1124 6.21 1.7541E-07 1.7814E-08
1125 6.22 1.7931E-07 -1.798E-08
1126 6.23 1.8823E-07 1.7943E-08
1127 6.24 1.7783E-07 -1.6288E-08
1128 6.25 1.9319E-07 1.1328E-08
1129 6.26 1.7531E-07 -4.788E-09
1130 6.27 1.9106E-07 -1.7886E-08
1131 6.28 1.8809E-07 1.8376E-08
1132 6.29 1.8036E-07 -1.7507E-08
1133 6.3 1.9002E-07 1.6448E-08
1134 6.31 1.7557E-07 -1.3781E-08
1135 6.32 1.9279E-07 6.296E-09
1136 6.33 1.7637E-07 1.7344E-08
1137 6.34 1.8304E-07 -1.6852E-08
1138 6.35 1.9025E-07 1.6874E-08
1139 6.36 1.7917E-07 -1.6814E-08
1140 6.37 1.9155E-07 1.4652E-08
1141 6.38 1.7574E-07 -8.189E-09
1142 6.39 1.9231E-07 -1.8032E-08
1143 6.4 1.8804E-07 1.7746E-08
1144 6.41 1.8086E-07 -1.7954E-08
1145 6.42 1.9067E-07 1.6537E-08
1146 6.43 1.7549E-07 -1.3124E-08
1147 6.44 1.9346E-07 6.447E-09
1148 6.45 1.7657E-07 1.7942E-08
1149 6.46 1.8055E-07 -1.8007E-08
1150 6.47 1.8936E-07 1.8362E-08
1151 6.48 1.7929E-07 -1.6702E-08
1152 6.49 1.9433E-07 1.1992E-08
1153 6.5 1.7608E-07 -6.396E-09
1154 6.51 1.9257E-07 -1.7354E-08
1155 6.52 1.8948E-07 1.8068E-08
1156 6.53 1.8107E-07 -1.7385E-08
1157 6.54 1.9199E-07 1.5507E-08
1158 6.55 1.76E-07 -1.2145E-08
1159 6.56 1.9363E-07 4.152E-09
1160 6.57 1.7729E-07 1.7149E-08
1161 6.58 1.8458E-07 -1.6475E-08
1162 6.59 1.8555E-07 1.6913E-08
1163 6.6 1.8073E-07 -1.6849E-08
1164 6.61 1.9236E-07 1.5468E-08
1165 6.62 1.7643E-07 -1.149E-08
1166 6.63 1.9342E-07 -1.7063E-08
1167 6.64 1.8719E-07 1.7082E-08
1168 6.65 1.8508E-07 -1.6814E-08
1169 6.66 1.9114E-07 1.7015E-08
1170 6.67 1.7853E-07 -1.56E-08
1171 6.68 1.943E-07 7.808E-09
1172 6.69 1.7746E-07 1.824E-08
1173 6.7 1.831E-07 -1.7151E-08
1174 6.71 1.8885E-07 1.749E-08
1175 6.72 1.811E-07 -1.6835E-08
1176 6.73 1.9412E-07 1.3715E-08
1177 6.74 1.775E-07 -7.836E-09
1178 6.75 1.9367E-07 -1.8101E-08
1179 6.76 1.8984E-07 1.808E-08
1180 6.77 1.8337E-07 -1.7111E-08
1181 6.78 1.9159E-07 1.7176E-08
1182 6.79 1.7845E-07 -1.5153E-08
1183 6.8 1.9533E-07 7.314E-09
1184 6.81 1.7808E-07 1.8111E-08
1185 6.82 1.8241E-07 -1.8106E-08
1186 6.83 1.9087E-07 1.8245E-08
1187 6.84 1.8054E-07 -1.6276E-08
1188 6.85 1.9618E-07 1.1283E-08
1189 6.86 1.7813E-07 -5.403E-09
1190 6.87 1.9358E-07 -1.7109E-08
1191 6.88 1.8808E-07 1.7006E-08
1192 6.89 1.8569E-07 -1.6873E-08
1193 6.9 1.9257E-07 1.6918E-08
1194 6.91 1.7996E-07 -1.5806E-08
1195 6.92 1.957E-07 6.788E-09
1196 6.93 1.7834E-07 1.8384E-08
1197 6.94 1.8371E-07 -1.7655E-08
1198 6.95 1.8981E-07 1.7575E-08
1199 6.96 1.8174E-07 -1.6861E-08
1200 6.97 1.9555E-07 1.3289E-08
1201 6.98 1.7861E-07 -7.443E-09
1202 6.99 1.9464E-07 -1.8101E-08
1203 7 1.9076E-07 1.7832E-08
1204 7.01 1.8481E-07 -1.7107E-08
1205 7.02 1.9234E-07 1.7299E-08
1206 7.03 1.8082E-07 -1.6442E-08
1207 7.04 1.9622E-07 9.145E-09
1208 7.05 1.7897E-07 1.802E-08
1209 7.06 1.852E-07 -1.7044E-08
1210 7.07 1.9121E-07 1.7682E-08
1211 7.08 1.8318E-07 -1.6857E-08
