
VD= 0 to 5 in 0.05 step
VG= 0 to 5 in 0.5 step
NO. VD VG ID
 V V A
1 0 0 -1.8542E-08
2 0.05 0 1.9437E-08
3 0.1 0 -1.8009E-08
4 0.15 0 1.8295E-08
5 0.2 0 -1.8509E-08
6 0.25 0 1.4617E-08
7 0.3 0 -1.8401E-08
8 0.35 0 1.8534E-08
9 0.4 0 -1.7379E-08
10 0.45 0 1.7566E-08
11 0.5 0 -1.8612E-08
12 0.55 0 1.9285E-08
13 0.6 0 -1.8919E-08
14 0.65 0 1.968E-08
15 0.7 0 -1.8398E-08
16 0.75 0 1.8547E-08
17 0.8 0 -1.7402E-08
18 0.85 0 1.7631E-08
19 0.9 0 -1.8601E-08
20 0.95 0 1.9274E-08
21 1 0 -1.8844E-08
22 1.05 0 1.9621E-08
23 1.1 0 -1.8449E-08
24 1.15 0 1.8527E-08
25 1.2 0 -1.7439E-08
26 1.25 0 1.7624E-08
27 1.3 0 -1.8633E-08
28 1.35 0 1.9269E-08
29 1.4 0 -1.8836E-08
30 1.45 0 1.9684E-08
31 1.5 0 -1.8456E-08
32 1.55 0 1.8511E-08
33 1.6 0 -1.8483E-08
34 1.65 0 1.9158E-08
35 1.7 0 -1.8628E-08
36 1.75 0 1.9291E-08
37 1.8 0 -1.8831E-08
38 1.85 0 1.9637E-08
39 1.9 0 -1.8514E-08
40 1.95 0 1.8531E-08
41 2 0 -1.751E-08
42 2.05 0 1.7641E-08
43 2.1 0 -1.8697E-08
44 2.15 0 1.927E-08
45 2.2 0 -1.8841E-08
46 2.25 0 1.9697E-08
47 2.3 0 -1.8487E-08
48 2.35 0 1.8573E-08
49 2.4 0 -1.7446E-08
50 2.45 0 1.7598E-08
51 2.5 0 -1.8687E-08
52 2.55 0 1.9375E-08
53 2.6 0 -1.8896E-08
54 2.65 0 1.9722E-08
55 2.7 0 -1.8536E-08
56 2.75 0 1.8605E-08
57 2.8 0 -1.7461E-08
58 2.85 0 1.7658E-08
59 2.9 0 -1.8701E-08
60 2.95 0 1.9397E-08
61 3 0 -1.8915E-08
62 3.05 0 1.9715E-08
63 3.1 0 -1.8609E-08
64 3.15 0 1.8623E-08
65 3.2 0 -1.7498E-08
66 3.25 0 1.7633E-08
67 3.3 0 -1.8709E-08
68 3.35 0 1.3604E-08
69 3.4 0 -1.7734E-08
70 3.45 0 1.7906E-08
71 3.5 0 -1.8683E-08
72 3.55 0 1.9428E-08
73 3.6 0 -1.8823E-08
74 3.65 0 1.9746E-08
75 3.7 0 -1.8843E-08
76 3.75 0 1.887E-08
77 3.8 0 -1.8654E-08
78 3.85 0 1.5648E-08
79 3.9 0 -1.8927E-08
80 3.95 0 1.9194E-08
81 4 0 -1.7952E-08
82 4.05 0 1.8134E-08
83 4.1 0 -1.8595E-08
84 4.15 0 1.4112E-08
85 4.2 0 -1.811E-08
86 4.25 0 1.8269E-08
87 4.3 0 -1.8616E-08
88 4.35 0 1.931E-08
89 4.4 0 -1.8741E-08
90 4.45 0 1.9492E-08
91 4.5 0 -1.9014E-08
92 4.55 0 1.9421E-08
93 4.6 0 -1.8074E-08
94 4.65 0 1.8336E-08
95 4.7 0 -1.861E-08
