
VD= 0 to 5 in 0.01 step
NO. VD ID
 V A
1 0 -2.3547E-06
2 0.01 3.2795E-05
3 0.02 6.4869E-05
4 0.03 9.9409E-05
5 0.04 0.00013114
6 0.05 0.00016278
7 0.06 0.00019411
8 0.07 0.00022527
9 0.08 0.0002585
10 0.09 0.00028909
11 0.1 0.00031947
12 0.11 0.00034982
13 0.12 0.00037967
14 0.13 0.00041153
15 0.14 0.00044089
16 0.15 0.00047004
17 0.16 0.00049882
18 0.17 0.00052733
19 0.18 0.00055772
20 0.19 0.00058572
21 0.2 0.00061361
22 0.21 0.00064097
23 0.22 0.00066802
24 0.23 0.00069684
25 0.24 0.00072326
26 0.25 0.00074945
27 0.26 0.00077527
28 0.27 0.0008008
29 0.28 0.00082791
30 0.29 0.00085282
31 0.3 0.00087759
32 0.31 0.00090177
33 0.32 0.00092573
34 0.33 0.00095113
35 0.34 0.00097442
36 0.35 0.00099728
37 0.36 0.00101989
38 0.37 0.00104218
39 0.38 0.00106573
40 0.39 0.00108736
41 0.4 0.00110873
42 0.41 0.00112965
43 0.42 0.0011502
44 0.43 0.0011721
45 0.44 0.0011918
46 0.45 0.0012114
47 0.46 0.0012306
48 0.47 0.0012494
49 0.48 0.0012694
50 0.49 0.0012877
51 0.5 0.0013055
52 0.51 0.0013231
53 0.52 0.0013401
54 0.53 0.0013583
55 0.54 0.0013747
56 0.55 0.0013908
57 0.56 0.0014064
58 0.57 0.001422
59 0.58 0.0014371
60 0.59 0.0014532
61 0.6 0.0014677
62 0.61 0.0014818
63 0.62 0.0014957
64 0.63 0.0015093
65 0.64 0.0015235
66 0.65 0.0015363
67 0.66 0.0015488
68 0.67 0.001561
69 0.68 0.001573
70 0.69 0.0015857
71 0.7 0.0015971
72 0.71 0.001608
73 0.72 0.0016189
74 0.73 0.0016292
75 0.74 0.0016401
76 0.75 0.0016501
77 0.76 0.0016598
78 0.77 0.0016692
79 0.78 0.0016783
80 0.79 0.0016876
81 0.8 0.0016962
82 0.81 0.0017045
83 0.82 0.0017127
84 0.83 0.00172
85 0.84 0.0017283
86 0.85 0.0017357
87 0.86 0.0017427
88 0.87 0.0017497
89 0.88 0.0017564
90 0.89 0.0017632
91 0.9 0.0017694
92 0.91 0.0017756
93 0.92 0.0017813
94 0.93 0.0017869
95 0.94 0.0017926
96 0.95 0.0017977
97 0.96 0.0018029
98 0.97 0.0018075
99 0.98 0.0018124
100 0.99 0.0018172
101 1 0.0018215
102 1.01 0.0018257
103 1.02 0.0018299
104 1.03 0.0018339
105 1.04 0.0018377
106 1.05 0.0018413
107 1.06 0.001845
108 1.07 0.0018484
109 1.08 0.0018514
110 1.09 0.0018548
111 1.1 0.001858
112 1.11 0.0018609
113 1.12 0.0018635
114 1.13 0.0018663
115 1.14 0.0018692
116 1.15 0.0018714
117 1.16 0.0018739
118 1.17 0.0018762
119 1.18 0.0018784
120 1.19 0.0018805
121 1.2 0.0018829
122 1.21 0.0018848
123 1.22 0.0018868
124 1.23 0.001889
125 1.24 0.0018905
126 1.25 0.0018925
127 1.26 0.0018941
128 1.27 0.0018959
129 1.28 0.0018975
130 1.29 0.0018989
131 1.3 0.0019006
132 1.31 0.001902
133 1.32 0.0019034
134 1.33 0.0019047
135 1.34 0.0019062
136 1.35 0.0019073
137 1.36 0.0019086
138 1.37 0.00191
139 1.38 0.0019109
140 1.39 0.0019122
141 1.4 0.0019135
142 1.41 0.0019144
143 1.42 0.0019153
144 1.43 0.0019164
145 1.44 0.0019172
146 1.45 0.0019186
147 1.46 0.0019195
148 1.47 0.0019204
149 1.48 0.0019213
150 1.49 0.0019223
151 1.5 0.0019232
152 1.51 0.0019238
153 1.52 0.0019248
154 1.53 0.0019258
155 1.54 0.0019263
156 1.55 0.0019271
157 1.56 0.0019281
158 1.57 0.0019287
159 1.58 0.0019296
160 1.59 0.00193
161 1.6 0.0019308
162 1.61 0.0019315
163 1.62 0.0019322
164 1.63 0.0019328
165 1.64 0.0019336
166 1.65 0.0019343
167 1.66 0.0019349
168 1.67 0.0019357
169 1.68 0.0019365
170 1.69 0.0019368
171 1.7 0.0019373
172 1.71 0.0019379
173 1.72 0.0019386
174 1.73 0.0019392
175 1.74 0.0019395
176 1.75 0.0019405
177 1.76 0.0019409
178 1.77 0.0019415
179 1.78 0.001942
180 1.79 0.0019427
181 1.8 0.001943
182 1.81 0.0019435
183 1.82 0.0019439
184 1.83 0.0019447
185 1.84 0.001945
186 1.85 0.0019457
187 1.86 0.001946
188 1.87 0.0019465
189 1.88 0.0019468
190 1.89 0.0019475
191 1.9 0.0019479
192 1.91 0.0019483
193 1.92 0.0019488
194 1.93 0.0019493
195 1.94 0.0019499
196 1.95 0.0019501
197 1.96 0.0019506
198 1.97 0.001951
199 1.98 0.0019515
200 1.99 0.0019518
201 2 0.0019521
202 2.01 0.0019525
203 2.02 0.0019528
204 2.03 0.0019534
205 2.04 0.001954
206 2.05 0.0019542
207 2.06 0.0019546
208 2.07 0.001955
209 2.08 0.0019557
210 2.09 0.0019557
211 2.1 0.001956
212 2.11 0.0019566
213 2.12 0.0019568
214 2.13 0.0019571
215 2.14 0.0019576
216 2.15 0.0019581
217 2.16 0.0019582
218 2.17 0.0019588
219 2.18 0.0019591
220 2.19 0.0019596
