
VG= 2.5 to 7.5 in 0.01 step
NO. VG VD ID
 V V A
1 2.5 7.5 -2.668E-08
2 2.51 7.5 -7.197E-09
3 2.52 7.5 4.623E-08
4 2.53 7.5 -3.1709E-08
5 2.54 7.5 8.984E-09
6 2.55 7.5 4.3238E-08
7 2.56 7.5 -2.4168E-08
8 2.57 7.5 -1.0393E-08
9 2.58 7.5 4.5615E-08
10 2.59 7.5 -3.0341E-08
11 2.6 7.5 5.263E-09
12 2.61 7.5 4.5948E-08
13 2.62 7.5 -2.1432E-08
14 2.63 7.5 -1.4446E-08
15 2.64 7.5 4.4019E-08
16 2.65 7.5 -2.962E-08
17 2.66 7.5 4.48E-10
18 2.67 7.5 4.6167E-08
19 2.68 7.5 -2.0271E-08
20 2.69 7.5 -1.7756E-08
21 2.7 7.5 4.0965E-08
22 2.71 7.5 -2.8614E-08
23 2.72 7.5 -3.801E-09
24 2.73 7.5 4.5832E-08
25 2.74 7.5 -1.9259E-08
26 2.75 7.5 -2.0539E-08
27 2.76 7.5 3.8055E-08
28 2.77 7.5 -2.6635E-08
29 2.78 7.5 -7.357E-09
30 2.79 7.5 4.6268E-08
31 2.8 7.5 -3.1626E-08
32 2.81 7.5 8.655E-09
33 2.82 7.5 4.348E-08
34 2.83 7.5 -2.3892E-08
35 2.84 7.5 -1.0706E-08
36 2.85 7.5 4.5728E-08
37 2.86 7.5 -3.0234E-08
38 2.87 7.5 4.795E-09
39 2.88 7.5 4.5999E-08
40 2.89 7.5 -2.1215E-08
41 2.9 7.5 -1.4694E-08
42 2.91 7.5 4.3765E-08
43 2.92 7.5 -2.9594E-08
44 2.93 7.5 2.65E-10
45 2.94 7.5 4.6118E-08
46 2.95 7.5 -2.0169E-08
47 2.96 7.5 -1.794E-08
48 2.97 7.5 4.059E-08
49 2.98 7.5 -2.8303E-08
50 2.99 7.5 -4.208E-09
51 3 7.5 4.5838E-08
52 3.01 7.5 -3.2886E-08
53 3.02 7.5 1.1718E-08
54 3.03 7.5 4.0811E-08
55 3.04 7.5 -2.6268E-08
56 3.05 7.5 -7.578E-09
57 3.06 7.5 4.6499E-08
58 3.07 7.5 -3.15E-08
59 3.08 7.5 8.338E-09
60 3.09 7.5 4.3904E-08
61 3.1 7.5 -2.3609E-08
62 3.11 7.5 -1.0946E-08
63 3.12 7.5 4.5668E-08
64 3.13 7.5 -3.0196E-08
65 3.14 7.5 4.445E-09
66 3.15 7.5 4.6017E-08
67 3.16 7.5 -2.0995E-08
68 3.17 7.5 -1.4912E-08
69 3.18 7.5 4.3344E-08
70 3.19 7.5 -2.9561E-08
71 3.2 7.5 -1.03E-10
72 3.21 7.5 4.6094E-08
73 3.22 7.5 -2.0208E-08
74 3.23 7.5 -1.8326E-08
75 3.24 7.5 4.0333E-08
76 3.25 7.5 -2.8305E-08
77 3.26 7.5 -4.644E-09
78 3.27 7.5 4.5935E-08
