,,,
VG=,1,to,6
NO.,VG,ID,
V,A,,
1,1,-2.448E-09,
2,1.01,1.9439E-08,
3,1.02,-2.0663E-08,
4,1.03,1.4779E-08,
5,1.04,6.171E-09,
6,1.05,-2.0563E-08,
7,1.06,1.8648E-08,
8,1.07,-2.0825E-08,
9,1.08,1.5049E-08,
10,1.09,5.899E-09,
11,1.1,-2.0675E-08,
12,1.11,1.9068E-08,
13,1.12,-1.6894E-08,
14,1.13,-3.647E-09,
15,1.14,2.0534E-08,
16,1.15,-2.0143E-08,
17,1.16,1.9952E-08,
18,1.17,-5.95E-10,
19,1.18,-2.064E-08,
20,1.19,1.5099E-08,
21,1.2,5.95E-09,
22,1.21,-2.0801E-08,
23,1.22,1.9211E-08,
24,1.23,-2.1042E-08,
25,1.24,1.54E-08,
26,1.25,5.635E-09,
27,1.26,-2.0943E-08,
28,1.27,1.9516E-08,
29,1.28,7.67E-10,
30,1.29,-2.0547E-08,
31,1.3,2.1746E-08,
32,1.31,-2.0462E-08,
33,1.32,1.4646E-08,
34,1.33,6.933E-09,
35,1.34,-2.0715E-08,
36,1.35,1.852E-08,
37,1.36,2.538E-09,
38,1.37,-2.0975E-08,
39,1.38,2.1521E-08,
40,1.39,-1.9663E-08,
41,1.4,1.84E-09,
42,1.41,1.8635E-08,
43,1.42,-2.083E-08,
44,1.43,1.7274E-08,
45,1.44,3.917E-09,
46,1.45,-2.1292E-08,
47,1.46,2.069E-08,
48,1.47,-1.8921E-08,
49,1.48,-8.93E-10,
50,1.49,1.9258E-08,
51,1.5,-2.1086E-08,
52,1.51,1.5767E-08,
53,1.52,5.393E-09,
54,1.53,-2.1059E-08,
55,1.54,1.9959E-08,
56,1.55,2.92E-10,
57,1.56,-2.0566E-08,
58,1.57,2.1867E-08,
59,1.58,-2.0852E-08,
60,1.59,1.4978E-08,
61,1.6,6.705E-09,
62,1.61,-2.0721E-08,
63,1.62,1.896E-08,
64,1.63,2.242E-09,
65,1.64,-2.0947E-08,
66,1.65,2.179E-08,
67,1.66,-2.0021E-08,
68,1.67,2.488E-09,
69,1.68,1.8551E-08,
70,1.69,-2.0834E-08,
71,1.7,1.7768E-08,
72,1.71,3.626E-09,
73,1.72,-2.1306E-08,
74,1.73,2.0994E-08,
75,1.74,-1.9271E-08,
76,1.75,-1.97E-10,
77,1.76,1.9321E-08,
78,1.77,-2.0956E-08,
79,1.78,1.6162E-08,
80,1.79,5.251E-09,
81,1.8,-2.1114E-08,
82,1.81,2.0397E-08,
83,1.82,3.5E-11,
84,1.83,-2.0331E-08,
85,1.84,1.595E-08,
86,1.85,6.996E-09,
87,1.86,-1.9831E-08,
88,1.87,2.0914E-08,
89,1.88,3.581E-09,
90,1.89,-1.8097E-08,
91,1.9,2.5656E-08,
92,1.91,-1.6232E-08,
93,1.92,2.6081E-08,
94,1.93,9.546E-09,
95,1.94,5.78E-10,
96,1.95,3.7183E-08,
97,1.96,1.3913E-08,
98,1.97,3.0981E-08,
99,1.98,5.3057E-08,
100,1.99,3.123E-08,
101,2,5.8504E-08,
102,2.01,1.04739E-07,
103,2.02,9.8371E-08,
104,2.03,1.6494E-07,
105,2.04,1.8549E-07,
106,2.05,2.2742E-07,
107,2.06,3.3323E-07,
108,2.07,4.3351E-07,
109,2.08,5.2427E-07,
110,2.09,6.7404E-07,
111,2.1,9.107E-07,
112,2.11,1.1281E-06,
113,2.12,1.4448E-06,
114,2.13,1.7684E-06,
115,2.14,2.2137E-06,
116,2.15,2.8114E-06,
117,2.16,3.4155E-06,
118,2.17,4.1634E-06,
119,2.18,5.0821E-06,
120,2.19,6.0868E-06,
121,2.2,7.3627E-06,
122,2.21,8.7829E-06,
123,2.22,1.03463E-05,
124,2.23,1.2089E-05,
125,2.24,1.4112E-05,
126,2.25,1.65E-05,
127,2.26,1.8929E-05,
128,2.27,2.1619E-05,
129,2.28,2.4619E-05,
130,2.29,2.7822E-05,
131,2.3,3.1297E-05,
132,2.31,3.5313E-05,
133,2.32,3.9378E-05,
134,2.33,4.3637E-05,
135,2.34,4.8169E-05,
136,2.35,5.3042E-05,
137,2.36,5.854E-05,
138,2.37,6.3884E-05,
139,2.38,6.9541E-05,
140,2.39,7.544E-05,
141,2.4,8.1535E-05,
142,2.41,8.8449E-05,
143,2.42,9.5124E-05,
144,2.43,0.000102048,
145,2.44,0.000109168,
146,2.45,0.00011649,
147,2.46,0.00012467,
148,2.47,0.00013252,
149,2.48,0.0001406,
150,2.49,0.0001489,
151,2.5,0.00015733,
152,2.51,0.00016669,
153,2.52,0.00017558,
154,2.53,0.00018467,
155,2.54,0.00019402,
156,2.55,0.00020339,
157,2.56,0.00021314,
158,2.57,0.0002238,
159,2.58,0.00023366,
160,2.59,0.00024389,
161,2.6,0.00025423,
162,2.61,0.00026491,
163,2.62,0.00027641,
164,2.63,0.00028721,
165,2.64,0.00029824,
166,2.65,0.00030931,
167,2.66,0.00032059,
168,2.67,0.00033294,
169,2.68,0.00034457,
170,2.69,0.00035624,
171,2.7,0.00036803,
172,2.71,0.00038005,
173,2.72,0.00039302,
174,2.73,0.00040523,
175,2.74,0.00041748,
176,2.75,0.00042993,
177,2.76,0.00044246,
178,2.77,0.00045611,
179,2.78,0.00046885,
180,2.79,0.00048177,
181,2.8,0.00049472,
182,2.81,0.00050782,
183,2.82,0.00052201,
184,2.83,0.0005353,
185,2.84,0.00054865,
186,2.85,0.00056205,
187,2.86,0.0005757,
188,2.87,0.0005893,
189,2.88,0.00060408,
190,2.89,0.00061789,
191,2.9,0.00063186,
192,2.91,0.00064586,
193,2.92,0.00065974,
194,2.93,0.00067495,
195,2.94,0.00068914,
196,2.95,0.00070352,
197,2.96,0.00071788,
198,2.97,0.00073217,
199,2.98,0.00074777,
200,2.99,0.00076231,
201,3,0.00077694,
202,3.01,0.00079169,
203,3.02,0.00080623,
204,3.03,0.00082221,
205,3.04,0.00083717,
206,3.05,0.000852,
207,3.06,0.00086699,
208,3.07,0.00088204,
209,3.08,0.00089837,
210,3.09,0.00091363,
211,3.1,0.00092873,
212,3.11,0.00094402,
213,3.12,0.00095924,
214,3.13,0.00097451,
215,3.14,0.00099122,
216,3.15,0.00100663,
217,3.16,0.00102208,
218,3.17,0.00103764,
219,3.18,0.00105329,
220,3.19,0.00107013,
221,3.2,0.00108571,
222,3.21,0.00110142,
223,3.22,0.00111708,
224,3.23,0.0011328,
225,3.24,0.0011497,
226,3.25,0.0011656,
