,,,
VG=,1,to,6
NO.,VG,ID,
V,A,,
1,1,2.1995E-08,
2,1.01,-3.1929E-08,
3,1.02,3.066E-09,
4,1.03,3.1082E-08,
5,1.04,-2.3175E-08,
6,1.05,-9.991E-09,
7,1.06,3.5678E-08,
8,1.07,-3.108E-08,
9,1.08,-3.84E-10,
10,1.09,3.2087E-08,
11,1.1,-2.1574E-08,
12,1.11,-1.2215E-08,
13,1.12,3.5615E-08,
14,1.13,-2.9807E-08,
15,1.14,-3.57E-09,
16,1.15,3.2678E-08,
17,1.16,-3.437E-08,
18,1.17,1.0165E-08,
19,1.18,2.6676E-08,
20,1.19,-2.7984E-08,
21,1.2,-5.709E-09,
22,1.21,3.3711E-08,
23,1.22,-3.3622E-08,
24,1.23,7.216E-09,
25,1.24,2.8558E-08,
26,1.25,-2.6217E-08,
27,1.26,-7.536E-09,
28,1.27,3.49E-08,
29,1.28,-3.2372E-08,
30,1.29,3.952E-09,
31,1.3,3.0615E-08,
32,1.31,-2.3808E-08,
33,1.32,-9.451E-09,
34,1.33,3.5688E-08,
35,1.34,-3.1353E-08,
36,1.35,4.81E-10,
37,1.36,3.1794E-08,
38,1.37,-2.1822E-08,
39,1.38,-1.1625E-08,
40,1.39,3.5604E-08,
41,1.4,-3.0343E-08,
42,1.41,-2.88E-09,
43,1.42,3.2471E-08,
44,1.43,-2.0841E-08,
45,1.44,-1.3705E-08,
46,1.45,3.5392E-08,
47,1.46,-2.8694E-08,
48,1.47,-5.25E-09,
49,1.48,3.3388E-08,
50,1.49,-3.3941E-08,
51,1.5,8.039E-09,
52,1.51,2.8021E-08,
53,1.52,-2.6663E-08,
54,1.53,-7.142E-09,
55,1.54,3.4601E-08,
56,1.55,-3.2679E-08,
57,1.56,4.846E-09,
58,1.57,3.0025E-08,
59,1.58,-2.4469E-08,
60,1.59,-9.155E-09,
61,1.6,3.5522E-08,
62,1.61,-3.1642E-08,
63,1.62,1.378E-09,
64,1.63,3.1569E-08,
65,1.64,-2.237E-08,
66,1.65,-1.1192E-08,
67,1.66,3.5738E-08,
68,1.67,-3.0622E-08,
69,1.68,-2.062E-09,
70,1.69,3.2331E-08,
71,1.7,-2.1035E-08,
72,1.71,-1.3182E-08,
73,1.72,3.5468E-08,
74,1.73,-2.917E-08,
75,1.74,-4.658E-09,
76,1.75,3.2994E-08,
77,1.76,-3.4065E-08,
78,1.77,8.978E-09,
79,1.78,2.7461E-08,
80,1.79,-2.7158E-08,
81,1.8,-6.595E-09,
82,1.81,3.4474E-08,
83,1.82,-3.3037E-08,
84,1.83,5.953E-09,
85,1.84,2.9682E-08,
86,1.85,-2.4915E-08,
87,1.86,-8.208E-09,
88,1.87,3.5667E-08,
89,1.88,-3.1388E-08,
90,1.89,3.025E-09,
91,1.9,3.2106E-08,
92,1.91,-2.1626E-08,
93,1.92,-8.859E-09,
94,1.93,3.7888E-08,
95,1.94,-2.7936E-08,
96,1.95,2.788E-09,
97,1.96,3.7231E-08,
98,1.97,-2.7299E-08,
99,1.98,3.5558E-08,
100,1.99,2.0996E-08,
101,2,-1.8684E-08,
102,2.01,4.1037E-08,
103,2.02,4.5305E-08,
104,2.03,2.438E-09,
105,2.04,5.8806E-08,
106,2.05,9.1037E-08,
107,2.06,5.5756E-08,
108,2.07,1.01886E-07,
109,2.08,1.3396E-07,
110,2.09,1.4747E-07,
111,2.1,2.5149E-07,
112,2.11,3.2441E-07,
113,2.12,3.5339E-07,
114,2.13,4.4984E-07,
115,2.14,6.2739E-07,
116,2.15,7.4312E-07,
117,2.16,8.6887E-07,
118,2.17,1.10064E-06,
119,2.18,1.3329E-06,
120,2.19,1.5799E-06,
121,2.2,1.9467E-06,
122,2.21,2.2873E-06,
123,2.22,2.6372E-06,
124,2.23,3.1316E-06,
125,2.24,3.6316E-06,
126,2.25,4.1692E-06,
127,2.26,4.8059E-06,
128,2.27,5.5022E-06,
129,2.28,6.1688E-06,
130,2.29,6.9562E-06,
131,2.3,7.9145E-06,
132,2.31,8.7774E-06,
133,2.32,9.7456E-06,
134,2.33,1.08437E-05,
135,2.34,1.1888E-05,
136,2.35,1.3198E-05,
137,2.36,1.4431E-05,
138,2.37,1.5694E-05,
139,2.38,1.7094E-05,
140,2.39,1.8577E-05,
141,2.4,2.0152E-05,
142,2.41,2.1731E-05,
143,2.42,2.3439E-05,
144,2.43,2.5168E-05,
145,2.44,2.6909E-05,
146,2.45,2.8926E-05,
147,2.46,3.0926E-05,
148,2.47,3.2892E-05,
149,2.48,3.4929E-05,
150,2.49,3.7112E-05,
151,2.5,3.9531E-05,
152,2.51,4.1786E-05,
153,2.52,4.412E-05,
154,2.53,4.6589E-05,
155,2.54,4.9082E-05,
156,2.55,5.1592E-05,
157,2.56,5.4467E-05,
158,2.57,5.7215E-05,
159,2.58,5.9934E-05,
160,2.59,6.275E-05,
161,2.6,6.571E-05,
162,2.61,6.893E-05,
163,2.62,7.1936E-05,
164,2.63,7.5036E-05,
165,2.64,7.8275E-05,
166,2.65,8.1511E-05,
167,2.66,8.5039E-05,
168,2.67,8.8446E-05,
169,2.68,9.193E-05,
170,2.69,9.5395E-05,
171,2.7,9.897E-05,
172,2.71,0.000102958,
173,2.72,0.000106655,
174,2.73,0.000110382,
175,2.74,0.00011425,
176,2.75,0.00011812,
177,2.76,0.00012243,
178,2.77,0.00012649,
179,2.78,0.0001305,
180,2.79,0.00013469,
181,2.8,0.00013894,
182,2.81,0.00014354,
183,2.82,0.00014781,
184,2.83,0.00015221,
185,2.84,0.00015673,
186,2.85,0.00016119,
187,2.86,0.00016578,
188,2.87,0.00017082,
189,2.88,0.00017551,
190,2.89,0.00018025,
191,2.9,0.00018508,
192,2.91,0.00019001,
193,2.92,0.00019526,
194,2.93,0.00020023,
195,2.94,0.00020533,
196,2.95,0.00021044,
197,2.96,0.00021557,
198,2.97,0.00022116,
199,2.98,0.00022649,
200,2.99,0.00023183,
201,3,0.00023719,
202,3.01,0.00024263,
203,3.02,0.00024857,
204,3.03,0.00025408,
205,3.04,0.00025964,
206,3.05,0.00026537,
207,3.06,0.00027109,
208,3.07,0.00027724,
209,3.08,0.00028305,
210,3.09,0.000289,
211,3.1,0.00029488,
212,3.11,0.00030083,
213,3.12,0.0003069,
214,3.13,0.00031345,
215,3.14,0.00031951,
216,3.15,0.00032566,
217,3.16,0.00033194,
218,3.17,0.0003382,
219,3.18,0.000345,
220,3.19,0.00035138,
221,3.2,0.00035781,
