,,,
VG=,1,to,6
NO.,VG,ID,
V,A,,
1,1,3.3466E-08,
2,1.01,-2.9527E-08,
3,1.02,2.3389E-08,
4,1.03,4.161E-09,
5,1.04,-3.8921E-08,
6,1.05,2.726E-08,
7,1.06,-6.499E-09,
8,1.07,-4.0112E-08,
9,1.08,2.2656E-08,
10,1.09,6.045E-09,
11,1.1,-3.8049E-08,
12,1.11,2.5998E-08,
13,1.12,-4.668E-09,
14,1.13,-4.1813E-08,
15,1.14,2.1114E-08,
16,1.15,8.339E-09,
17,1.16,-3.6113E-08,
18,1.17,2.5032E-08,
19,1.18,-2.7E-09,
20,1.19,-4.2305E-08,
21,1.2,2.002E-08,
22,1.21,1.0183E-08,
23,1.22,-3.3628E-08,
24,1.23,2.4747E-08,
25,1.24,-1.67E-10,
26,1.25,-4.0984E-08,
27,1.26,1.9671E-08,
28,1.27,1.1744E-08,
29,1.28,-3.1213E-08,
30,1.29,2.4051E-08,
31,1.3,2.338E-09,
32,1.31,-3.923E-08,
33,1.32,1.9732E-08,
34,1.33,1.3263E-08,
35,1.34,-2.8961E-08,
36,1.35,2.3172E-08,
37,1.36,4.477E-09,
38,1.37,-3.8736E-08,
39,1.38,2.7038E-08,
40,1.39,-6.097E-09,
41,1.4,-4.0445E-08,
42,1.41,2.2408E-08,
43,1.42,6.349E-09,
44,1.43,-3.7768E-08,
45,1.44,2.5744E-08,
46,1.45,-4.371E-09,
47,1.46,-4.1887E-08,
48,1.47,2.092E-08,
49,1.48,8.664E-09,
50,1.49,-3.5602E-08,
51,1.5,2.4881E-08,
52,1.51,-2.351E-09,
53,1.52,-4.2164E-08,
54,1.53,1.9986E-08,
55,1.54,1.0384E-08,
56,1.55,-3.3303E-08,
57,1.56,2.4717E-08,
58,1.57,8.5E-11,
59,1.58,-4.0636E-08,
60,1.59,1.9731E-08,
61,1.6,1.2072E-08,
62,1.61,-3.0778E-08,
63,1.62,2.3932E-08,
64,1.63,2.766E-09,
65,1.64,-3.8997E-08,
66,1.65,1.9686E-08,
67,1.66,1.3603E-08,
68,1.67,-2.8666E-08,
69,1.68,2.3046E-08,
70,1.69,4.733E-09,
71,1.7,-3.8665E-08,
72,1.71,2.6845E-08,
73,1.72,-5.863E-09,
74,1.73,-4.0696E-08,
75,1.74,2.2069E-08,
76,1.75,6.581E-09,
77,1.76,-3.7422E-08,
78,1.77,2.5395E-08,
79,1.78,-4.159E-09,
80,1.79,-4.2135E-08,
81,1.8,2.0665E-08,
82,1.81,8.956E-09,
83,1.82,-3.5262E-08,
84,1.83,2.4883E-08,
85,1.84,-1.899E-09,
86,1.85,-4.199E-08,
87,1.86,1.9942E-08,
88,1.87,1.0698E-08,
89,1.88,-3.2609E-08,
90,1.89,2.4636E-08,
91,1.9,8.3E-10,
92,1.91,-3.9909E-08,
93,1.92,2.0014E-08,
94,1.93,1.2648E-08,
95,1.94,-2.9812E-08,
96,1.95,2.4553E-08,
97,1.96,4.012E-09,
98,1.97,-3.7636E-08,
99,1.98,2.1071E-08,
100,1.99,1.6118E-08,
101,2,-2.5401E-08,
102,2.01,2.6755E-08,
103,2.02,1.0059E-08,
104,2.03,-3.212E-08,
105,2.04,2.7087E-08,
106,2.05,2.6047E-08,
107,2.06,-2.7301E-08,
108,2.07,3.9003E-08,
109,2.08,2.8482E-08,
110,2.09,-4.557E-09,
111,2.1,5.9108E-08,
112,2.11,3.8089E-08,
113,2.12,8.305E-09,
114,2.13,8.1451E-08,
115,2.14,9.6688E-08,
116,2.15,4.845E-08,
117,2.16,1.2216E-07,
118,2.17,1.3597E-07,
119,2.18,1.1031E-07,
120,2.19,1.5019E-07,
121,2.2,2.1079E-07,
122,2.21,1.9668E-07,
123,2.22,1.8825E-07,
124,2.23,2.7119E-07,
125,2.24,3.1677E-07,
126,2.25,2.9878E-07,
127,2.26,3.2273E-07,
128,2.27,4.0344E-07,
129,2.28,4.1709E-07,
130,2.29,4.1799E-07,
131,2.3,4.8368E-07,
132,2.31,5.5457E-07,
133,2.32,5.4004E-07,
134,2.33,5.4309E-07,
135,2.34,6.4356E-07,
136,2.35,6.8046E-07,
137,2.36,6.8044E-07,
138,2.37,7.2686E-07,
139,2.38,8.045E-07,
140,2.39,8.1803E-07,
141,2.4,8.2056E-07,
142,2.41,9.1466E-07,
143,2.42,9.7393E-07,
144,2.43,9.6735E-07,
145,2.44,9.9289E-07,
146,2.45,1.08317E-06,
147,2.46,1.12035E-06,
148,2.47,1.12386E-06,
149,2.48,1.2113E-06,
150,2.49,1.2413E-06,
151,2.5,1.2503E-06,
152,2.51,1.3164E-06,
153,2.52,1.3994E-06,
154,2.53,1.3895E-06,
155,2.54,1.4041E-06,
156,2.55,1.5014E-06,
157,2.56,1.5518E-06,
158,2.57,1.556E-06,
159,2.58,1.5991E-06,
160,2.59,1.6853E-06,
161,2.6,1.7039E-06,
162,2.61,1.7134E-06,
163,2.62,1.8045E-06,
164,2.63,1.8642E-06,
165,2.64,1.8618E-06,
166,2.65,1.8831E-06,
167,2.66,1.9785E-06,
168,2.67,2.0217E-06,
169,2.68,2.0201E-06,
170,2.69,2.085E-06,
171,2.7,2.1672E-06,
172,2.71,2.1662E-06,
173,2.72,2.181E-06,
174,2.73,2.2811E-06,
175,2.74,2.341E-06,
176,2.75,2.3338E-06,
177,2.76,2.3717E-06,
178,2.77,2.4691E-06,
179,2.78,2.4882E-06,
180,2.79,2.4983E-06,
181,2.8,2.5762E-06,
182,2.81,2.6489E-06,
183,2.82,2.6447E-06,
184,2.83,2.6552E-06,
185,2.84,2.761E-06,
186,2.85,2.8016E-06,
187,2.86,2.8E-06,
188,2.87,2.8623E-06,
189,2.88,2.9386E-06,
190,2.89,2.953E-06,
191,2.9,2.9579E-06,
192,2.91,3.055E-06,
193,2.92,3.1175E-06,
194,2.93,3.1129E-06,
195,2.94,3.1475E-06,
196,2.95,3.2356E-06,
197,2.96,3.2661E-06,
198,2.97,3.2751E-06,
199,2.98,3.3432E-06,
200,2.99,3.4261E-06,
201,3,3.4126E-06,
202,3.01,3.4252E-06,
203,3.02,3.5309E-06,
204,3.03,3.5756E-06,
205,3.04,3.5806E-06,
206,3.05,3.6245E-06,
207,3.06,3.7059E-06,
208,3.07,3.7236E-06,
209,3.08,3.7325E-06,
210,3.09,3.8253E-06,
211,3.1,3.8816E-06,
212,3.11,3.8795E-06,
213,3.12,3.9036E-06,
214,3.13,3.9978E-06,
