,,,
VG=,1.5,to,6.5
215,3.64,2.6565E-06,
216,3.65,2.676E-06,
217,3.66,2.6756E-06,
218,3.67,2.7328E-06,
219,3.68,2.7962E-06,
220,3.69,2.7929E-06,
221,3.7,2.8111E-06,
222,3.71,2.8871E-06,
223,3.72,2.9194E-06,
224,3.73,2.918E-06,
225,3.74,2.9599E-06,
226,3.75,3.0331E-06,
227,3.76,3.042E-06,
228,3.77,3.0454E-06,
229,3.78,3.1169E-06,
230,3.79,3.162E-06,
231,3.8,3.1596E-06,
232,3.81,3.1861E-06,
233,3.82,3.2598E-06,
234,3.83,3.2849E-06,
235,3.84,3.277E-06,
236,3.85,3.3368E-06,
237,3.86,3.4024E-06,
238,3.87,3.3994E-06,
239,3.88,3.4121E-06,
240,3.89,3.488E-06,
241,3.9,3.5287E-06,
242,3.91,3.5232E-06,
243,3.92,3.5604E-06,
244,3.93,3.6358E-06,
245,3.94,3.6447E-06,
246,3.95,3.6471E-06,
247,3.96,3.7135E-06,
248,3.97,3.7654E-06,
249,3.98,3.7594E-06,
250,3.99,3.7786E-06,
251,4,3.8558E-06,
252,4.01,3.885E-06,
253,4.02,3.8778E-06,
254,4.03,3.9306E-06,
255,4.04,3.9953E-06,
256,4.05,3.9972E-06,
257,4.06,4.0081E-06,
258,4.07,4.0811E-06,
259,4.08,4.1217E-06,
260,4.09,4.1154E-06,
261,4.1,4.1478E-06,
262,4.11,4.2241E-06,
263,4.12,4.2374E-06,
264,4.13,4.2371E-06,
265,4.14,4.2947E-06,
266,4.15,4.3549E-06,
267,4.16,4.3489E-06,
268,4.17,4.3656E-06,
269,4.18,4.4412E-06,
270,4.19,4.4699E-06,
271,4.2,4.4647E-06,
272,4.21,4.5138E-06,
273,4.22,4.5792E-06,
274,4.23,4.5868E-06,
275,4.24,4.5886E-06,
276,4.25,4.661E-06,
277,4.26,4.7035E-06,
278,4.27,4.6985E-06,
279,4.28,4.727E-06,
280,4.29,4.7957E-06,
281,4.3,4.8168E-06,
282,4.31,4.8123E-06,
283,4.32,4.8685E-06,
284,4.33,4.931E-06,
285,4.34,4.9225E-06,
286,4.35,4.9387E-06,
287,4.36,5.0109E-06,
288,4.37,5.0465E-06,
289,4.38,5.0404E-06,
290,4.39,5.0794E-06,
291,4.4,5.1498E-06,
292,4.41,5.1567E-06,
293,4.42,5.1582E-06,
294,4.43,5.2264E-06,
295,4.44,5.2722E-06,
296,4.45,5.2639E-06,
297,4.46,5.2851E-06,
298,4.47,5.36E-06,
299,4.48,5.3835E-06,
300,4.49,5.3725E-06,
301,4.5,5.4264E-06,
302,4.51,5.4898E-06,
303,4.52,5.4886E-06,
304,4.53,5.4967E-06,
305,4.54,5.5689E-06,
306,4.55,5.6071E-06,
307,4.56,5.5984E-06,
308,4.57,5.6336E-06,
309,4.58,5.7047E-06,
310,4.59,5.7147E-06,
311,4.6,5.7117E-06,
312,4.61,5.7721E-06,
313,4.62,5.8236E-06,
314,4.63,5.8176E-06,
315,4.64,5.8322E-06,
316,4.65,5.9074E-06,
317,4.66,5.9323E-06,
318,4.67,5.9219E-06,
319,4.68,5.9729E-06,
320,4.69,6.035E-06,
321,4.7,6.0367E-06,
322,4.71,6.0386E-06,
323,4.72,6.109E-06,
324,4.73,6.1495E-06,
325,4.74,6.1406E-06,
326,4.75,6.1695E-06,
327,4.76,6.2382E-06,
328,4.77,6.2513E-06,
329,4.78,6.2498E-06,
330,4.79,6.3027E-06,
331,4.8,6.3597E-06,
332,4.81,6.3484E-06,
333,4.82,6.363E-06,
334,4.83,6.4371E-06,
335,4.84,6.4649E-06,
336,4.85,6.457E-06,
337,4.86,6.4981E-06,
338,4.87,6.561E-06,
339,4.88,6.5664E-06,
340,4.89,6.5662E-06,
341,4.9,6.6346E-06,
342,4.91,6.6712E-06,
343,4.92,6.6634E-06,
344,4.93,6.687E-06,
345,4.94,6.7561E-06,
346,4.95,6.775E-06,
347,4.96,6.765E-06,
348,4.97,6.8161E-06,
349,4.98,6.8768E-06,
350,4.99,6.868E-06,
351,5,6.8792E-06,
352,5.01,6.9469E-06,
353,5.02,6.9802E-06,
354,5.03,6.9695E-06,
355,5.04,7.0059E-06,
356,5.05,7.0742E-06,
357,5.06,7.0793E-06,
358,5.07,7.0723E-06,
359,5.08,7.1353E-06,
360,5.09,7.1819E-06,
361,5.1,7.1686E-06,
362,5.11,7.1854E-06,
363,5.12,7.2564E-06,
364,5.13,7.2783E-06,
365,5.14,7.265E-06,
366,5.15,7.3142E-06,
367,5.16,7.3741E-06,
368,5.17,7.3704E-06,
369,5.18,7.3715E-06,
370,5.19,7.4386E-06,
371,5.2,7.4764E-06,
372,5.21,7.4643E-06,
373,5.22,7.4929E-06,
374,5.23,7.5613E-06,
375,5.24,7.5677E-06,
376,5.25,7.5627E-06,
377,5.26,7.6171E-06,
378,5.27,7.6684E-06,
379,5.28,7.6538E-06,
380,5.29,7.6649E-06,
381,5.3,7.7376E-06,
382,5.31,7.7605E-06,
383,5.32,7.7483E-06,
384,5.33,7.7901E-06,
385,5.34,7.8497E-06,
386,5.35,7.8518E-06,
387,5.36,7.848E-06,
388,5.37,7.9146E-06,
389,5.38,7.9491E-06,
390,5.39,7.9354E-06,
391,5.4,7.9624E-06,
392,5.41,8.0268E-06,
393,5.42,8.0387E-06,
394,5.43,8.0296E-06,
395,5.44,8.0782E-06,
396,5.45,8.1344E-06,
397,5.46,8.1192E-06,
398,5.47,8.1298E-06,
399,5.48,8.196E-06,
400,5.49,8.2218E-06,
401,5.5,8.2102E-06,
402,5.51,8.2471E-06,
403,5.52,8.3083E-06,
404,5.53,8.3104E-06,
405,5.54,8.3017E-06,
406,5.55,8.3665E-06,
407,5.56,8.4039E-06,
408,5.57,8.3889E-06,
409,5.58,8.4063E-06,
410,5.59,8.4724E-06,
411,5.6,8.4877E-06,
412,5.61,8.4742E-06,
413,5.62,8.5215E-06,
414,5.63,8.5777E-06,
415,5.64,8.5654E-06,
416,5.65,8.5699E-06,
417,5.66,8.6351E-06,
418,5.67,8.6662E-06,
419,5.68,8.6504E-06,
420,5.69,8.6794E-06,
421,5.7,8.745E-06,
422,5.71,8.7469E-06,
423,5.72,8.7374E-06,
424,5.73,8.7934E-06,
425,5.74,8.8367E-06,
426,5.75,8.8197E-06,
427,5.76,8.8309E-06,
428,5.77,8.8991E-06,
429,5.78,8.9175E-06,
430,5.79,8.8997E-06,
431,5.8,8.9438E-06,
432,5.81,8.9976E-06,
433,5.82,8.9934E-06,
434,5.83,8.9909E-06,
435,5.84,9.0533E-06,
436,5.85,9.0842E-06,
437,5.86,9.0693E-06,
438,5.87,9.094E-06,
439,5.88,9.1563E-06,
440,5.89,9.1621E-06,
441,5.9,9.1501E-06,
442,5.91,9.1989E-06,
443,5.92,9.2488E-06,
444,5.93,9.2312E-06,
445,5.94,9.2386E-06,
446,5.95,9.3038E-06,
447,5.96,9.3232E-06,
448,5.97,9.3093E-06,
449,5.98,9.3457E-06,
450,5.99,9.4011E-06,
451,6,9.3981E-06,
452,6.01,9.3891E-06,
453,6.02,9.4536E-06,
454,6.03,9.4833E-06,
455,6.04,9.4657E-06,
456,6.05,9.4857E-06,
457,6.06,9.5446E-06,
458,6.07,9.5554E-06,
459,6.08,9.5409E-06,
460,6.09,9.586E-06,
461,6.1,9.6367E-06,
462,6.11,9.6182E-06,
463,6.12,9.6253E-06,
464,6.13,9.6855E-06,
465,6.14,9.7111E-06,
466,6.15,9.6936E-06,
467,6.16,9.7224E-06,
468,6.17,9.7816E-06,
469,6.18,9.7809E-06,
470,6.19,9.768E-06,
471,6.2,9.8259E-06,
472,6.21,9.8597E-06,
473,6.22,9.8405E-06,
474,6.23,9.8532E-06,
475,6.24,9.9163E-06,
476,6.25,9.9303E-06,
477,6.26,9.9075E-06,
478,6.27,9.9522E-06,
479,6.28,1.00051E-05,
480,6.29,9.9904E-06,
481,6.3,9.9889E-06,
482,6.31,1.00487E-05,
483,6.32,1.00763E-05,
484,6.33,1.0057E-05,
485,6.34,1.0081E-05,
486,6.35,1.014E-05,
487,6.36,1.01404E-05,
488,6.37,1.01256E-05,
489,6.38,1.01758E-05,
490,6.39,1.02186E-05,
491,6.4,1.01973E-05,
492,6.41,1.02025E-05,
493,6.42,1.02648E-05,
494,6.43,1.02809E-05,
495,6.44,1.02596E-05,
496,6.45,1.02994E-05,
497,6.46,1.03485E-05,
498,6.47,1.03422E-05,
499,6.48,1.03315E-05,
500,6.49,1.03929E-05,
501,6.5,1.04197E-05,
