,,,
VG=,3,to,8
NO.,VG,VD,ID
V,V,A,
1,3,8,-4.7866E-08
2,3.01,8,3.3885E-08
3,3.02,8,-4.919E-09
4,3.03,8,-5.3276E-08
5,3.04,8,2.6096E-08
6,3.05,8,1.3058E-08
7,3.06,8,-4.4771E-08
8,3.07,8,3.273E-08
9,3.08,8,-1.086E-09
10,3.09,8,-5.2845E-08
11,3.1,8,2.4845E-08
12,3.11,8,1.5885E-08
13,3.12,8,-4.1022E-08
14,3.13,8,3.194E-08
15,3.14,8,3.314E-09
16,3.15,8,-5.0424E-08
17,3.16,8,2.4373E-08
18,3.17,8,1.8481E-08
19,3.18,8,-3.772E-08
20,3.19,8,3.0325E-08
21,3.2,8,6.496E-09
22,3.21,8,-4.9439E-08
23,3.22,8,3.6078E-08
24,3.23,8,-8.064E-09
25,3.24,8,-5.1227E-08
26,3.25,8,2.8412E-08
27,3.26,8,9.544E-09
28,3.27,8,-4.805E-08
29,3.28,8,3.4063E-08
30,3.29,8,-4.987E-09
31,3.3,8,-5.3516E-08
32,3.31,8,2.6089E-08
33,3.32,8,1.2801E-08
34,3.33,8,-4.4877E-08
35,3.34,8,3.2692E-08
36,3.35,8,-1.328E-09
37,3.36,8,-5.3067E-08
38,3.37,8,2.4764E-08
39,3.38,8,1.5599E-08
40,3.39,8,-4.1185E-08
41,3.4,8,3.2038E-08
42,3.41,8,2.853E-09
43,3.42,8,-5.0613E-08
44,3.43,8,2.4409E-08
45,3.44,8,1.8257E-08
46,3.45,8,-3.793E-08
47,3.46,8,3.0522E-08
48,3.47,8,6.33E-09
49,3.48,8,-4.9483E-08
50,3.49,8,3.6283E-08
51,3.5,8,-8.216E-09
52,3.51,8,-5.1216E-08
53,3.52,8,2.8702E-08
54,3.53,8,9.25E-09
55,3.54,8,-4.8202E-08
56,3.55,8,3.4077E-08
57,3.56,8,-5.329E-09
58,3.57,8,-5.3444E-08
59,3.58,8,2.6375E-08
60,3.59,8,1.2591E-08
61,3.6,8,-4.5245E-08
62,3.61,8,3.2831E-08
63,3.62,8,-1.837E-09
64,3.63,8,-5.3268E-08
65,3.64,8,2.5018E-08
66,3.65,8,1.5463E-08
67,3.66,8,-4.1531E-08
68,3.67,8,3.2286E-08
69,3.68,8,2.62E-09
70,3.69,8,-5.1109E-08
71,3.7,8,2.4479E-08
72,3.71,8,1.8166E-08
73,3.72,8,-3.8151E-08
74,3.73,8,1.9809E-08
75,3.74,8,3.4885E-08
76,3.75,8,-3.2314E-08
77,3.76,8,5.591E-09
78,3.77,8,4.7929E-08
79,3.78,8,-2.2855E-08
80,3.79,8,-1.5133E-08
81,3.8,8,4.6241E-08
82,3.81,8,-3.1541E-08
83,3.82,8,9.6E-10
84,3.83,8,4.8451E-08
85,3.84,8,-2.1359E-08
86,3.85,8,-1.8256E-08
87,3.86,8,4.333E-08
88,3.87,8,-3.0604E-08
89,3.88,8,-3.575E-09
90,3.89,8,4.8133E-08
91,3.9,8,-2.0433E-08
92,3.91,8,-2.1473E-08
93,3.92,8,4.0361E-08
94,3.93,8,-2.873E-08
95,3.94,8,-7.305E-09
96,3.95,8,4.8464E-08
97,3.96,8,-3.4278E-08
98,3.97,8,9.761E-09
99,3.98,8,4.5156E-08
100,3.99,8,-2.5911E-08
101,4,8,-1.0712E-08
102,4.01,8,4.8162E-08
103,4.02,8,-3.2326E-08
104,4.03,8,5.907E-09
105,4.04,8,4.7847E-08
106,4.05,8,-2.2988E-08
107,4.06,8,-1.4779E-08
108,4.07,8,4.6566E-08
109,4.08,8,-3.1445E-08
110,4.09,8,1.406E-09
111,4.1,8,4.8425E-08
112,4.11,8,-2.1558E-08
113,4.12,8,-1.8172E-08
114,4.13,8,4.3741E-08
115,4.14,8,-3.0678E-08
