,,,
VD=,1,to,6
NO.,VD,ID,
V,A,,
1,1,3.043E-07,
2,1.01,2.8025E-05,
3,1.02,5.5037E-05,
4,1.03,8.1914E-05,
5,1.04,0.000110462,
6,1.05,0.00013684,
7,1.06,0.00016299,
8,1.07,0.00018904,
9,1.08,0.00021485,
10,1.09,0.00024224,
11,1.1,0.00026744,
12,1.11,0.00029235,
13,1.12,0.00031708,
14,1.13,0.00034163,
15,1.14,0.00036766,
16,1.15,0.00039153,
17,1.16,0.00041521,
18,1.17,0.00043886,
19,1.18,0.00046203,
20,1.19,0.0004847,
21,1.2,0.00050904,
22,1.21,0.0005313,
23,1.22,0.0005532,
24,1.23,0.0005749,
25,1.24,0.00059627,
26,1.25,0.00061897,
27,1.26,0.00063972,
28,1.27,0.00066035,
29,1.28,0.00068056,
30,1.29,0.00070039,
31,1.3,0.00072133,
32,1.31,0.0007406,
33,1.32,0.00075957,
34,1.33,0.00077806,
35,1.34,0.00079631,
36,1.35,0.00081572,
37,1.36,0.00083334,
38,1.37,0.00085076,
39,1.38,0.0008678,
40,1.39,0.00088443,
41,1.4,0.00090195,
42,1.41,0.00091798,
43,1.42,0.00093374,
44,1.43,0.00094911,
45,1.44,0.00096408,
46,1.45,0.00097996,
47,1.46,0.0009945,
48,1.47,0.0010086,
49,1.48,0.00102232,
50,1.49,0.00103581,
51,1.5,0.00104997,
52,1.51,0.00106273,
53,1.52,0.00107521,
54,1.53,0.00108746,
55,1.54,0.00109939,
56,1.55,0.00111181,
57,1.56,0.00112304,
58,1.57,0.00113408,
59,1.58,0.0011448,
60,1.59,0.0011553,
61,1.6,0.0011662,
62,1.61,0.001176,
63,1.62,0.0011853,
64,1.63,0.0011947,
65,1.64,0.0012033,
66,1.65,0.0012129,
67,1.66,0.0012213,
68,1.67,0.0012295,
69,1.68,0.0012375,
70,1.69,0.0012451,
71,1.7,0.0012532,
72,1.71,0.0012602,
73,1.72,0.0012672,
74,1.73,0.001274,
75,1.74,0.0012807,
76,1.75,0.0012865,
77,1.76,0.001293,
78,1.77,0.0012991,
79,1.78,0.0013044,
80,1.79,0.0013098,
81,1.8,0.0013151,
82,1.81,0.0013205,
83,1.82,0.0013253,
84,1.83,0.0013298,
85,1.84,0.0013344,
86,1.85,0.0013388,
87,1.86,0.0013433,
88,1.87,0.0013472,
89,1.88,0.001351,
90,1.89,0.0013547,
91,1.9,0.0013582,
92,1.91,0.0013617,
93,1.92,0.0013651,
94,1.93,0.0013682,
95,1.94,0.0013713,
96,1.95,0.0013742,
97,1.96,0.0013774,
98,1.97,0.0013799,
99,1.98,0.0013826,
100,1.99,0.0013851,
101,2,0.0013876,
102,2.01,0.0013899,
103,2.02,0.0013923,
104,2.03,0.0013945,
105,2.04,0.0013964,
106,2.05,0.0013983,
107,2.06,0.0014003,
108,2.07,0.0014025,
109,2.08,0.0014041,
110,2.09,0.001406,
111,2.1,0.0014077,
112,2.11,0.0014091,
113,2.12,0.001411,
114,2.13,0.0014125,
115,2.14,0.0014138,
116,2.15,0.0014152,
117,2.16,0.0014168,
118,2.17,0.001418,
119,2.18,0.0014193,
120,2.19,0.0014204,
121,2.2,0.0014219,
122,2.21,0.0014233,
123,2.22,0.0014243,
124,2.23,0.0014254,
125,2.24,0.0014265,
126,2.25,0.0014277,
127,2.26,0.0014285,
128,2.27,0.0014299,
129,2.28,0.0014306,
130,2.29,0.0014317,
131,2.3,0.0014326,
132,2.31,0.0014335,
133,2.32,0.0014347,
134,2.33,0.0014353,
135,2.34,0.001436,
136,2.35,0.0014371,
137,2.36,0.0014378,
138,2.37,0.0014386,
139,2.38,0.0014395,
140,2.39,0.0014405,
141,2.4,0.001441,
142,2.41,0.0014419,
143,2.42,0.0014425,
144,2.43,0.0014433,
145,2.44,0.0014442,
146,2.45,0.0014449,
147,2.46,0.0014454,
148,2.47,0.001446,
149,2.48,0.0014467,
150,2.49,0.0014475,
151,2.5,0.0014479,
152,2.51,0.0014486,
153,2.52,0.0014492,
154,2.53,0.0014499,
155,2.54,0.0014507,
156,2.55,0.0014513,
157,2.56,0.0014518,
158,2.57,0.0014526,
159,2.58,0.0014529,
160,2.59,0.0014536,
161,2.6,0.001454,
162,2.61,0.0014544,
163,2.62,0.001455,
164,2.63,0.0014557,
