,,,
VG=,1.5,to,6.5
NO.,VG,ID,
V,A,,
1,1.5,-2.4626E-08,
2,1.51,-4.578E-09,
3,1.52,2.9E-08,
4,1.53,-2.9055E-08,
5,1.54,6.812E-09,
6,1.55,2.4264E-08,
7,1.56,-2.3079E-08,
8,1.57,-6.035E-09,
9,1.58,2.9923E-08,
10,1.59,-2.8159E-08,
11,1.6,4.254E-09,
12,1.61,2.5794E-08,
13,1.62,-2.126E-08,
14,1.63,-7.486E-09,
15,1.64,3.0294E-08,
16,1.65,-2.7505E-08,
17,1.66,1.717E-09,
18,1.67,2.702E-08,
19,1.68,-1.9679E-08,
20,1.69,-9.216E-09,
21,1.7,3.0733E-08,
22,1.71,-2.682E-08,
23,1.72,-8.31E-10,
24,1.73,2.7679E-08,
25,1.74,-1.8577E-08,
26,1.75,-1.0721E-08,
27,1.76,3.0326E-08,
28,1.77,-2.5729E-08,
29,1.78,-3.117E-09,
30,1.79,2.8217E-08,
31,1.8,-2.926E-08,
32,1.81,2.1619E-08,
33,1.82,8.584E-09,
34,1.83,-2.9595E-08,
35,1.84,2.7653E-08,
36,1.85,1.606E-09,
37,1.86,-2.9892E-08,
38,1.87,2.0954E-08,
39,1.88,9.891E-09,
40,1.89,-2.9276E-08,
41,1.9,2.6696E-08,
42,1.91,3.531E-09,
43,1.92,-2.9903E-08,
44,1.93,3.0588E-08,
45,1.94,-1.8847E-08,
46,1.95,-1.0337E-08,
47,1.96,3.0415E-08,
48,1.97,-2.5917E-08,
49,1.98,-2.754E-09,
50,1.99,2.8046E-08,
51,2,-2.9378E-08,
52,2.01,2.1948E-08,
53,2.02,8.33E-09,
54,2.03,-2.9742E-08,
55,2.04,2.782E-08,
56,2.05,1.244E-09,
57,2.06,-2.9856E-08,
58,2.07,2.1092E-08,
59,2.08,9.556E-09,
60,2.09,-2.9284E-08,
61,2.1,2.6917E-08,
62,2.11,3.149E-09,
63,2.12,-2.9778E-08,
64,2.13,3.0519E-08,
65,2.14,-1.8993E-08,
66,2.15,-9.966E-09,
67,2.16,3.0597E-08,
68,2.17,-2.624E-08,
69,2.18,-2.175E-09,
70,2.19,2.8048E-08,
71,2.2,-2.9335E-08,
72,2.21,2.2151E-08,
73,2.22,8.081E-09,
74,2.23,-2.9751E-08,
75,2.24,2.8035E-08,
76,2.25,6.18E-10,
77,2.26,-2.9864E-08,
78,2.27,2.1118E-08,
79,2.28,9.261E-09,
80,2.29,-2.9253E-08,
81,2.3,2.7187E-08,
82,2.31,2.742E-09,
83,2.32,-2.9909E-08,
84,2.33,3.0413E-08,
85,2.34,-1.9326E-08,
86,2.35,-9.72E-09,
87,2.36,3.0552E-08,
88,2.37,-2.6491E-08,
89,2.38,-1.734E-09,
90,2.39,2.7885E-08,
91,2.4,-1.8259E-08,
92,2.41,-1.118E-08,
93,2.42,3.0208E-08,
94,2.43,-2.5302E-08,
95,2.44,-3.647E-09,
96,2.45,2.8501E-08,
97,2.46,-2.926E-08,
98,2.47,2.1458E-08,
99,2.48,9.165E-09,
100,2.49,-2.9394E-08,
101,2.5,2.7443E-08,
102,2.51,2.548E-09,
103,2.52,-2.9628E-08,
104,2.53,3.0829E-08,
105,2.54,-1.9261E-08,
106,2.55,-8.904E-09,
107,2.56,3.1345E-08,
108,2.57,-2.5693E-08,
109,2.58,8.6E-11,
110,2.59,2.9336E-08,
111,2.6,-2.6909E-08,
112,2.61,2.5893E-08,
113,2.62,1.1475E-08,
114,2.63,-2.4387E-08,
115,2.64,3.564E-08,
116,2.65,9.454E-09,
117,2.66,-1.6774E-08,
118,2.67,3.9015E-08,
119,2.68,3.1975E-08,
120,2.69,2.8677E-08,
121,2.7,6.8126E-08,
122,2.71,3.5522E-08,
123,2.72,5.8411E-08,
124,2.73,1.05384E-07,
125,2.74,1.344E-07,
126,2.75,1.683E-07,
127,2.76,1.7189E-07,
128,2.77,2.2957E-07,
129,2.78,3.3421E-07,
130,2.79,3.8113E-07,
131,2.8,4.3284E-07,
132,2.81,5.806E-07,
133,2.82,7.1627E-07,
134,2.83,8.0844E-07,
135,2.84,9.4683E-07,
136,2.85,1.1295E-06,
137,2.86,1.3606E-06,
138,2.87,1.5542E-06,
139,2.88,1.7414E-06,
140,2.89,2.0185E-06,
141,2.9,2.2948E-06,
142,2.91,2.5199E-06,
143,2.92,2.8113E-06,
144,2.93,3.1588E-06,
145,2.94,3.4601E-06,
146,2.95,3.7359E-06,
147,2.96,4.0893E-06,
148,2.97,4.4922E-06,
149,2.98,4.8057E-06,
150,2.99,5.1372E-06,
151,3,5.5429E-06,
152,3.01,5.923E-06,
153,3.02,6.279E-06,
154,3.03,6.6625E-06,
155,3.04,7.091E-06,
156,3.05,7.4581E-06,
157,3.06,7.8102E-06,
158,3.07,8.2621E-06,
159,3.08,8.6872E-06,
160,3.09,9.0417E-06,
161,3.1,9.4241E-06,
162,3.11,9.8772E-06,
163,3.12,1.02774E-05,
164,3.13,1.06693E-05,
165,3.14,1.10926E-05,
166,3.15,1.1484E-05,
167,3.16,1.1892E-05,
168,3.17,1.2338E-05,
169,3.18,1.2765E-05,
170,3.19,1.3134E-05,
171,3.2,1.3569E-05,
172,3.21,1.4003E-05,
173,3.22,1.4367E-05,
174,3.23,1.4789E-05,
175,3.24,1.5241E-05,
176,3.25,1.5653E-05,
177,3.26,1.6015E-05,
178,3.27,1.6432E-05,
179,3.28,1.6911E-05,
180,3.29,1.7293E-05,
181,3.3,1.7664E-05,
182,3.31,1.8104E-05,
183,3.32,1.8527E-05,
184,3.33,1.8916E-05,
185,3.34,1.9309E-05,
186,3.35,1.9762E-05,
187,3.36,2.0156E-05,
188,3.37,2.0507E-05,
189,3.38,2.0969E-05,
190,3.39,2.1405E-05,
191,3.4,2.1766E-05,
192,3.41,2.2138E-05,
193,3.42,2.2581E-05,
194,3.43,2.299E-05,
195,3.44,2.3367E-05,
196,3.45,2.3772E-05,
197,3.46,2.4209E-05,
198,3.47,2.4585E-05,
199,3.48,2.4939E-05,
200,3.49,2.5397E-05,
201,3.5,2.5813E-05,
202,3.51,2.616E-05,
203,3.52,2.6533E-05,
204,3.53,2.6973E-05,
205,3.54,2.7392E-05,
206,3.55,2.7731E-05,
207,3.56,2.8144E-05,
208,3.57,2.8562E-05,
209,3.58,2.8922E-05,
210,3.59,2.9299E-05,
211,3.6,2.9726E-05,
212,3.61,3.0123E-05,
213,3.62,3.0457E-05,
214,3.63,3.0845E-05,
