,,,
VD=,1,to,6
NO.,VD,ID,
V,A,,
1,1,6.7637E-08,
2,1.01,1.3937E-06,
3,1.02,2.7289E-06,
4,1.03,3.9727E-06,
5,1.04,5.4253E-06,
6,1.05,6.6965E-06,
7,1.06,7.9025E-06,
8,1.07,9.2432E-06,
9,1.08,1.04545E-05,
10,1.09,1.1826E-05,
11,1.1,1.2991E-05,
12,1.11,1.416E-05,
13,1.12,1.543E-05,
14,1.13,1.6612E-05,
15,1.14,1.781E-05,
16,1.15,1.8996E-05,
17,1.16,2.019E-05,
18,1.17,2.1262E-05,
19,1.18,2.2349E-05,
20,1.19,2.3508E-05,
21,1.2,2.4711E-05,
22,1.21,2.572E-05,
23,1.22,2.6785E-05,
24,1.23,2.7887E-05,
25,1.24,2.8885E-05,
26,1.25,2.9945E-05,
27,1.26,3.1031E-05,
28,1.27,3.2043E-05,
29,1.28,3.2966E-05,
30,1.29,3.3971E-05,
31,1.3,3.5056E-05,
32,1.31,3.5941E-05,
33,1.32,3.6839E-05,
34,1.33,3.7836E-05,
35,1.34,3.8735E-05,
36,1.35,3.9654E-05,
37,1.36,4.0584E-05,
38,1.37,4.1485E-05,
39,1.38,4.2278E-05,
40,1.39,4.3114E-05,
41,1.4,4.4074E-05,
42,1.41,4.4851E-05,
43,1.42,4.5608E-05,
44,1.43,4.6465E-05,
45,1.44,4.726E-05,
46,1.45,4.8024E-05,
47,1.46,4.8796E-05,
48,1.47,4.9585E-05,
49,1.48,5.0252E-05,
50,1.49,5.0932E-05,
51,1.5,5.1758E-05,
52,1.51,5.2443E-05,
53,1.52,5.3067E-05,
54,1.53,5.3759E-05,
55,1.54,5.4451E-05,
56,1.55,5.507E-05,
57,1.56,5.5675E-05,
58,1.57,5.6343E-05,
59,1.58,5.6915E-05,
60,1.59,5.745E-05,
61,1.6,5.8115E-05,
62,1.61,5.8696E-05,
63,1.62,5.9175E-05,
64,1.63,5.9708E-05,
65,1.64,6.0274E-05,
66,1.65,6.0771E-05,
67,1.66,6.1224E-05,
68,1.67,6.1776E-05,
69,1.68,6.2241E-05,
70,1.69,6.2635E-05,
71,1.7,6.3136E-05,
72,1.71,6.3611E-05,
73,1.72,6.3962E-05,
74,1.73,6.4326E-05,
75,1.74,6.4781E-05,
76,1.75,6.5173E-05,
77,1.76,6.5494E-05,
78,1.77,6.5887E-05,
79,1.78,6.6247E-05,
80,1.79,6.6507E-05,
81,1.8,6.6809E-05,
82,1.81,6.7189E-05,
83,1.82,6.7435E-05,
84,1.83,6.7657E-05,
85,1.84,6.7981E-05,
86,1.85,6.8245E-05,
87,1.86,6.8436E-05,
88,1.87,6.867E-05,
89,1.88,6.8933E-05,
90,1.89,6.9073E-05,
91,1.9,6.9223E-05,
92,1.91,6.9488E-05,
93,1.92,6.9643E-05,
94,1.93,6.9742E-05,
95,1.94,6.9918E-05,
96,1.95,7.0099E-05,
97,1.96,7.0158E-05,
98,1.97,7.0254E-05,
99,1.98,7.0415E-05,
100,1.99,7.0483E-05,
101,2,7.0519E-05,
102,2.01,7.0656E-05,
103,2.02,7.075E-05,
104,2.03,7.0749E-05,
105,2.04,7.0801E-05,
106,2.05,7.0904E-05,
107,2.06,7.0907E-05,
108,2.07,7.0908E-05,
109,2.08,7.1015E-05,
110,2.09,7.1052E-05,
111,2.1,7.1019E-05,
112,2.11,7.1074E-05,
113,2.12,7.1146E-05,
114,2.13,7.1105E-05,
115,2.14,7.1088E-05,
116,2.15,7.1173E-05,
117,2.16,7.1178E-05,
118,2.17,7.1151E-05,
119,2.18,7.1208E-05,
120,2.19,7.1243E-05,
121,2.2,7.1195E-05,
122,2.21,7.1195E-05,
123,2.22,7.1269E-05,
124,2.23,7.1243E-05,
125,2.24,7.1199E-05,
126,2.25,7.1276E-05,
127,2.26,7.1295E-05,
128,2.27,7.1244E-05,
129,2.28,7.1264E-05,
130,2.29,7.132E-05,
131,2.3,7.1271E-05,
132,2.31,7.1243E-05,
133,2.32,7.1324E-05,
134,2.33,7.132E-05,
135,2.34,7.1277E-05,
136,2.35,7.1314E-05,
137,2.36,7.1359E-05,
138,2.37,7.1298E-05,
139,2.38,7.1291E-05,
140,2.39,7.1359E-05,
141,2.4,7.1335E-05,
142,2.41,7.1292E-05,
