,,,
VG=,1,to,6
NO.,VG,ID,
V,A,,
1,1,7.315E-09,
2,1.01,-3.0889E-08,
3,1.02,2.916E-08,
4,1.03,-1.099E-09,
5,1.04,-3.0659E-08,
6,1.05,2.2009E-08,
7,1.06,8.926E-09,
8,1.07,-3.0554E-08,
9,1.08,2.8367E-08,
10,1.09,1.517E-09,
11,1.1,-3.0401E-08,
12,1.11,2.1145E-08,
13,1.12,1.0175E-08,
14,1.13,-3.0057E-08,
15,1.14,2.7186E-08,
16,1.15,3.696E-09,
17,1.16,-3.0569E-08,
18,1.17,3.1479E-08,
19,1.18,-1.9074E-08,
20,1.19,-1.0947E-08,
21,1.2,3.1384E-08,
22,1.21,-2.6506E-08,
23,1.22,-3.038E-09,
24,1.23,2.8686E-08,
25,1.24,-3.0323E-08,
26,1.25,9.102E-09,
27,1.26,2.3298E-08,
28,1.27,-2.494E-08,
29,1.28,-4.902E-09,
30,1.29,2.9577E-08,
31,1.3,-2.9868E-08,
32,1.31,6.763E-09,
33,1.32,2.4994E-08,
34,1.33,-2.3374E-08,
35,1.34,-6.553E-09,
36,1.35,3.0641E-08,
37,1.36,-2.8905E-08,
38,1.37,3.991E-09,
39,1.38,2.6676E-08,
40,1.39,-2.136E-08,
41,1.4,-8.16E-09,
42,1.41,3.1215E-08,
43,1.42,-2.8016E-08,
44,1.43,1.2E-09,
45,1.44,2.7764E-08,
46,1.45,-1.9655E-08,
47,1.46,-1.0002E-08,
48,1.47,3.143E-08,
49,1.48,-2.711E-08,
50,1.49,-1.729E-09,
51,1.5,2.8358E-08,
52,1.51,-1.8773E-08,
53,1.52,-1.1786E-08,
54,1.53,3.1195E-08,
55,1.54,-2.5856E-08,
56,1.55,-4.052E-09,
57,1.56,2.9056E-08,
58,1.57,-3.0289E-08,
59,1.58,8.077E-09,
60,1.59,2.4077E-08,
61,1.6,-2.4159E-08,
62,1.61,-5.673E-09,
63,1.62,3.0166E-08,
64,1.63,-2.9371E-08,
65,1.64,5.421E-09,
66,1.65,2.5803E-08,
67,1.66,-2.2332E-08,
68,1.67,-7.27E-09,
69,1.68,3.0969E-08,
70,1.69,-2.8543E-08,
71,1.7,2.501E-09,
72,1.71,2.7363E-08,
73,1.72,-2.0375E-08,
74,1.73,-9.222E-09,
75,1.74,3.1455E-08,
76,1.75,-2.7577E-08,
77,1.76,-3.02E-10,
78,1.77,2.801E-08,
79,1.78,-1.8911E-08,
80,1.79,-1.0796E-08,
81,1.8,3.1291E-08,
82,1.81,-2.6373E-08,
83,1.82,-2.916E-09,
84,1.83,2.8666E-08,
85,1.84,-3.0071E-08,
86,1.85,2.2111E-08,
87,1.86,9.117E-09,
88,1.87,-3.0171E-08,
89,1.88,2.8616E-08,
90,1.89,2.105E-09,
91,1.9,-2.9767E-08,
92,1.91,2.1889E-08,
93,1.92,1.1386E-08,
94,1.93,-2.8535E-08,
95,1.94,2.914E-08,
96,1.95,6.375E-09,
97,1.96,-2.677E-08,
98,1.97,2.4823E-08,
99,1.98,1.8577E-08,
100,1.99,-2.1533E-08,
101,2,3.7063E-08,
102,2.01,1.9862E-08,
103,2.02,-1.1649E-08,
104,2.03,4.4288E-08,
105,2.04,4.64E-08,
106,2.05,1.3815E-08,
107,2.06,6.9092E-08,
108,2.07,9.4769E-08,
109,2.08,6.7828E-08,
110,2.09,9.309E-08,
111,2.1,1.7379E-07,
112,2.11,2.1984E-07,
113,2.12,2.2796E-07,
114,2.13,2.9398E-07,
115,2.14,4.2E-07,
116,2.15,4.8105E-07,
117,2.16,5.4582E-07,
118,2.17,6.9908E-07,
119,2.18,8.5486E-07,
120,2.19,9.7382E-07,
121,2.2,1.12588E-06,
122,2.21,1.3658E-06,
123,2.22,1.5294E-06,
124,2.23,1.7418E-06,
125,2.24,2.0258E-06,
126,2.25,2.2855E-06,
127,2.26,2.5123E-06,
128,2.27,2.821E-06,
129,2.28,3.1562E-06,
130,2.29,3.424E-06,
131,2.3,3.7472E-06,
132,2.31,4.128E-06,
133,2.32,4.4748E-06,
134,2.33,4.7837E-06,
135,2.34,5.1453E-06,
136,2.35,5.5852E-06,
137,2.36,5.9294E-06,
138,2.37,6.2709E-06,
139,2.38,6.6858E-06,
140,2.39,7.0928E-06,
141,2.4,7.4684E-06,
142,2.41,7.847E-06,
143,2.42,8.2927E-06,
144,2.43,8.6846E-06,
145,2.44,9.0392E-06,
146,2.45,9.492E-06,
147,2.46,9.9364E-06,
148,2.47,1.03067E-05,
149,2.48,1.06835E-05,
150,2.49,1.11365E-05,
151,2.5,1.153E-05,
152,2.51,1.1968E-05,
153,2.52,1.2414E-05,
154,2.53,1.2778E-05,
155,2.54,1.3168E-05,
156,2.55,1.3624E-05,
157,2.56,1.4071E-05,
158,2.57,1.4441E-05,
159,2.58,1.4855E-05,
160,2.59,1.5313E-05,
161,2.6,1.5698E-05,
162,2.61,1.6102E-05,
163,2.62,1.6549E-05,
164,2.63,1.6974E-05,
165,2.64,1.7338E-05,
166,2.65,1.7737E-05,
167,2.66,1.8226E-05,
168,2.67,1.8627E-05,
169,2.68,1.8988E-05,
170,2.69,1.9417E-05,
171,2.7,1.9857E-05,
172,2.71,2.0262E-05,
173,2.72,2.0636E-05,
174,2.73,2.1084E-05,
175,2.74,2.1498E-05,
176,2.75,2.1854E-05,
177,2.76,2.2292E-05,
178,2.77,2.2735E-05,
179,2.78,2.3116E-05,
180,2.79,2.3478E-05,
181,2.8,2.3909E-05,
182,2.81,2.4365E-05,
183,2.82,2.4714E-05,
184,2.83,2.5096E-05,
185,2.84,2.5536E-05,
186,2.85,2.5933E-05,
187,2.86,2.6282E-05,
188,2.87,2.6726E-05,
189,2.88,2.7154E-05,
190,2.89,2.7516E-05,
191,2.9,2.7875E-05,
192,2.91,2.8312E-05,
193,2.92,2.8737E-05,
194,2.93,2.9078E-05,
195,2.94,2.9467E-05,
196,2.95,2.9894E-05,
197,2.96,3.0274E-05,
198,2.97,3.0638E-05,
199,2.98,3.1056E-05,
200,2.99,3.1473E-05,
201,3,3.181E-05,
202,3.01,3.2174E-05,
203,3.02,3.2628E-05,
204,3.03,3.3017E-05,
205,3.04,3.3351E-05,
206,3.05,3.3744E-05,
207,3.06,3.4164E-05,
208,3.07,3.4543E-05,
209,3.08,3.4882E-05,
210,3.09,3.5298E-05,
211,3.1,3.569E-05,
212,3.11,3.602E-05,
213,3.12,3.6385E-05,
214,3.13,3.6828E-05,
