,,,
VG=,1.5,to,6.5
215,3.64,2.6594E-06,
216,3.65,2.6542E-06,
217,3.66,2.6754E-06,
218,3.67,2.754E-06,
219,3.68,2.7797E-06,
220,3.69,2.7749E-06,
221,3.7,2.8307E-06,
222,3.71,2.8976E-06,
223,3.72,2.8988E-06,
224,3.73,2.9092E-06,
225,3.74,2.9834E-06,
226,3.75,3.0273E-06,
227,3.76,3.0212E-06,
228,3.77,3.0567E-06,
229,3.78,3.1318E-06,
230,3.79,3.1451E-06,
231,3.8,3.1474E-06,
232,3.81,3.2102E-06,
233,3.82,3.2672E-06,
234,3.83,3.2613E-06,
235,3.84,3.2781E-06,
236,3.85,3.3596E-06,
237,3.86,3.3882E-06,
238,3.87,3.3829E-06,
239,3.88,3.4328E-06,
240,3.89,3.4996E-06,
241,3.9,3.5079E-06,
242,3.91,3.5125E-06,
243,3.92,3.5864E-06,
244,3.93,3.628E-06,
245,3.94,3.6228E-06,
246,3.95,3.6574E-06,
247,3.96,3.7283E-06,
248,3.97,3.7474E-06,
249,3.98,3.7449E-06,
250,3.99,3.8023E-06,
251,4,3.8633E-06,
252,4.01,3.8601E-06,
253,4.02,3.8769E-06,
254,4.03,3.9529E-06,
255,4.04,3.9832E-06,
256,4.05,3.9811E-06,
257,4.06,4.0243E-06,
258,4.07,4.0942E-06,
259,4.08,4.1022E-06,
260,4.09,4.1034E-06,
261,4.1,4.1752E-06,
262,4.11,4.2207E-06,
263,4.12,4.2148E-06,
264,4.13,4.2414E-06,
265,4.14,4.3139E-06,
266,4.15,4.3367E-06,
267,4.16,4.3312E-06,
268,4.17,4.3869E-06,
269,4.18,4.4521E-06,
270,4.19,4.4459E-06,
271,4.2,4.4585E-06,
272,4.21,4.5355E-06,
273,4.22,4.5718E-06,
274,4.23,4.566E-06,
275,4.24,4.602E-06,
276,4.25,4.6769E-06,
277,4.26,4.6871E-06,
278,4.27,4.6861E-06,
279,4.28,4.7504E-06,
280,4.29,4.8017E-06,
281,4.3,4.7929E-06,
282,4.31,4.8125E-06,
283,4.32,4.8906E-06,
284,4.33,4.9152E-06,
285,4.34,4.9063E-06,
286,4.35,4.9576E-06,
287,4.36,5.0222E-06,
288,4.37,5.0248E-06,
289,4.38,5.032E-06,
290,4.39,5.103E-06,
291,4.4,5.1435E-06,
292,4.41,5.1351E-06,
293,4.42,5.1697E-06,
294,4.43,5.2416E-06,
295,4.44,5.2539E-06,
296,4.45,5.2513E-06,
297,4.46,5.3083E-06,
298,4.47,5.3689E-06,
299,4.48,5.359E-06,
300,4.49,5.374E-06,
301,4.5,5.4488E-06,
302,4.51,5.4766E-06,
303,4.52,5.4714E-06,
304,4.53,5.5168E-06,
305,4.54,5.5808E-06,
306,4.55,5.5868E-06,
307,4.56,5.5868E-06,
308,4.57,5.661E-06,
309,4.58,5.6988E-06,
310,4.59,5.6913E-06,
311,4.6,5.7192E-06,
312,4.61,5.7876E-06,
313,4.62,5.8056E-06,
314,4.63,5.8024E-06,
315,4.64,5.8563E-06,
316,4.65,5.916E-06,
317,4.66,5.9072E-06,
318,4.67,5.9208E-06,
319,4.68,5.994E-06,
320,4.69,6.0247E-06,
321,4.7,6.0183E-06,
322,4.71,6.0552E-06,
323,4.72,6.1241E-06,
324,4.73,6.1299E-06,
325,4.74,6.1287E-06,
326,4.75,6.1969E-06,
327,4.76,6.2382E-06,
328,4.77,6.2287E-06,
329,4.78,6.2511E-06,
330,4.79,6.3222E-06,
331,4.8,6.3445E-06,
332,4.81,6.3308E-06,
333,4.82,6.3842E-06,
334,4.83,6.4484E-06,
335,4.84,6.4421E-06,
336,4.85,6.4501E-06,
337,4.86,6.5193E-06,
338,4.87,6.5554E-06,
339,4.88,6.5438E-06,
340,4.89,6.5793E-06,
341,4.9,6.6497E-06,
342,4.91,6.6559E-06,
343,4.92,6.6511E-06,
344,4.93,6.7102E-06,
345,4.94,6.7627E-06,
346,4.95,6.7513E-06,
347,4.96,6.7651E-06,
348,4.97,6.8379E-06,
349,4.98,6.8614E-06,
350,4.99,6.8514E-06,
351,5,6.8984E-06,
352,5.01,6.959E-06,
353,5.02,6.9584E-06,
354,5.03,6.9591E-06,
355,5.04,7.0292E-06,
356,5.05,7.067E-06,
357,5.06,7.0541E-06,
358,5.07,7.0831E-06,
359,5.08,7.1506E-06,
360,5.09,7.1639E-06,
361,5.1,7.1569E-06,
362,5.11,7.2099E-06,
363,5.12,7.2646E-06,
364,5.13,7.2514E-06,
365,5.14,7.2649E-06,
366,5.15,7.3353E-06,
367,5.16,7.3607E-06,
368,5.17,7.3509E-06,
369,5.18,7.39E-06,
370,5.19,7.4519E-06,
371,5.2,7.4568E-06,
372,5.21,7.4527E-06,
373,5.22,7.5205E-06,
374,5.23,7.5548E-06,
375,5.24,7.5435E-06,
376,5.25,7.5688E-06,
377,5.26,7.633E-06,
378,5.27,7.6508E-06,
379,5.28,7.6393E-06,
380,5.29,7.6891E-06,
381,5.3,7.7481E-06,
382,5.31,7.7361E-06,
383,5.32,7.7437E-06,
384,5.33,7.811E-06,
385,5.34,7.8402E-06,
386,5.35,7.8304E-06,
387,5.36,7.8631E-06,
388,5.37,7.9301E-06,
389,5.38,7.9324E-06,
390,5.39,7.9236E-06,
391,5.4,7.9874E-06,
392,5.41,8.0299E-06,
393,5.42,8.0161E-06,
394,5.43,8.0293E-06,
395,5.44,8.0983E-06,
396,5.45,8.1186E-06,
397,5.46,8.1022E-06,
398,5.47,8.15E-06,
399,5.48,8.2073E-06,
400,5.49,8.2005E-06,
401,5.5,8.2011E-06,
402,5.51,8.2694E-06,
403,5.52,8.3023E-06,
404,5.53,8.2853E-06,
405,5.54,8.3139E-06,
406,5.55,8.3809E-06,
407,5.56,8.3866E-06,
408,5.57,8.3775E-06,
409,5.58,8.431E-06,
410,5.59,8.4794E-06,
411,5.6,8.4635E-06,
412,5.61,8.4743E-06,
413,5.62,8.5427E-06,
414,5.63,8.5643E-06,
415,5.64,8.5475E-06,
416,5.65,8.5888E-06,
417,5.66,8.6481E-06,
418,5.67,8.6461E-06,
419,5.68,8.6407E-06,
420,5.69,8.7048E-06,
421,5.7,8.7374E-06,
422,5.71,8.724E-06,
423,5.72,8.7482E-06,
424,5.73,8.8104E-06,
425,5.74,8.8196E-06,
426,5.75,8.8064E-06,
427,5.76,8.854E-06,
428,5.77,8.9085E-06,
429,5.78,8.8914E-06,
430,5.79,8.8991E-06,
431,5.8,8.9643E-06,
432,5.81,8.9874E-06,
433,5.82,8.9746E-06,
434,5.83,9.009E-06,
435,5.84,9.0675E-06,
436,5.85,9.0672E-06,
437,5.86,9.0565E-06,
438,5.87,9.1211E-06,
439,5.88,9.1535E-06,
440,5.89,9.1384E-06,
441,5.9,9.1546E-06,
442,5.91,9.2178E-06,
443,5.92,9.2335E-06,
444,5.93,9.2143E-06,
445,5.94,9.2608E-06,
446,5.95,9.3138E-06,
447,5.96,9.2991E-06,
448,5.97,9.3023E-06,
449,5.98,9.3654E-06,
450,5.99,9.3935E-06,
451,6,9.3751E-06,
452,6.01,9.4032E-06,
453,6.02,9.4686E-06,
454,6.03,9.4676E-06,
455,6.04,9.4548E-06,
456,6.05,9.5096E-06,
457,6.06,9.5496E-06,
458,6.07,9.5306E-06,
459,6.08,9.5422E-06,
460,6.09,9.6072E-06,
461,6.1,9.6228E-06,
462,6.11,9.6015E-06,
463,6.12,9.6441E-06,
464,6.13,9.6986E-06,
465,6.14,9.6886E-06,
466,6.15,9.6846E-06,
467,6.16,9.7458E-06,
468,6.17,9.7745E-06,
469,6.18,9.7574E-06,
470,6.19,9.7802E-06,
471,6.2,9.8408E-06,
472,6.21,9.8431E-06,
473,6.22,9.8302E-06,
474,6.23,9.8782E-06,
475,6.24,9.9252E-06,
476,6.25,9.9026E-06,
477,6.26,9.9086E-06,
478,6.27,9.9727E-06,
479,6.28,9.9907E-06,
480,6.29,9.9706E-06,
481,6.3,1.00091E-05,
482,6.31,1.00615E-05,
483,6.32,1.0057E-05,
484,6.33,1.00466E-05,
485,6.34,1.01081E-05,
486,6.35,1.01365E-05,
487,6.36,1.01164E-05,
488,6.37,1.01345E-05,
489,6.38,1.01908E-05,
490,6.39,1.02015E-05,
491,6.4,1.01826E-05,
492,6.41,1.02275E-05,
493,6.42,1.0274E-05,
494,6.43,1.02543E-05,
495,6.44,1.02599E-05,
496,6.45,1.0319E-05,
497,6.46,1.03393E-05,
498,6.47,1.03193E-05,
499,6.48,1.03485E-05,
500,6.49,1.0406E-05,
501,6.5,1.04013E-05,
