,,,
VG=,1,to,6
NO.,VG,ID,
V,A,,
1,1,1.5605E-08,
2,1.01,-3.0357E-08,
3,1.02,8.269E-09,
4,1.03,2.4067E-08,
5,1.04,-2.4411E-08,
6,1.05,-5.567E-09,
7,1.06,3.0119E-08,
8,1.07,-2.9816E-08,
9,1.08,5.736E-09,
10,1.09,2.5712E-08,
11,1.1,-2.259E-08,
12,1.11,-7.036E-09,
13,1.12,3.0715E-08,
14,1.13,-2.8622E-08,
15,1.14,2.923E-09,
16,1.15,2.7212E-08,
17,1.16,-2.06E-08,
18,1.17,-8.754E-09,
19,1.18,3.1427E-08,
20,1.19,-2.7772E-08,
21,1.2,2.4E-11,
22,1.21,2.8095E-08,
23,1.22,-1.9245E-08,
24,1.23,-1.052E-08,
25,1.24,3.1262E-08,
26,1.25,-2.672E-08,
27,1.26,-2.629E-09,
28,1.27,2.8602E-08,
29,1.28,-3.0339E-08,
30,1.29,2.2277E-08,
31,1.3,8.631E-09,
32,1.31,-3.0493E-08,
33,1.32,2.852E-08,
34,1.33,1.233E-09,
35,1.34,-3.0553E-08,
36,1.35,2.1393E-08,
37,1.36,1.0028E-08,
38,1.37,-3.0087E-08,
39,1.38,2.7483E-08,
40,1.39,3.457E-09,
41,1.4,-3.058E-08,
42,1.41,3.1694E-08,
43,1.42,-1.9331E-08,
44,1.43,-1.0523E-08,
45,1.44,3.1201E-08,
46,1.45,-2.6691E-08,
47,1.46,-2.709E-09,
48,1.47,2.8622E-08,
49,1.48,-3.0464E-08,
50,1.49,2.2208E-08,
51,1.5,8.625E-09,
52,1.51,-3.049E-08,
53,1.52,2.8595E-08,
54,1.53,1.436E-09,
55,1.54,-3.0475E-08,
56,1.55,2.1367E-08,
57,1.56,1.0185E-08,
58,1.57,-2.9918E-08,
59,1.58,2.7587E-08,
60,1.59,3.549E-09,
61,1.6,-3.0364E-08,
62,1.61,3.1717E-08,
63,1.62,-1.9157E-08,
64,1.63,-1.0543E-08,
65,1.64,3.1224E-08,
66,1.65,-2.6715E-08,
67,1.66,-2.712E-09,
68,1.67,2.8797E-08,
69,1.68,-3.0447E-08,
70,1.69,9.462E-09,
71,1.7,2.3269E-08,
72,1.71,-2.5323E-08,
73,1.72,-4.805E-09,
74,1.73,2.9428E-08,
75,1.74,-3.03E-08,
76,1.75,6.998E-09,
77,1.76,2.4695E-08,
78,1.77,-2.3768E-08,
79,1.78,-6.37E-09,
80,1.79,3.0491E-08,
81,1.8,-2.9196E-08,
82,1.81,4.358E-09,
83,1.82,2.6682E-08,
84,1.83,-2.1614E-08,
85,1.84,-7.718E-09,
86,1.85,3.141E-08,
87,1.86,-2.7983E-08,
88,1.87,1.71E-09,
89,1.88,2.8169E-08,
90,1.89,-1.928E-08,
91,1.9,-9.027E-09,
92,1.91,3.2403E-08,
93,1.92,-2.6196E-08,
94,1.93,1.57E-10,
95,1.94,3.0394E-08,
96,1.95,-2.7483E-08,
97,1.96,2.6694E-08,
98,1.97,1.2633E-08,
99,1.98,-2.442E-08,
100,1.99,3.7333E-08,
101,2,1.1159E-08,
102,2.01,-1.6091E-08,
103,2.02,4.0861E-08,
104,2.03,3.4538E-08,
105,2.04,3.339E-09,
106,2.05,6.0315E-08,
107,2.06,7.4412E-08,
108,2.07,4.394E-08,
109,2.08,1.00295E-07,
110,2.09,1.3829E-07,
111,2.1,1.8262E-07,
112,2.11,1.8173E-07,
113,2.12,2.2757E-07,
114,2.13,3.3287E-07,
115,2.14,3.9825E-07,
116,2.15,4.4388E-07,
117,2.16,5.7069E-07,
118,2.17,7.2347E-07,
119,2.18,8.1477E-07,
120,2.19,9.5521E-07,
121,2.2,1.1362E-06,
122,2.21,1.3656E-06,
123,2.22,1.5552E-06,
124,2.23,1.736E-06,
125,2.24,1.9993E-06,
126,2.25,2.306E-06,
127,2.26,2.5318E-06,
128,2.27,2.7987E-06,
129,2.28,3.1431E-06,
130,2.29,3.454E-06,
131,2.3,3.7576E-06,
132,2.31,4.0978E-06,
133,2.32,4.4859E-06,
134,2.33,4.8089E-06,
135,2.34,5.1296E-06,
136,2.35,5.5625E-06,
137,2.36,5.9501E-06,
138,2.37,6.2849E-06,
139,2.38,6.6526E-06,
140,2.39,7.0875E-06,
141,2.4,7.4979E-06,
142,2.41,7.8447E-06,
143,2.42,8.2646E-06,
144,2.43,8.7017E-06,
145,2.44,9.0611E-06,
146,2.45,9.4697E-06,
147,2.46,9.9191E-06,
148,2.47,1.03332E-05,
149,2.48,1.06935E-05,
150,2.49,1.11065E-05,
151,2.5,1.1546E-05,
152,2.51,1.1942E-05,
153,2.52,1.24E-05,
154,2.53,1.2806E-05,
155,2.54,1.3175E-05,
156,2.55,1.3598E-05,
157,2.56,1.408E-05,
158,2.57,1.4462E-05,
159,2.58,1.4835E-05,
160,2.59,1.5292E-05,
161,2.6,1.5712E-05,
162,2.61,1.6113E-05,
163,2.62,1.6517E-05,
164,2.63,1.6969E-05,
165,2.64,1.737E-05,
166,2.65,1.7733E-05,
167,2.66,1.82E-05,
168,2.67,1.8641E-05,
169,2.68,1.9006E-05,
170,2.69,1.939E-05,
171,2.7,1.9843E-05,
172,2.71,2.0283E-05,
173,2.72,2.0644E-05,
174,2.73,2.1055E-05,
175,2.74,2.1504E-05,
176,2.75,2.1882E-05,
177,2.76,2.2279E-05,
178,2.77,2.2716E-05,
179,2.78,2.3133E-05,
180,2.79,2.3488E-05,
181,2.8,2.3876E-05,
182,2.81,2.435E-05,
183,2.82,2.4742E-05,
184,2.83,2.5094E-05,
185,2.84,2.5512E-05,
186,2.85,2.594E-05,
187,2.86,2.6302E-05,
188,2.87,2.6693E-05,
189,2.88,2.7131E-05,
190,2.89,2.7535E-05,
191,2.9,2.788E-05,
192,2.91,2.8278E-05,
193,2.92,2.8736E-05,
194,2.93,2.9109E-05,
195,2.94,2.9455E-05,
196,2.95,2.9872E-05,
197,2.96,3.0285E-05,
198,2.97,3.0655E-05,
199,2.98,3.1021E-05,
200,2.99,3.1452E-05,
201,3,3.1839E-05,
202,3.01,3.2175E-05,
203,3.02,3.2602E-05,
204,3.03,3.3022E-05,
205,3.04,3.338E-05,
206,3.05,3.3719E-05,
207,3.06,3.4142E-05,
208,3.07,3.4554E-05,
209,3.08,3.4885E-05,
210,3.09,3.5262E-05,
211,3.1,3.568E-05,
212,3.11,3.605E-05,
213,3.12,3.6377E-05,
214,3.13,3.6805E-05,
215,3.14,3.7212E-05,
