,,,
VG=,3,to,8
NO.,VG,ID,
V,A,,
1,3,2.3732E-08,
2,3.01,-2.2169E-08,
3,3.02,3.115E-09,
4,3.03,2.0425E-08,
5,3.04,-2.3284E-08,
6,3.05,1.9895E-08,
7,3.06,4.067E-09,
8,3.07,-2.3831E-08,
9,3.08,2.316E-08,
10,3.09,-2.1151E-08,
11,3.1,-3.09E-10,
12,3.11,2.1472E-08,
13,3.12,-1.4601E-08,
14,3.13,-8.475E-09,
15,3.14,2.4165E-08,
16,3.15,-2.009E-08,
17,3.16,-2.562E-09,
18,3.17,2.2178E-08,
19,3.18,-2.3296E-08,
20,3.19,1.6777E-08,
21,3.2,7.217E-09,
22,3.21,-2.3256E-08,
23,3.22,2.133E-08,
24,3.23,2.184E-09,
25,3.24,-2.3315E-08,
26,3.25,2.4491E-08,
27,3.26,-1.4817E-08,
28,3.27,-8.121E-09,
29,3.28,2.4239E-08,
30,3.29,-2.0424E-08,
31,3.3,-2.174E-09,
32,3.31,2.1902E-08,
33,3.32,-2.3373E-08,
34,3.33,1.6938E-08,
35,3.34,6.882E-09,
36,3.35,-2.338E-08,
37,3.36,2.1606E-08,
38,3.37,1.653E-09,
39,3.38,-2.3344E-08,
40,3.39,2.4513E-08,
41,3.4,-2.2453E-08,
42,3.41,3.842E-09,
43,3.42,2.0062E-08,
44,3.43,-2.327E-08,
45,3.44,2.0218E-08,
46,3.45,3.638E-09,
47,3.46,-2.3717E-08,
48,3.47,2.3509E-08,
49,3.48,-2.1454E-08,
50,3.49,6.29E-10,
51,3.5,2.1233E-08,
52,3.51,-1.4849E-08,
53,3.52,-7.966E-09,
54,3.53,2.4245E-08,
55,3.54,-2.0495E-08,
56,3.55,-1.934E-09,
57,3.56,2.1808E-08,
58,3.57,-2.3431E-08,
59,3.58,1.6913E-08,
60,3.59,6.739E-09,
61,3.6,-2.3378E-08,
62,3.61,2.1738E-08,
63,3.62,1.542E-09,
64,3.63,-2.3268E-08,
65,3.64,2.4475E-08,
66,3.65,-2.2463E-08,
67,3.66,4.057E-09,
68,3.67,1.9869E-08,
69,3.68,-2.3111E-08,
70,3.69,2.0341E-08,
71,3.7,3.469E-09,
72,3.71,-2.365E-08,
73,3.72,2.3668E-08,
74,3.73,-2.1496E-08,
75,3.74,7.92E-10,
76,3.75,2.1289E-08,
77,3.76,-2.3286E-08,
78,3.77,1.8552E-08,
79,3.78,5.117E-09,
80,3.79,-2.3756E-08,
81,3.8,2.2491E-08,
82,3.81,-1.138E-09,
83,3.82,-2.3407E-08,
84,3.83,1.6969E-08,
85,3.84,6.663E-09,
86,3.85,-2.338E-08,
87,3.86,2.1769E-08,
88,3.87,1.397E-09,
89,3.88,-2.3301E-08,
90,3.89,2.4429E-08,
91,3.9,-1.5174E-08,
92,3.91,-7.453E-09,
93,3.92,2.4449E-08,
94,3.93,-2.093E-08,
95,3.94,-1.234E-09,
96,3.95,2.1671E-08,
97,3.96,-2.342E-08,
98,3.97,1.7367E-08,
99,3.98,6.307E-09,
100,3.99,-2.3438E-08,
101,4,2.208E-08,
102,4.01,7.45E-10,
103,4.02,-2.3323E-08,
104,4.03,2.4356E-08,
105,4.04,-2.2891E-08,
106,4.05,1.646E-08,
107,4.06,7.899E-09,
108,4.07,-2.3201E-08,
109,4.08,2.0762E-08,
110,4.09,3.075E-09,
111,4.1,-2.3631E-08,
112,4.11,2.4118E-08,
113,4.12,-1.441E-08,
114,4.13,-9.011E-09,
115,4.14,2.4183E-08,
116,4.15,-1.9631E-08,
117,4.16,-3.218E-09,
118,4.17,2.2615E-08,
119,4.18,-2.3171E-08,
120,4.19,1.6677E-08,
121,4.2,7.645E-09,
122,4.21,-2.3219E-08,
123,4.22,2.107E-08,
124,4.23,2.646E-09,
125,4.24,-2.3408E-08,
126,4.25,2.4241E-08,
127,4.26,-2.1942E-08,
128,4.27,2.465E-09,
129,4.28,2.073E-08,
130,4.29,-2.3348E-08,
131,4.3,1.951E-08,
132,4.31,4.319E-09,
133,4.32,-2.3873E-08,
134,4.33,2.2938E-08,
135,4.34,-2.0921E-08,
136,4.35,-9.48E-10,
137,4.36,2.1534E-08,
138,4.37,-2.3404E-08,
139,4.38,1.7602E-08,
140,4.39,6.191E-09,
141,4.4,-2.3561E-08,
142,4.41,2.2167E-08,
143,4.42,6.89E-10,
144,4.43,-2.3187E-08,
145,4.44,1.6768E-08,
146,4.45,7.689E-09,
147,4.46,-2.2906E-08,
148,4.47,2.135E-08,
149,4.48,2.94E-09,
150,4.49,-2.2812E-08,
151,4.5,2.4968E-08,
152,4.51,-2.0985E-08,
153,4.52,3.976E-09,
154,4.53,2.2575E-08,
155,4.54,-2.0838E-08,
156,4.55,2.295E-08,
157,4.56,8.566E-09,
158,4.57,-1.808E-08,
159,4.58,3.0509E-08,
160,4.59,7.098E-09,
161,4.6,-1.0898E-08,
162,4.61,3.3476E-08,
163,4.62,2.5273E-08,
164,4.63,2.535E-08,
165,4.64,5.1617E-08,
166,4.65,2.2216E-08,
167,4.66,3.6496E-08,
168,4.67,7.7275E-08,
169,4.68,5.2768E-08,
170,4.69,5.8467E-08,
171,4.7,1.0978E-07,
172,4.71,8.667E-08,
173,4.72,1.3762E-07,
174,4.73,1.3518E-07,
175,4.74,1.2403E-07,
176,4.75,1.6685E-07,
177,4.76,2.0644E-07,
178,4.77,1.9192E-07,
179,4.78,2.0103E-07,
180,4.79,2.6155E-07,
181,4.8,2.7932E-07,
182,4.81,2.6989E-07,
183,4.82,3.0633E-07,
184,4.83,3.6292E-07,
185,4.84,3.6506E-07,
186,4.85,3.6579E-07,
187,4.86,4.2636E-07,
188,4.87,4.6095E-07,
189,4.88,4.5543E-07,
190,4.89,4.8138E-07,
191,4.9,5.4325E-07,
192,4.91,5.6111E-07,
193,4.92,5.5805E-07,
194,4.93,6.065E-07,
195,4.94,6.6544E-07,
196,4.95,6.6205E-07,
197,4.96,6.7563E-07,
198,4.97,7.4202E-07,
199,4.98,7.7548E-07,
200,4.99,7.7457E-07,
201,5,8.0881E-07,
202,5.01,8.75E-07,
203,5.02,8.8648E-07,
204,5.03,8.8879E-07,
205,5.04,9.4995E-07,
206,5.05,9.9934E-07,
207,5.06,9.9689E-07,
208,5.07,1.01586E-06,
209,5.08,1.08648E-06,
210,5.09,1.11595E-06,
211,5.1,1.11447E-06,
212,5.11,1.1589E-06,
213,5.12,1.2223E-06,
214,5.13,1.2186E-06,
215,5.14,1.2489E-06,
