,,,
VG=,2,to,7
NO.,VG,ID,
V,A,,
1,2,-3.7684E-08,
2,2.01,2.8973E-08,
3,2.02,-3.148E-09,
4,2.03,-4.8276E-08,
5,2.04,2.2505E-08,
6,2.05,1.1663E-08,
7,2.06,-3.5487E-08,
8,2.07,2.8419E-08,
9,2.08,-5.8E-10,
10,2.09,-4.6525E-08,
11,2.1,2.1462E-08,
12,2.11,1.3934E-08,
13,2.12,-3.3204E-08,
14,2.13,2.7832E-08,
15,2.14,2.024E-09,
16,2.15,-4.4095E-08,
17,2.16,2.0693E-08,
18,2.17,1.6678E-08,
19,2.18,-3.0976E-08,
20,2.19,2.6857E-08,
21,2.2,4.367E-09,
22,2.21,-4.222E-08,
23,2.22,3.0543E-08,
24,2.23,-7.891E-09,
25,2.24,-4.5032E-08,
26,2.25,2.5795E-08,
27,2.26,6.641E-09,
28,2.27,-4.0395E-08,
29,2.28,2.9968E-08,
30,2.29,-5.764E-09,
31,2.3,-4.7301E-08,
32,2.31,2.4478E-08,
33,2.32,8.552E-09,
34,2.33,-3.8074E-08,
35,2.34,2.9059E-08,
36,2.35,-3.524E-09,
37,2.36,-4.8116E-08,
38,2.37,2.2518E-08,
39,2.38,1.139E-08,
40,2.39,-3.5666E-08,
41,2.4,2.8476E-08,
42,2.41,-9.68E-10,
43,2.42,-4.6969E-08,
44,2.43,2.1598E-08,
45,2.44,1.3629E-08,
46,2.45,-3.3388E-08,
47,2.46,2.7826E-08,
48,2.47,1.722E-09,
49,2.48,-4.4287E-08,
50,2.49,2.0802E-08,
51,2.5,1.621E-08,
52,2.51,-3.1114E-08,
53,2.52,2.6992E-08,
54,2.53,4.164E-09,
55,2.54,-4.2348E-08,
56,2.55,3.0601E-08,
57,2.56,-8.146E-09,
58,2.57,-4.4861E-08,
59,2.58,2.5993E-08,
60,2.59,6.502E-09,
61,2.6,-4.0346E-08,
62,2.61,3.0044E-08,
63,2.62,-5.962E-09,
64,2.63,-4.6749E-08,
65,2.64,2.4526E-08,
66,2.65,8.383E-09,
67,2.66,-3.8204E-08,
68,2.67,2.9167E-08,
69,2.68,-3.737E-09,
70,2.69,-4.8143E-08,
71,2.7,2.2731E-08,
72,2.71,1.1161E-08,
73,2.72,-3.5949E-08,
74,2.73,2.8568E-08,
75,2.74,-1.216E-09,
76,2.75,-4.7088E-08,
77,2.76,2.1677E-08,
78,2.77,1.351E-08,
79,2.78,-3.3562E-08,
80,2.79,2.7876E-08,
81,2.8,1.501E-09,
82,2.81,-4.4482E-08,
83,2.82,2.0861E-08,
84,2.83,1.5953E-08,
85,2.84,-3.1414E-08,
86,2.85,2.7041E-08,
87,2.86,3.915E-09,
88,2.87,-4.2511E-08,
89,2.88,3.0573E-08,
90,2.89,-8.448E-09,
91,2.9,-4.4589E-08,
92,2.91,2.5962E-08,
93,2.92,6.215E-09,
94,2.93,-4.0758E-08,
95,2.94,3.0095E-08,
96,2.95,-6.12E-09,
97,2.96,-4.68E-08,
98,2.97,2.4601E-08,
99,2.98,8.131E-09,
100,2.99,-3.8432E-08,
101,3,2.914E-08,
102,3.01,-3.917E-09,
103,3.02,-4.8211E-08,
104,3.03,2.2875E-08,
105,3.04,1.1061E-08,
106,3.05,-3.6006E-08,
107,3.06,2.8616E-08,
108,3.07,-1.413E-09,
109,3.08,-4.7121E-08,
110,3.09,2.1804E-08,
111,3.1,1.3204E-08,
112,3.11,-3.3613E-08,
113,3.12,2.7963E-08,
114,3.13,1.478E-09,
115,3.14,-4.451E-08,
116,3.15,2.0932E-08,
117,3.16,1.6126E-08,
118,3.17,-3.1194E-08,
119,3.18,2.7411E-08,
120,3.19,4.362E-09,
121,3.2,-4.1687E-08,
122,3.21,3.1646E-08,
123,3.22,-7.078E-09,
124,3.23,-4.2696E-08,
125,3.24,2.8466E-08,
126,3.25,9.297E-09,
127,3.26,-3.6087E-08,
128,3.27,2.5386E-08,
129,3.28,2.856E-08,
130,3.29,-1.8498E-08,
131,3.3,3.9724E-08,
132,3.31,2.7589E-08,
133,3.32,-9.138E-09,
134,3.33,6.3866E-08,
135,3.34,4.2641E-08,
136,3.35,1.3319E-08,
137,3.36,1.02934E-07,
138,3.37,9.702E-08,
139,3.38,8.889E-08,
140,3.39,1.9005E-07,
141,3.4,2.6442E-07,
142,3.41,2.585E-07,
143,3.42,3.1883E-07,
144,3.43,4.5822E-07,
145,3.44,5.4328E-07,
146,3.45,6.1713E-07,
147,3.46,7.7765E-07,
148,3.47,9.6205E-07,
149,3.48,1.07108E-06,
150,3.49,1.2773E-06,
151,3.5,1.4461E-06,
152,3.51,1.7166E-06,
153,3.52,1.9577E-06,
154,3.53,2.1547E-06,
155,3.54,2.4605E-06,
156,3.55,2.7894E-06,
157,3.56,3.0184E-06,
158,3.57,3.3448E-06,
159,3.58,3.7087E-06,
160,3.59,3.9764E-06,
161,3.6,4.3347E-06,
162,3.61,4.7317E-06,
163,3.62,5.0412E-06,
164,3.63,5.3764E-06,
165,3.64,5.809E-06,
166,3.65,6.178E-06,
167,3.66,6.5088E-06,
168,3.67,6.9558E-06,
169,3.68,7.3355E-06,
170,3.69,7.6767E-06,
171,3.7,8.1409E-06,
172,3.71,8.5503E-06,
173,3.72,8.8879E-06,
174,3.73,9.3205E-06,
175,3.74,9.7546E-06,
176,3.75,1.00856E-05,
177,3.76,1.05373E-05,
178,3.77,1.09845E-05,
179,3.78,1.13309E-05,
180,3.79,1.1716E-05,
181,3.8,1.215E-05,
182,3.81,1.2621E-05,
183,3.82,1.2977E-05,
184,3.83,1.3351E-05,
185,3.84,1.3818E-05,
186,3.85,1.4244E-05,
187,3.86,1.4624E-05,
188,3.87,1.5034E-05,
189,3.88,1.5489E-05,
190,3.89,1.5869E-05,
191,3.9,1.6238E-05,
192,3.91,1.6717E-05,
193,3.92,1.7154E-05,
194,3.93,1.7493E-05,
195,3.94,1.7875E-05,
196,3.95,1.8336E-05,
197,3.96,1.8783E-05,
198,3.97,1.9128E-05,
199,3.98,1.955E-05,
200,3.99,1.998E-05,
201,4,2.0339E-05,
202,4.01,2.074E-05,
203,4.02,2.1193E-05,
204,4.03,2.1621E-05,
205,4.04,2.1953E-05,
206,4.05,2.2353E-05,
207,4.06,2.2798E-05,
208,4.07,2.321E-05,
209,4.08,2.3568E-05,
210,4.09,2.3988E-05,
211,4.1,2.4416E-05,
212,4.11,2.4745E-05,
213,4.12,2.5138E-05,
214,4.13,2.5594E-05,
