,,,
VG=,1.5,to,6.5
NO.,VG,ID,
V,A,,
1,1.5,2.0791E-08,
2,1.51,-2.4179E-08,
3,1.52,-3.256E-09,
4,1.53,2.6899E-08,
5,1.54,-2.7896E-08,
6,1.55,2.0332E-08,
7,1.56,8.349E-09,
8,1.57,-2.7938E-08,
9,1.58,2.604E-08,
10,1.59,2.354E-09,
11,1.6,-2.8272E-08,
12,1.61,2.9019E-08,
13,1.62,-1.8504E-08,
14,1.63,-8.942E-09,
15,1.64,2.906E-08,
16,1.65,-2.5205E-08,
17,1.66,-1.796E-09,
18,1.67,2.6385E-08,
19,1.68,-2.7913E-08,
20,1.69,2.1247E-08,
21,1.7,7.199E-09,
22,1.71,-2.8181E-08,
23,1.72,2.6647E-08,
24,1.73,6.29E-10,
25,1.74,-2.8204E-08,
26,1.75,2.0114E-08,
27,1.76,8.757E-09,
28,1.77,-2.7787E-08,
29,1.78,2.583E-08,
30,1.79,2.824E-09,
31,1.8,-2.8388E-08,
32,1.81,2.9003E-08,
33,1.82,-1.8175E-08,
34,1.83,-9.387E-09,
35,1.84,2.8839E-08,
36,1.85,-2.4815E-08,
37,1.86,-2.375E-09,
38,1.87,2.6607E-08,
39,1.88,-2.7878E-08,
40,1.89,2.0829E-08,
41,1.9,7.718E-09,
42,1.91,-2.8103E-08,
43,1.92,2.6472E-08,
44,1.93,1.453E-09,
45,1.94,-2.8209E-08,
46,1.95,1.9991E-08,
47,1.96,9.276E-09,
48,1.97,-2.7785E-08,
49,1.98,2.5494E-08,
50,1.99,3.407E-09,
51,2,-2.8357E-08,
52,2.01,2.8966E-08,
53,2.02,-1.7801E-08,
54,2.03,-9.914E-09,
55,2.04,2.8731E-08,
56,2.05,-2.4416E-08,
57,2.06,-3.004E-09,
58,2.07,2.6691E-08,
59,2.08,-2.7806E-08,
60,2.09,2.0514E-08,
61,2.1,8.182E-09,
62,2.11,-2.789E-08,
63,2.12,2.621E-08,
64,2.13,2.088E-09,
65,2.14,-2.8241E-08,
66,2.15,2.8988E-08,
67,2.16,-1.8638E-08,
68,2.17,-8.673E-09,
69,2.18,2.9038E-08,
70,2.19,-2.5228E-08,
71,2.2,-1.321E-09,
72,2.21,2.6197E-08,
73,2.22,-1.7484E-08,
74,2.23,-1.0272E-08,
75,2.24,2.8673E-08,
76,2.25,-2.4105E-08,
77,2.26,-3.509E-09,
78,2.27,2.7037E-08,
79,2.28,-2.7812E-08,
80,2.29,2.0234E-08,
81,2.3,8.618E-09,
82,2.31,-2.7834E-08,
83,2.32,2.5833E-08,
84,2.33,2.61E-09,
85,2.34,-2.8227E-08,
86,2.35,2.9035E-08,
87,2.36,-1.8318E-08,
88,2.37,-9.17E-09,
89,2.38,2.8812E-08,
90,2.39,-2.491E-08,
91,2.4,-2.104E-09,
92,2.41,2.6417E-08,
93,2.42,-2.7785E-08,
94,2.43,2.0966E-08,
95,2.44,7.564E-09,
96,2.45,-2.8012E-08,
97,2.46,2.651E-08,
98,2.47,1.223E-09,
99,2.48,-2.8215E-08,
100,2.49,2.0041E-08,
101,2.5,9.152E-09,
102,2.51,-2.7453E-08,
103,2.52,2.565E-08,
104,2.53,3.414E-09,
105,2.54,-2.7855E-08,
106,2.55,2.9381E-08,
107,2.56,-1.7112E-08,
108,2.57,-8.651E-09,
109,2.58,2.9929E-08,
110,2.59,-2.2879E-08,
111,2.6,-5.31E-10,
112,2.61,2.9763E-08,
113,2.62,-2.3704E-08,
114,2.63,2.6047E-08,
115,2.64,1.5277E-08,
116,2.65,-1.8134E-08,
117,2.66,3.9445E-08,
118,2.67,1.9531E-08,
119,2.68,3.2537E-08,
120,2.69,5.1674E-08,
121,2.7,1.6739E-08,
122,2.71,4.9893E-08,
123,2.72,9.7024E-08,
124,2.73,7.4487E-08,
125,2.74,1.04426E-07,
126,2.75,1.4582E-07,
127,2.76,2.2216E-07,
128,2.77,2.3321E-07,
129,2.78,2.752E-07,
130,2.79,3.9284E-07,
131,2.8,4.8251E-07,
132,2.81,5.5284E-07,
133,2.82,6.7433E-07,
134,2.83,8.5172E-07,
135,2.84,9.7874E-07,
136,2.85,1.11521E-06,
137,2.86,1.3565E-06,
138,2.87,1.5496E-06,
139,2.88,1.741E-06,
140,2.89,2.0231E-06,
141,2.9,2.2866E-06,
142,2.91,2.5188E-06,
143,2.92,2.8177E-06,
144,2.93,3.155E-06,
145,2.94,3.4547E-06,
146,2.95,3.7381E-06,
147,2.96,4.0903E-06,
148,2.97,4.4911E-06,
149,2.98,4.7989E-06,
150,2.99,5.1385E-06,
151,3,5.5441E-06,
152,3.01,5.9168E-06,
153,3.02,6.2788E-06,
154,3.03,6.6643E-06,
155,3.04,7.0926E-06,
156,3.05,7.4544E-06,
157,3.06,7.8105E-06,
158,3.07,8.2689E-06,
159,3.08,8.6818E-06,
160,3.09,9.0403E-06,
161,3.1,9.4277E-06,
162,3.11,9.8766E-06,
163,3.12,1.0273E-05,
164,3.13,1.06658E-05,
165,3.14,1.10904E-05,
166,3.15,1.1485E-05,
167,3.16,1.1889E-05,
168,3.17,1.2337E-05,
169,3.18,1.2763E-05,
170,3.19,1.3133E-05,
171,3.2,1.3566E-05,
172,3.21,1.4003E-05,
173,3.22,1.4367E-05,
174,3.23,1.4792E-05,
175,3.24,1.5239E-05,
176,3.25,1.565E-05,
177,3.26,1.6017E-05,
178,3.27,1.6434E-05,
179,3.28,1.6914E-05,
180,3.29,1.7292E-05,
181,3.3,1.7666E-05,
182,3.31,1.8107E-05,
183,3.32,1.8527E-05,
184,3.33,1.8919E-05,
185,3.34,1.9315E-05,
186,3.35,1.9759E-05,
187,3.36,2.0158E-05,
188,3.37,2.0511E-05,
189,3.38,2.0967E-05,
190,3.39,2.1401E-05,
191,3.4,2.1772E-05,
192,3.41,2.2139E-05,
193,3.42,2.2581E-05,
194,3.43,2.2989E-05,
195,3.44,2.3373E-05,
196,3.45,2.3772E-05,
197,3.46,2.4207E-05,
198,3.47,2.459E-05,
199,3.48,2.4944E-05,
200,3.49,2.5397E-05,
201,3.5,2.5816E-05,
202,3.51,2.6157E-05,
203,3.52,2.6536E-05,
204,3.53,2.6975E-05,
205,3.54,2.7388E-05,
206,3.55,2.7734E-05,
207,3.56,2.8144E-05,
208,3.57,2.8559E-05,
209,3.58,2.8922E-05,
210,3.59,2.9304E-05,
211,3.6,2.973E-05,
212,3.61,3.0122E-05,
213,3.62,3.0461E-05,
214,3.63,3.0847E-05,
