,,,
VD=,5,to,10
VG=,5,to,10
NO.,VD,ID,ISUB
V,A,A,
1,5,5.212E-09,1.4479E-08
2,5.01,-1.1199E-08,-2.959E-09
3,5.02,9.349E-09,-1.5122E-08
4,5.03,1.0282E-08,-1.5934E-08
5,5.04,1.1241E-08,-1.5126E-08
6,5.05,1.0335E-08,-1.6014E-08
7,5.06,1.1318E-08,-1.5156E-08
8,5.07,1.041E-08,-1.6053E-08
9,5.08,1.1332E-08,-1.5182E-08
10,5.09,1.0508E-08,-1.6163E-08
11,5.1,1.138E-08,-1.5186E-08
12,5.11,1.0621E-08,-1.6117E-08
13,5.12,1.1385E-08,3.42E-09
14,5.13,-1.0632E-08,1.5633E-08
15,5.14,-1.0813E-08,1.6266E-08
16,5.15,-1.0719E-08,1.538E-08
17,5.16,-1.0907E-08,1.6365E-08
18,5.17,-1.0824E-08,1.5416E-08
19,5.18,-1.0976E-08,1.6334E-08
20,5.19,-1.0836E-08,1.546E-08
21,5.2,-1.1045E-08,1.6321E-08
22,5.21,-1.1151E-08,-3.894E-09
23,5.22,9.802E-09,-1.5163E-08
24,5.23,1.0543E-08,-1.6136E-08
25,5.24,1.1361E-08,3.343E-09
26,5.25,-1.057E-08,1.5304E-08
27,5.26,-1.0798E-08,1.6211E-08
28,5.27,-1.0668E-08,1.5555E-08
29,5.28,-1.0862E-08,1.6331E-08
30,5.29,-1.0734E-08,1.5381E-08
31,5.3,-1.094E-08,1.6343E-08
32,5.31,-1.0815E-08,1.5437E-08
33,5.32,-1.1018E-08,1.6308E-08
34,5.33,-1.117E-08,-3.793E-09
35,5.34,9.799E-09,-1.5163E-08
36,5.35,1.0507E-08,-1.6103E-08
37,5.36,1.1344E-08,3.257E-09
38,5.37,-1.0567E-08,1.5801E-08
39,5.38,-1.0772E-08,1.6215E-08
40,5.39,-1.1141E-08,-2.824E-09
41,5.4,9.308E-09,-1.5108E-08
42,5.41,1.0258E-08,-1.5858E-08
43,5.42,1.1247E-08,-1.5114E-08
44,5.43,1.033E-08,-1.5966E-08
45,5.44,1.1331E-08,-1.5136E-08
46,5.45,1.0409E-08,-1.609E-08
47,5.46,1.1352E-08,-1.5129E-08
48,5.47,1.0499E-08,-1.6131E-08
49,5.48,1.1382E-08,3.135E-09
50,5.49,-1.0523E-08,1.5843E-08
51,5.5,-1.0831E-08,1.6224E-08
52,5.51,-1.1161E-08,1.5405E-08
53,5.52,-1.0855E-08,1.6298E-08
54,5.53,-1.1174E-08,-3.034E-09
55,5.54,9.465E-09,-1.5124E-08
56,5.55,1.0316E-08,-1.5912E-08
57,5.56,1.1265E-08,-1.5129E-08
58,5.57,1.0381E-08,-1.6038E-08
59,5.58,1.1345E-08,-1.5135E-08
60,5.59,1.0441E-08,-1.6156E-08
61,5.6,1.1374E-08,-1.5214E-08
62,5.61,1.056E-08,-1.6152E-08
63,5.62,1.1394E-08,3.285E-09
64,5.63,-1.0577E-08,1.5374E-08
65,5.64,-1.0782E-08,1.6256E-08
66,5.65,-1.1157E-08,-2.878E-09
67,5.66,9.361E-09,-1.5119E-08
68,5.67,1.0268E-08,-1.593E-08
69,5.68,1.1238E-08,-1.5116E-08
70,5.69,1.0312E-08,-1.599E-08
71,5.7,1.1291E-08,-1.5133E-08
72,5.71,1.0363E-08,-1.6085E-08
73,5.72,1.1341E-08,-1.5199E-08
74,5.73,1.0511E-08,-1.6184E-08
75,5.74,1.1381E-08,3.144E-09
76,5.75,-1.0523E-08,1.5819E-08
77,5.76,-1.0822E-08,1.6224E-08
78,5.77,-1.1162E-08,-2.722E-09
79,5.78,9.256E-09,-1.5106E-08
80,5.79,1.0223E-08,-1.5844E-08
81,5.8,1.1197E-08,-1.5117E-08
82,5.81,1.0239E-08,-1.5972E-08
83,5.82,1.126E-08,-1.5158E-08
84,5.83,1.0334E-08,-1.6039E-08
85,5.84,1.1298E-08,-1.5112E-08
86,5.85,1.0402E-08,-1.6131E-08
87,5.86,1.1343E-08,-1.5156E-08
88,5.87,1.052E-08,-1.616E-08
89,5.88,1.1389E-08,3.254E-09
90,5.89,-1.054E-08,1.5384E-08
91,5.9,-1.0794E-08,1.6249E-08
92,5.91,-1.1158E-08,-2.812E-09
93,5.92,9.323E-09,-1.512E-08
94,5.93,1.0241E-08,-1.5924E-08
95,5.94,1.1196E-08,-1.5088E-08
96,5.95,1.0261E-08,-1.5956E-08
97,5.96,1.1246E-08,-1.5117E-08
98,5.97,1.0327E-08,-1.6076E-08
99,5.98,1.1316E-08,-1.5127E-08
100,5.99,1.0418E-08,-1.6103E-08
101,6,1.1336E-08,-1.5138E-08
102,6.01,1.0564E-08,-1.6141E-08
103,6.02,1.1385E-08,3.305E-09
104,6.03,-1.0599E-08,1.5738E-08
105,6.04,-1.0789E-08,1.6298E-08
106,6.05,-1.0654E-08,1.5384E-08
107,6.06,-1.0828E-08,1.6362E-08
108,6.07,-1.0754E-08,1.5386E-08
109,6.08,-1.095E-08,1.6364E-08
110,6.09,-1.0803E-08,1.5362E-08
111,6.1,-1.103E-08,1.6307E-08
112,6.11,-1.1161E-08,-3.735E-09
113,6.12,9.774E-09,-1.5168E-08
114,6.13,1.0465E-08,-1.6154E-08
115,6.14,1.1343E-08,3.174E-09
116,6.15,-1.0491E-08,1.5784E-08
117,6.16,-1.0781E-08,1.6188E-08
