,,,
VG=,0,to,5
NO.,VG,ID,
V,A,,
1,0,-2.2588E-08,
2,0.01,-2.031E-09,
3,0.02,3.697E-08,
4,0.03,-1.4982E-08,
5,0.04,-1.6119E-08,
6,0.05,3.2211E-08,
7,0.06,-2.138E-08,
8,0.07,-4.869E-09,
9,0.08,3.7399E-08,
10,0.09,-2.5246E-08,
11,0.1,8.591E-09,
12,0.11,3.2614E-08,
13,0.12,-1.9693E-08,
14,0.13,-7.343E-09,
15,0.14,3.7555E-08,
16,0.15,-2.4157E-08,
17,0.16,6.019E-09,
18,0.17,3.4823E-08,
19,0.18,-2.8265E-08,
20,0.19,2.3138E-08,
21,0.2,5.46E-09,
22,0.21,-3.8564E-08,
23,0.22,2.6517E-08,
24,0.23,-5.37E-09,
25,0.24,-4.1529E-08,
26,0.25,2.1956E-08,
27,0.26,7.412E-09,
28,0.27,-3.6686E-08,
29,0.28,2.5496E-08,
30,0.29,-3.316E-09,
31,0.3,-4.2578E-08,
32,0.31,2.0578E-08,
33,0.32,9.68E-09,
34,0.33,-3.4164E-08,
35,0.34,2.5042E-08,
36,0.35,-6.3E-10,
37,0.36,-4.1837E-08,
38,0.37,2.0102E-08,
39,0.38,1.1621E-08,
40,0.39,-3.1581E-08,
41,0.4,2.4517E-08,
42,0.41,2.113E-09,
43,0.42,-3.9937E-08,
44,0.43,1.9846E-08,
45,0.44,1.3389E-08,
46,0.45,-2.9074E-08,
47,0.46,2.3631E-08,
48,0.47,4.718E-09,
49,0.48,-3.8934E-08,
50,0.49,2.7512E-08,
51,0.5,-5.956E-09,
52,0.51,-4.0422E-08,
53,0.52,2.303E-08,
54,0.53,7.143E-09,
55,0.54,-3.6926E-08,
56,0.55,2.6984E-08,
57,0.56,-2.986E-09,
58,0.57,-4.0716E-08,
59,0.58,2.3238E-08,
60,0.59,1.1379E-08,
61,0.6,-3.2038E-08,
62,0.61,2.9351E-08,
63,0.62,3.554E-09,
64,0.63,-3.5665E-08,
65,0.64,2.8963E-08,
66,0.65,2.1765E-08,
67,0.66,-2.1271E-08,
68,0.67,4.1828E-08,
69,0.68,2.4144E-08,
70,0.69,6.551E-09,
71,0.7,6.3906E-08,
72,0.71,3.1581E-08,
73,0.72,1.0927E-08,
74,0.73,8.0878E-08,
75,0.74,7.345E-08,
76,0.75,4.5897E-08,
77,0.76,1.13769E-07,
78,0.77,1.2712E-07,
79,0.78,1.6068E-07,
80,0.79,1.3122E-07,
81,0.8,1.4791E-07,
82,0.81,2.2076E-07,
83,0.82,2.241E-07,
84,0.83,2.1741E-07,
85,0.84,2.7598E-07,
86,0.85,3.4097E-07,
87,0.86,3.2111E-07,
88,0.87,3.1932E-07,
89,0.88,4.1648E-07,
90,0.89,4.4847E-07,
91,0.9,4.4392E-07,
92,0.91,4.9093E-07,
93,0.92,5.6523E-07,
94,0.93,5.7589E-07,
95,0.94,5.7686E-07,
96,0.95,6.6853E-07,
97,0.96,7.3022E-07,
98,0.97,7.2221E-07,
99,0.98,7.4972E-07,
100,0.99,8.3898E-07,
101,1,8.7142E-07,
102,1.01,8.8004E-07,
103,1.02,9.4304E-07,
104,1.03,1.02565E-06,
105,1.04,1.02041E-06,
106,1.05,1.03304E-06,
107,1.06,1.13863E-06,
108,1.07,1.1844E-06,
109,1.08,1.2237E-06,
110,1.09,1.2217E-06,
111,1.1,1.2889E-06,
112,1.11,1.3739E-06,
113,1.12,1.3771E-06,
114,1.13,1.3887E-06,
115,1.14,1.4904E-06,
116,1.15,1.5534E-06,
117,1.16,1.551E-06,
118,1.17,1.5902E-06,
119,1.18,1.6849E-06,
120,1.19,1.7093E-06,
121,1.2,1.7213E-06,
122,1.21,1.8015E-06,
123,1.22,1.8795E-06,
124,1.23,1.874E-06,
125,1.24,1.8839E-06,
126,1.25,1.9952E-06,
127,1.26,2.0369E-06,
128,1.27,2.0427E-06,
129,1.28,2.1E-06,
130,1.29,2.1817E-06,
131,1.3,2.1997E-06,
132,1.31,2.2068E-06,
133,1.32,2.3095E-06,
134,1.33,2.3718E-06,
135,1.34,2.3681E-06,
136,1.35,2.406E-06,
137,1.36,2.4941E-06,
138,1.37,2.5333E-06,
139,1.38,2.5434E-06,
140,1.39,2.6104E-06,
141,1.4,2.6944E-06,
142,1.41,2.6886E-06,
143,1.42,2.7085E-06,
144,1.43,2.8122E-06,
145,1.44,2.8606E-06,
146,1.45,2.865E-06,
147,1.46,2.9091E-06,
148,1.47,3.0024E-06,
149,1.48,3.0221E-06,
150,1.49,3.031E-06,
151,1.5,3.1235E-06,
152,1.51,3.1869E-06,
153,1.52,3.1847E-06,
154,1.53,3.2069E-06,
155,1.54,3.309E-06,
156,1.55,3.3499E-06,
157,1.56,3.3485E-06,
158,1.57,3.4146E-06,
159,1.58,3.5004E-06,
160,1.59,3.5033E-06,
161,1.6,3.5146E-06,
162,1.61,3.6151E-06,
163,1.62,3.6781E-06,
164,1.63,3.6744E-06,
165,1.64,3.7134E-06,
166,1.65,3.8072E-06,
167,1.66,3.8306E-06,
168,1.67,3.8421E-06,
169,1.68,3.9199E-06,
170,1.69,3.998E-06,
171,1.7,3.9905E-06,
172,1.71,3.9992E-06,
173,1.72,4.1084E-06,
174,1.73,4.1543E-06,
175,1.74,4.1542E-06,
176,1.75,4.2111E-06,
177,1.76,4.2903E-06,
178,1.77,4.3067E-06,
179,1.78,4.3115E-06,
180,1.79,4.4128E-06,
181,1.8,4.4742E-06,
182,1.81,4.4682E-06,
183,1.82,4.5024E-06,
184,1.83,4.59E-06,
185,1.84,4.6281E-06,
186,1.85,4.6345E-06,
187,1.86,4.6996E-06,
188,1.87,4.7831E-06,
189,1.88,4.7736E-06,
190,1.89,4.7924E-06,
191,1.9,4.8934E-06,
192,1.91,4.9405E-06,
193,1.92,4.9413E-06,
194,1.93,4.9855E-06,
195,1.94,5.0764E-06,
196,1.95,5.095E-06,
197,1.96,5.0995E-06,
198,1.97,5.1895E-06,
199,1.98,5.252E-06,
200,1.99,5.2494E-06,
201,2,5.2666E-06,
202,2.01,5.3658E-06,
203,2.02,5.4057E-06,
204,2.03,5.4011E-06,
205,2.04,5.4692E-06,
206,2.05,5.5476E-06,
207,2.06,5.5498E-06,
208,2.07,5.5586E-06,
209,2.08,5.6568E-06,
210,2.09,5.7179E-06,
211,2.1,5.7114E-06,
212,2.11,5.7497E-06,
213,2.12,5.84E-06,
214,2.13,5.8622E-06,
215,2.14,5.8703E-06,
