,,,
VG=,1.5,to,6.5
NO.,VG,ID,
V,A,,
1,1.5,-2.6396E-08,
2,1.51,-5.799E-09,
3,1.52,4.5118E-08,
4,1.53,-3.1587E-08,
5,1.54,9.892E-09,
6,1.55,4.1388E-08,
7,1.56,-2.4523E-08,
8,1.57,-8.87E-09,
9,1.58,4.5046E-08,
10,1.59,-3.0188E-08,
11,1.6,6.558E-09,
12,1.61,4.4024E-08,
13,1.62,-2.1903E-08,
14,1.63,-1.201E-08,
15,1.64,4.3731E-08,
16,1.65,-2.9218E-08,
17,1.66,2.917E-09,
18,1.67,4.5216E-08,
19,1.68,-1.9982E-08,
20,1.69,-1.536E-08,
21,1.7,4.1562E-08,
22,1.71,-2.8667E-08,
23,1.72,-8.82E-10,
24,1.73,4.4994E-08,
25,1.74,-1.9404E-08,
26,1.75,-1.8216E-08,
27,1.76,3.875E-08,
28,1.77,-2.7517E-08,
29,1.78,-4.48E-09,
30,1.79,4.481E-08,
31,1.8,-3.2052E-08,
32,1.81,1.0917E-08,
33,1.82,4.0432E-08,
34,1.83,-2.5381E-08,
35,1.84,-7.502E-09,
36,1.85,4.5151E-08,
37,1.86,-3.0617E-08,
38,1.87,8.005E-09,
39,1.88,4.2943E-08,
40,1.89,-2.2994E-08,
41,1.9,-1.0506E-08,
42,1.91,4.4478E-08,
43,1.92,-2.9678E-08,
44,1.93,4.417E-09,
45,1.94,4.5103E-08,
46,1.95,-2.0616E-08,
47,1.96,-1.4209E-08,
48,1.97,4.2585E-08,
49,1.98,-2.8915E-08,
50,1.99,7.39E-10,
51,2,4.5134E-08,
52,2.01,-1.974E-08,
53,2.02,-1.696E-08,
54,2.03,3.989E-08,
55,2.04,-2.7915E-08,
56,2.05,-3.251E-09,
57,2.06,4.4874E-08,
58,2.07,-1.8949E-08,
59,2.08,-1.981E-08,
60,2.09,3.7275E-08,
61,2.1,-2.6399E-08,
62,2.11,-6.37E-09,
63,2.12,4.5117E-08,
64,2.13,-3.1269E-08,
65,2.14,9.14E-09,
66,2.15,4.201E-08,
67,2.16,-2.3992E-08,
68,2.17,-9.316E-09,
69,2.18,4.4876E-08,
70,2.19,-2.9878E-08,
71,2.2,6.002E-09,
72,2.21,4.4486E-08,
73,2.22,-2.1529E-08,
74,2.23,-1.2751E-08,
75,2.24,4.357E-08,
76,2.25,-2.9291E-08,
77,2.26,2.289E-09,
78,2.27,4.55E-08,
79,2.28,-2.0023E-08,
80,2.29,-1.6004E-08,
81,2.3,4.1435E-08,
82,2.31,-2.8751E-08,
83,2.32,-1.713E-09,
84,2.33,4.5171E-08,
85,2.34,-1.9511E-08,
86,2.35,-1.8747E-08,
87,2.36,3.881E-08,
88,2.37,-2.7495E-08,
89,2.38,-5.222E-09,
90,2.39,4.5594E-08,
91,2.4,-3.2473E-08,
92,2.41,1.0593E-08,
93,2.42,4.1544E-08,
94,2.43,-2.5632E-08,
95,2.44,-8.186E-09,
96,2.45,4.581E-08,
97,2.46,-3.0979E-08,
98,2.47,7.394E-09,
99,2.48,4.4119E-08,
100,2.49,-2.3003E-08,
101,2.5,-1.1213E-08,
102,2.51,4.4862E-08,
103,2.52,-3.0006E-08,
104,2.53,4.081E-09,
105,2.54,4.6084E-08,
106,2.55,-2.0756E-08,
107,2.56,-1.475E-08,
108,2.57,4.3077E-08,
109,2.58,-2.8971E-08,
110,2.59,5.59E-10,
111,2.6,4.6627E-08,
112,2.61,-1.8839E-08,
113,2.62,-1.6302E-08,
114,2.63,4.2073E-08,
115,2.64,-2.5709E-08,
116,2.65,-4.83E-10,
117,2.66,5.0138E-08,
118,2.67,-2.6686E-08,
119,2.68,3.1573E-08,
120,2.69,2.4966E-08,
121,2.7,-2.8661E-08,
122,2.71,4.8103E-08,
123,2.72,2.4814E-08,
124,2.73,1.591E-09,
125,2.74,7.0743E-08,
126,2.75,3.457E-08,
127,2.76,1.0261E-08,
128,2.77,9.7289E-08,
129,2.78,5.7E-08,
130,2.79,1.3517E-07,
131,2.8,1.2498E-07,
132,2.81,1.0524E-07,
133,2.82,1.7237E-07,
134,2.83,2.346E-07,
135,2.84,1.9843E-07,
136,2.85,1.9108E-07,
137,2.86,2.9635E-07,
138,2.87,3.3091E-07,
139,2.88,3.0903E-07,
140,2.89,3.6401E-07,
141,2.9,4.4587E-07,
142,2.91,4.4724E-07,
143,2.92,4.4596E-07,
144,2.93,5.512E-07,
145,2.94,6.1901E-07,
146,2.95,5.9868E-07,
147,2.96,6.3056E-07,
148,2.97,7.365E-07,
149,2.98,7.6693E-07,
150,2.99,7.6748E-07,
151,3,8.4212E-07,
152,3.01,9.3589E-07,
153,3.02,9.2598E-07,
154,3.03,9.3721E-07,
155,3.04,1.05621E-06,
156,3.05,1.11289E-06,
157,3.06,1.10708E-06,
158,3.07,1.15005E-06,
159,3.08,1.2423E-06,
160,3.09,1.3277E-06,
161,3.1,1.313E-06,
162,3.11,1.3271E-06,
163,3.12,1.4502E-06,
164,3.13,1.5036E-06,
165,3.14,1.4946E-06,
166,3.15,1.5682E-06,
167,3.16,1.6604E-06,
168,3.17,1.6719E-06,
169,3.18,1.6821E-06,
170,3.19,1.799E-06,
171,3.2,1.8758E-06,
172,3.21,1.8618E-06,
173,3.22,1.9037E-06,
174,3.23,2.0168E-06,
175,3.24,2.0491E-06,
176,3.25,2.058E-06,
177,3.26,2.1383E-06,
178,3.27,2.2366E-06,
179,3.28,2.227E-06,
180,3.29,2.2422E-06,
181,3.3,2.3663E-06,
182,3.31,2.4189E-06,
183,3.32,2.4192E-06,
184,3.33,2.4804E-06,
185,3.34,2.5784E-06,
186,3.35,2.601E-06,
187,3.36,2.6047E-06,
188,3.37,2.7173E-06,
189,3.38,2.7926E-06,
190,3.39,2.7849E-06,
191,3.4,2.8181E-06,
192,3.41,2.927E-06,
193,3.42,2.9735E-06,
194,3.43,2.97E-06,
195,3.44,3.0531E-06,
196,3.45,3.1493E-06,
197,3.46,3.144E-06,
198,3.47,3.1574E-06,
199,3.48,3.2773E-06,
200,3.49,3.3515E-06,
201,3.5,3.3399E-06,
202,3.51,3.3865E-06,
203,3.52,3.4993E-06,
204,3.53,3.5193E-06,
205,3.54,3.53E-06,
206,3.55,3.626E-06,
207,3.56,3.7117E-06,
208,3.57,3.6982E-06,
209,3.58,3.712E-06,
210,3.59,3.8399E-06,
211,3.6,3.889E-06,
212,3.61,3.8808E-06,
213,3.62,3.9545E-06,
214,3.63,4.0454E-06,
