,,,
VG=,0,to,5
NO.,VG,ID,
V,A,,
1,0,6.806E-09,
2,0.01,-1.6082E-08,
3,0.02,1.6732E-08,
4,0.03,-1.6045E-08,
5,0.04,1.6762E-08,
6,0.05,-1.6169E-08,
7,0.06,1.6732E-08,
8,0.07,-1.6062E-08,
9,0.08,1.6751E-08,
10,0.09,-1.6109E-08,
11,0.1,1.6604E-08,
12,0.11,-1.6049E-08,
13,0.12,1.676E-08,
14,0.13,-1.6466E-08,
15,0.14,1.5953E-08,
16,0.15,-1.6031E-08,
17,0.16,1.6744E-08,
18,0.17,-1.6355E-08,
19,0.18,1.5466E-08,
20,0.19,-1.6062E-08,
21,0.2,1.6928E-08,
22,0.21,-1.6204E-08,
23,0.22,1.6698E-08,
24,0.23,-1.6084E-08,
25,0.24,1.68E-08,
26,0.25,-1.6089E-08,
27,0.26,1.6704E-08,
28,0.27,-1.6145E-08,
29,0.28,1.6736E-08,
30,0.29,-1.6066E-08,
31,0.3,1.6727E-08,
32,0.31,-1.614E-08,
33,0.32,1.6596E-08,
34,0.33,-1.6043E-08,
35,0.34,1.6776E-08,
36,0.35,-1.6189E-08,
37,0.36,1.6496E-08,
38,0.37,-1.5986E-08,
39,0.38,1.672E-08,
40,0.39,-1.6469E-08,
41,0.4,1.5814E-08,
42,0.41,-1.6052E-08,
43,0.42,1.6831E-08,
44,0.43,-1.6354E-08,
45,0.44,1.547E-08,
46,0.45,-1.6038E-08,
47,0.46,1.6886E-08,
48,0.47,-1.6043E-08,
49,0.48,1.6874E-08,
50,0.49,-1.5899E-08,
51,0.5,1.7044E-08,
52,0.51,-1.5797E-08,
53,0.52,1.7248E-08,
54,0.53,-1.6012E-08,
55,0.54,1.6833E-08,
56,0.55,-1.5187E-08,
57,0.56,1.7935E-08,
58,0.57,-1.506E-08,
59,0.58,1.7465E-08,
60,0.59,-1.3869E-08,
61,0.6,1.9866E-08,
62,0.61,-1.24E-08,
63,0.62,1.6751E-08,
64,0.63,1.0656E-08,
65,0.64,1.9054E-08,
66,0.65,1.5537E-08,
67,0.66,2.2668E-08,
68,0.67,2.2083E-08,
69,0.68,2.252E-08,
70,0.69,3.6905E-08,
71,0.7,1.6572E-08,
72,0.71,3.1339E-08,
73,0.72,5.8399E-08,
74,0.73,4.1591E-08,
75,0.74,5.1687E-08,
76,0.75,8.7419E-08,
77,0.76,7.7317E-08,
78,0.77,8.166E-08,
79,0.78,1.081E-07,
80,0.79,1.4346E-07,
81,0.8,1.3868E-07,
82,0.81,1.4691E-07,
83,0.82,1.9274E-07,
84,0.83,2.16E-07,
85,0.84,2.173E-07,
86,0.85,2.4371E-07,
87,0.86,2.9336E-07,
88,0.87,3.0457E-07,
89,0.88,3.1157E-07,
90,0.89,3.594E-07,
91,0.9,4.0119E-07,
92,0.91,4.0659E-07,
93,0.92,4.2864E-07,
94,0.93,5.5178E-07,
95,0.94,5.1218E-07,
96,0.95,5.226E-07,
97,0.96,5.6575E-07,
98,0.97,6.1852E-07,
99,0.98,6.3295E-07,
100,0.99,6.5054E-07,
101,1,7.1142E-07,
102,1.01,7.4982E-07,
103,1.02,7.6089E-07,
104,1.03,7.9433E-07,
105,1.04,8.5333E-07,
106,1.05,8.7775E-07,
107,1.06,8.949E-07,
108,1.07,9.4504E-07,
109,1.08,9.9771E-07,
110,1.09,1.00907E-06,
111,1.1,1.03859E-06,
112,1.11,1.09969E-06,
113,1.12,1.13443E-06,
114,1.13,1.1625E-06,
115,1.14,1.1797E-06,
116,1.15,1.2389E-06,
117,1.16,1.2857E-06,
118,1.17,1.2993E-06,
119,1.18,1.3288E-06,
120,1.19,1.3915E-06,
121,1.2,1.4224E-06,
122,1.21,1.437E-06,
123,1.22,1.487E-06,
124,1.23,1.5436E-06,
125,1.24,1.5588E-06,
126,1.25,1.5851E-06,
127,1.26,1.6474E-06,
128,1.27,1.6868E-06,
129,1.28,1.7002E-06,
130,1.29,1.7384E-06,
131,1.3,1.7998E-06,
132,1.31,1.8265E-06,
133,1.32,1.8432E-06,
134,1.33,1.8971E-06,
135,1.34,1.9481E-06,
136,1.35,1.9605E-06,
137,1.36,1.9882E-06,
138,1.37,2.0549E-06,
139,1.38,2.0875E-06,
140,1.39,2.1017E-06,
141,1.4,2.1475E-06,
142,1.41,2.2049E-06,
143,1.42,2.2279E-06,
144,1.43,2.2475E-06,
145,1.44,2.3087E-06,
146,1.45,2.3493E-06,
147,1.46,2.3631E-06,
148,1.47,2.4014E-06,
149,1.48,2.4612E-06,
150,1.49,2.4885E-06,
151,1.5,2.5048E-06,
152,1.51,2.5548E-06,
153,1.52,2.6138E-06,
154,1.53,2.6238E-06,
155,1.54,2.6519E-06,
156,1.55,2.7129E-06,
157,1.56,2.7497E-06,
158,1.57,2.7656E-06,
159,1.58,2.8072E-06,
160,1.59,2.867E-06,
161,1.6,2.8885E-06,
162,1.61,2.905E-06,
163,1.62,2.9662E-06,
164,1.63,3.0114E-06,
165,1.64,3.0234E-06,
166,1.65,3.0534E-06,
167,1.66,3.1152E-06,
168,1.67,3.1461E-06,
169,1.68,3.1602E-06,
170,1.69,3.2098E-06,
171,1.7,3.2651E-06,
172,1.71,3.2814E-06,
173,1.72,3.3023E-06,
174,1.73,3.3665E-06,
175,1.74,3.4062E-06,
176,1.75,3.4181E-06,
177,1.76,3.4551E-06,
178,1.77,3.5158E-06,
179,1.78,3.5443E-06,
180,1.79,3.5576E-06,
181,1.8,3.6094E-06,
182,1.81,3.6604E-06,
183,1.82,3.6708E-06,
184,1.83,3.7005E-06,
185,1.84,3.7625E-06,
186,1.85,3.7956E-06,
187,1.86,3.8078E-06,
188,1.87,3.8524E-06,
189,1.88,3.9105E-06,
190,1.89,3.9304E-06,
191,1.9,3.9479E-06,
192,1.91,4.0077E-06,
193,1.92,4.0477E-06,
194,1.93,4.0597E-06,
195,1.94,4.097E-06,
196,1.95,4.1541E-06,
197,1.96,4.1818E-06,
198,1.97,4.1951E-06,
199,1.98,4.2444E-06,
200,1.99,4.2998E-06,
201,2,4.311E-06,
202,2.01,4.3363E-06,
203,2.02,4.3962E-06,
204,2.03,4.4324E-06,
205,2.04,4.4511E-06,
206,2.05,4.4861E-06,
207,2.06,4.5453E-06,
208,2.07,4.5654E-06,
209,2.08,4.58E-06,
210,2.09,4.6385E-06,
211,2.1,4.682E-06,
212,2.11,4.6931E-06,
213,2.12,4.7252E-06,
214,2.13,4.7822E-06,
